--- ABOUT ---
"Suven Life Sciences Ltd is a clinical-stage biopharmaceutical company focused on the acquisition, development and commercialisation of novel therapeutics for the treatment of neurodegenerative disorders. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"7,073",268,303,

Book Value,Dividend Yield,ROCE,ROE
22.4,0.00,-76.9,-78.8

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,3,4,3,2,2,1,3,2,1,2,1,3,2
Expenses +,34,32,27,49,33,32,55,41,45,53,81,106,52
Operating Profit,-32,-28,-24,-46,-30,-31,-52,-39,-44,-51,-80,-103,-51
OPM %,"-1,208%",-737%,-768%,"-1,885%","-1,267%","-3,024%","-2,032%","-2,435%","-2,981%","-2,714%","-8,671%","-3,678%","-3,331%"
Other Income +,6,6,13,6,4,4,4,2,1,1,4,3,7
Interest,0,0,0,0,0,0,0,0,-0,-0,-0,-0,0
Depreciation,2,2,2,2,2,1,1,2,1,1,1,1,2
Profit before tax,-28,-24,-13,-42,-28,-28,-50,-39,-44,-52,-77,-102,-46
Tax %,-0%,-0%,-0%,-0%,-4%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%
Net Profit +,-28,-24,-13,-42,-27,-28,-50,-39,-44,-52,-77,-102,-46
EPS in Rs,-1.27,-1.10,-0.58,-1.91,-1.22,-1.29,-2.28,-1.79,-2.01,-2.36,-3.40,-4.48,-1.73
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,521,499,543,625,286,13,13,12,14,12,7,7
Expenses +,361,398,414,427,300,128,93,134,139,140,172,292
Operating Profit,159,102,129,198,-14,-116,-80,-122,-126,-128,-166,-284
OPM %,31%,20%,24%,32%,-5%,-917%,-593%,"-1,032%",-929%,"-1,094%","-2,487%","-4,001%"
Other Income +,9,19,21,23,27,14,8,5,14,29,11,14
Interest,5,6,6,5,2,1,1,1,0,0,0,0
Depreciation,12,18,21,21,11,4,4,4,7,6,6,6
Profit before tax,152,98,123,196,0,-106,-77,-122,-118,-106,-161,-276
Tax %,28%,26%,29%,37%,"15,038%",-11%,-7%,-0%,-0%,-1%,-0%,-0%
Net Profit +,109,72,87,124,-24,-94,-72,-122,-118,-105,-161,-276
EPS in Rs,5.70,3.76,4.57,6.48,-1.25,-4.94,-3.78,-5.59,-5.42,-4.82,-7.37,-10.48
Dividend Payout %,7%,35%,15%,15%,-80%,-0%,-0%,-0%,-0%,-0%,-0%,-0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,13,13,13,13,13,13,13,15,22,22,22,26
Reserves,547,583,654,755,226,131,95,82,354,248,88,565
Borrowings +,109,83,71,34,3,6,5,3,2,1,-0,17
Other Liabilities +,105,74,78,118,62,33,16,9,12,14,25,16
Total Liabilities,773,751,816,919,303,182,128,108,389,285,135,624
Fixed Assets +,172,305,306,308,22,25,21,38,37,28,60,73
CWIP,107,7,10,25,0,-0,5,4,-0,-0,0,4
Investments,0,0,301,279,223,0,0,45,46,76,22,181
Other Assets +,494,439,199,308,58,157,103,22,305,181,53,367
Total Assets,773,751,816,919,303,182,128,108,389,285,135,624

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,143,68,109,70,-53,-135,-96,-128,-116,-115,-154,-302
Cash from Investing Activity +,-110,-39,-311,-1,30,146,56,-22,-248,94,155,-462
Cash from Financing Activity +,179,-68,-30,-52,5,3,35,146,396,-1,-1,757
Net Cash Flow,212,-39,-232,17,-18,14,-5,-4,32,-22,0,-7
Free Cash Flow,25,10,79,28,-92,-137,-102,-147,-119,-113,-191,-307
CFO/OP,113%,93%,111%,57%,262%,114%,119%,104%,91%,95%,93%,106%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,28,39,31,36,3,66,48,40,22,40,73,78
Inventory Days,165,183,222,329,-0,,,,,,,
Days Payable,89,78,91,134,,,,,,,,
Cash Conversion Cycle,105,144,162,231,3,66,48,40,22,40,73,78
Working Capital Days,49,55,42,82,23,704,"1,084",234,265,101,-440,"9,156"
ROCE %,,13%,15%,24%,-4%,-54%,-58%,-118%,-53%,-36%,-87%,-77%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,69.56%,69.56%,69.56%,69.56%,70.26%,70.26%,70.26%,70.26%,70.26%,67.36%,67.36%,70.15%
FIIs +,0.48%,0.50%,0.54%,0.46%,0.45%,0.33%,0.34%,0.25%,0.58%,1.17%,1.07%,0.91%
DIIs +,0.08%,0.01%,0.01%,1.05%,1.05%,1.05%,1.05%,0.01%,0.03%,3.39%,3.39%,4.62%
Public +,29.88%,29.92%,29.88%,28.91%,28.21%,28.34%,28.35%,29.47%,29.12%,28.07%,28.18%,24.32%
No. of Shareholders,"76,291","80,953","74,003","68,959","66,116","63,975","63,537","64,603","66,159","64,921","64,381","63,915"

--- CAGR BOXES ---




