--- ABOUT ---
"Aditya Birla Capital Limited, the holding company for the financial services businesses of the Aditya Birla Group, is a universal financial solutions group catering to the diverse financial needs of its customers across their life stages. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"98,555",376,377,25.9

Book Value,Dividend Yield,ROCE,ROE
131,0.00,8.72,11.7

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue +,"8,025","7,045","7,607","8,800","10,780","8,673","10,322","9,381","12,214","9,503","10,595","11,952","13,459"
Interest,"1,478","1,671","1,827","1,997","2,122","2,244","2,369","2,496","2,585","2,736","2,804","2,981","3,101"
Expenses +,"5,766","4,490","4,798","5,764","7,182","5,458","6,604","5,876","8,419","5,652","6,594","7,645","8,924"
Financing Profit,782,884,982,"1,039","1,476",971,"1,348","1,009","1,210","1,114","1,197","1,326","1,434"
Financing Margin %,10%,13%,13%,12%,14%,11%,13%,11%,10%,12%,11%,11%,11%
Other Income +,91,70,70,60,183,150,124,85,219,136,92,72,207
Depreciation,40,43,46,50,52,54,60,64,68,71,77,76,82
Profit before tax,832,912,"1,006","1,050","1,606","1,067","1,413","1,030","1,361","1,178","1,212","1,322","1,559"
Tax %,24%,27%,28%,28%,20%,27%,28%,30%,35%,28%,27%,27%,25%
Net Profit +,636,666,725,760,"1,288",779,"1,021",724,886,851,882,966,"1,165"
EPS in Rs,2.52,2.50,2.71,2.83,4.79,2.92,3.84,2.72,3.32,3.20,3.27,3.61,4.31
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue +,"2,710","3,645","5,882","11,526","15,168","16,696","19,260","22,232","30,163","33,958","40,632","45,509"
Interest,"1,112","1,612","2,299","3,024","4,109","4,634","3,916","3,480","4,722","7,617","9,694","11,622"
Expenses +,"1,002","1,156","2,478","7,539","9,850","10,934","13,966","16,694","19,972","21,978","26,357","28,815"
Financing Profit,596,877,"1,105",963,"1,208","1,128","1,378","2,058","5,469","4,364","4,581","5,072"
Financing Margin %,22%,24%,19%,8%,8%,7%,7%,9%,18%,13%,11%,11%
Other Income +,-39,24,4,177,230,254,282,351,311,390,536,506
Depreciation,37,33,43,44,58,103,114,122,145,188,246,307
Profit before tax,519,869,"1,066","1,096","1,381","1,280","1,546","2,287","5,635","4,566","4,871","5,271"
Tax %,40%,40%,35%,37%,41%,32%,28%,27%,14%,25%,30%,27%
Net Profit +,309,524,691,693,811,866,"1,106","1,660","4,824","3,439","3,410","3,864"
EPS in Rs,4.08,6.58,4.30,3.15,3.96,3.81,4.66,7.06,19.83,12.83,12.78,14.37
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,757,796,"1,232","2,201","2,201","2,414","2,415","2,416","2,418","2,600","2,607","2,620"
Reserves,"1,056","1,921","5,378","6,337","7,311","10,162","11,327","13,076","17,893","24,217","27,782","31,804"
Borrowing,"15,973","24,750","33,215","44,516","56,324","55,966","53,044","58,425","84,738","110,139","140,009","179,538"
Other Liabilities +,"1,857","2,574","38,316","40,502","43,633","44,978","57,698","66,897","75,304","94,667","108,245","121,432"
Total Liabilities,"19,642","30,042","78,141","93,556","109,470","113,520","124,485","140,815","180,353","231,623","278,643","335,393"
Fixed Assets +,284,314,778,837,892,"1,181","1,259","1,305","1,279","1,652","1,929","2,100"
CWIP,8,11,35,33,34,74,45,45,44,94,122,11
Investments,720,"1,363","11,760","39,573","43,955","48,415","57,703","67,355","80,383","99,539","112,953","84,699"
Other Assets +,"18,630","28,353","65,569","53,113","64,589","63,850","65,478","72,110","98,647","130,338","163,639","248,583"
Total Assets,"19,642","30,042","78,141","93,556","109,470","113,520","124,485","140,815","180,353","231,623","278,643","335,393"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,0,"-8,697","-7,570","-11,894","-10,256","4,271",64,"-5,070","-24,029","-24,100","-27,935","-36,544"
Cash from Investing Activity +,0,-638,"-1,623",38,-690,"-3,070","2,429","-1,446","-2,675","-4,590",933,"-3,544"
Cash from Financing Activity +,0,"9,184","9,870","12,006","10,852",875,"-2,581","5,836","26,385","28,514","29,778","38,161"
Net Cash Flow,0,-151,678,150,-94,"2,076",-88,-679,-318,-176,"2,776","-1,927"
Free Cash Flow,0,"-8,745","-7,688","-12,049","-10,413","4,117",-84,"-5,247","-24,268","-24,499","-28,382","-36,905"
CFO/OP,0%,-334%,-211%,-288%,-181%,85%,8%,-78%,-230%,-194%,-185%,-212%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
ROE %,18%,23%,11%,9%,10%,8%,9%,12%,27%,14%,11%,12%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,69.11%,69.00%,68.98%,68.97%,68.98%,68.90%,68.85%,68.84%,68.76%,68.70%,68.57%,68.51%
FIIs +,10.53%,10.46%,9.77%,10.92%,10.12%,10.40%,8.57%,7.83%,6.47%,6.10%,5.15%,7.01%
DIIs +,7.73%,8.24%,8.37%,7.55%,8.12%,8.47%,9.52%,9.79%,12.06%,12.82%,14.67%,13.71%
Government +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%
Public +,12.64%,12.32%,12.89%,12.59%,12.78%,12.23%,13.05%,13.53%,12.72%,12.37%,11.59%,10.64%
No. of Shareholders,"4,66,520","4,64,366","4,91,856","5,03,842","5,30,087","5,27,478","5,63,086","5,76,863","5,60,382","5,61,046","5,46,470","5,22,128"

--- CAGR BOXES ---




