Total Liabilities,"10,654","12,896","15,312","17,397","18,504","19,674","23,096","22,478","23,917","26,153","28,390","33,453"
Fixed Assets +,"2,952","3,784","4,599","4,961","4,952","6,473","6,380","6,194","6,159","6,232","6,283","6,894"
CWIP,719,653,581,355,573,391,495,517,454,484,487,245
Investments,"3,118","4,501","6,066","7,669","6,114","8,359","10,582","10,528","10,891","12,751","14,384","19,286"
Other Assets +,"3,864","3,958","4,066","4,411","6,865","4,451","5,639","5,240","6,413","6,685","7,236","7,028"
Total Assets,"10,654","12,896","15,312","17,397","18,504","19,674","23,096","22,478","23,917","26,153","28,390","33,453"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"2,186","3,722","4,007","4,017","1,032","5,518","4,110","2,104","2,614","4,923","4,297","8,315"
Cash from Investing Activity +,31,"-2,300","-1,972","-1,858","1,298","-2,819","-2,289",-222,-421,"-1,828","-1,703","-4,478"
Cash from Financing Activity +,"-2,131","-1,475","-2,036","-2,102","-2,252","-2,602","-1,852","-1,975","-2,147","-2,717","-2,815","-3,534"
Net Cash Flow,86,-53,-1,57,78,97,-31,-94,45,379,-221,303
Free Cash Flow,955,"2,094","2,771","3,196",57,"4,230","3,537","1,545","2,052","4,146","3,463","7,227"
CFO/OP,90%,109%,113%,104%,62%,149%,125%,89%,85%,119%,101%,135%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,18,16,20,16,29,19,27,27,29,25,30,18
Inventory Days,16,14,14,16,19,24,30,26,27,25,27,31
Days Payable,50,51,62,56,54,58,88,76,73,80,77,88
Cash Conversion Cycle,-16,-20,-29,-24,-5,-15,-32,-23,-17,-30,-20,-40
Working Capital Days,-15,-12,-17,-15,6,-10,-21,-14,-7,-17,-11,63
ROCE %,50%,54%,48%,45%,39%,27%,24%,18%,23%,29%,30%,36%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,34.78%,34.76%,34.76%,34.76%,34.76%,34.75%,34.75%,34.74%,34.74%,34.73%,34.73%,34.73%
FIIs +,28.10%,26.80%,28.34%,28.93%,29.87%,29.59%,27.95%,27.43%,27.05%,28.76%,29.43%,31.15%
DIIs +,27.28%,29.14%,28.09%,27.76%,26.87%,26.94%,27.70%,27.89%,27.77%,26.32%,26.28%,24.69%
Government +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.01%,0.05%,0.08%,0.08%,0.08%
Public +,9.85%,9.30%,8.80%,8.55%,8.49%,8.72%,9.58%,9.91%,10.39%,10.11%,9.48%,9.34%
No. of Shareholders,"3,13,104","3,01,498","2,80,547","2,92,828","3,00,146","7,61,259","8,74,658","9,47,407","8,92,622","8,97,033","8,72,499","8,95,516"

--- CAGR BOXES ---




