--- ABOUT ---
"PTC Industries Limited manufactures metal components for critical and supercritical applications for industries like Defence, Oil & Gas, Liquefied Natural Gas (LNG), Ships & Marine etc. [1] {# https://www.bseindia.com/bseplus/AnnualReport/539006/72682539006.pdf#page.20000"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"27,486","18,333","19,863",271

Book Value,Dividend Yield,ROCE,ROE
"1,005",0.00,8.43,7.02

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,62,72,58,55,72,47,72,67,122,97,125,156,225
Expenses +,44,52,42,40,51,37,51,52,93,88,99,131,153
Operating Profit,18,20,16,15,22,10,21,15,29,9,26,25,73
OPM %,30%,28%,27%,28%,30%,21%,29%,23%,24%,9%,21%,16%,32%
Other Income +,0,3,3,4,4,4,8,10,11,11,8,10,12
Interest,3,4,4,4,3,3,3,1,1,2,2,3,2
Depreciation,4,4,4,4,4,4,4,5,8,9,9,9,10
Profit before tax,11,15,11,10,18,6,22,19,31,9,23,23,72
Tax %,20%,24%,23%,22%,20%,23%,21%,24%,21%,43%,21%,18%,17%
Net Profit +,9,11,8,8,15,5,17,14,25,5,18,18,60
EPS in Rs,6.87,8.43,6.00,5.95,10.19,3.39,11.56,9.50,16.40,3.44,12.11,12.24,39.96
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,138,119,101,96,99,73,163,179,219,257,308,603
Expenses +,115,99,83,82,84,59,128,137,161,184,233,471
Operating Profit,23,20,18,13,15,14,35,42,59,73,75,132
OPM %,17%,16%,17%,14%,15%,20%,21%,24%,27%,28%,24%,22%
Other Income +,-2,1,-0,3,2,2,5,5,7,13,33,41
Interest,8,5,3,3,3,6,13,15,16,15,9,9
Depreciation,4,4,6,5,6,7,14,15,17,17,21,37
Profit before tax,9,11,8,8,8,2,12,17,34,54,78,127
Tax %,16%,46%,24%,24%,22%,29%,65%,25%,23%,22%,22%,20%
Net Profit +,8,6,6,6,6,2,4,13,26,42,61,102
EPS in Rs,7.30,5.52,4.92,4.79,4.56,1.31,3.32,9.78,19.29,29.24,40.72,67.74
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,4,4,5,5,5,,5,5,13,14,15,15
Reserves,58,65,108,115,122,,150,163,293,631,"1,372","1,492"
Borrowings +,68,69,25,60,122,,181,196,177,182,61,261
Other Liabilities +,24,27,21,23,31,,61,61,70,68,136,188
Total Liabilities,154,165,160,202,279,,397,426,553,896,"1,584","1,956"
Fixed Assets +,50,48,43,44,49,,211,237,228,233,449,644
CWIP,9,18,35,66,136,,37,23,67,159,185,311
Investments,0,0,0,0,0,,0,0,0,0,3,3
Other Assets +,96,99,82,92,95,,149,166,258,504,947,998
Total Assets,154,165,160,202,279,,397,426,553,896,"1,584","1,956"

--- CASH FLOW ---
,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,12,27,13,14,11,,4,25,47,-96,14,-69
Cash from Investing Activity +,-11,-21,-9,-45,-72,,-20,-28,-116,-60,-502,-271
Cash from Financing Activity +,-1,-4,-6,31,61,,17,3,74,284,544,185
Net Cash Flow,-1,2,-2,-0,0,,1,-1,6,127,55,-155
Free Cash Flow,3,14,-5,-32,-59,,-16,-3,-49,-213,-176,-386
CFO/OP,58%,146%,84%,117%,85%,,18%,66%,90%,-118%,38%,-39%

--- RATIOS ---
,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,110,97,115,118,100,,141,125,109,158,170,166
Inventory Days,256,274,430,529,598,,465,541,521,440,"1,423","1,030"
Days Payable,95,83,110,145,135,,240,156,141,91,333,225
Cash Conversion Cycle,271,289,435,502,563,,367,510,490,507,"1,261",970
Working Capital Days,27,107,129,108,53,,25,24,72,163,381,302
ROCE %,,13%,9%,7%,5%,,,10%,12%,11%,8%,8%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,67.93%,67.03%,66.96%,62.95%,62.88%,59.81%,59.75%,59.75%,59.75%,59.75%,59.72%,59.72%
FIIs +,0.00%,1.72%,1.75%,3.82%,3.35%,4.53%,3.37%,3.07%,3.39%,3.41%,3.86%,3.95%
DIIs +,0.24%,0.32%,0.46%,0.44%,1.25%,4.64%,6.50%,7.60%,7.73%,8.51%,8.45%,9.21%
Public +,31.83%,30.92%,30.83%,32.79%,32.52%,31.02%,30.37%,29.60%,29.14%,28.32%,27.98%,27.12%
No. of Shareholders,"5,969","6,789","8,161","10,305","15,276","15,954","17,939","20,057","22,707","22,554","23,826","23,581"

--- CAGR BOXES ---




