--- ABOUT ---
"TajGVK Hotels & Resorts Limited, incorporated in 1995, is a joint venture between the Hyderabad-based GVK Group and Indian Hotels Company Limited (IHCL). The Company is engaged in the business of owning, operating & managing hotels, palaces, and resorts under the brand name of “ TAJ ” [1] [2]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"2,122",338,540 / 281,13.8

Book Value,Dividend Yield,ROCE,ROE
163,0.59,13.2,18.4

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,104,92,89,111,116,93,105,127,125,106,107,136,159
Expenses +,78,65,68,71,75,66,76,77,92,75,74,94,111
Operating Profit,25,26,22,40,41,27,29,50,33,32,34,42,47
OPM %,24%,29%,24%,36%,35%,29%,28%,39%,27%,30%,31%,31%,30%
Other Income +,3,0,1,1,1,2,2,2,6,2,2,2,285
Interest,4,3,3,3,3,2,3,2,2,1,1,1,1
Depreciation,4,4,4,3,3,3,3,3,3,3,3,3,5
Profit before tax,21,19,16,35,35,23,26,46,34,29,32,40,326
Tax %,30%,32%,30%,30%,26%,44%,24%,26%,16%,28%,25%,27%,3%
Net Profit +,19,16,14,31,31,17,24,41,35,26,28,37,320
EPS in Rs,3.04,2.63,2.27,4.91,4.98,2.71,3.86,6.57,5.55,4.14,4.39,5.90,51.00
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2006,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,189,270,264,288,317,313,94,227,384,408,450,508
Expenses +,105,207,206,217,248,238,96,175,265,278,311,353
Operating Profit,84,63,58,72,69,74,-2,52,119,130,139,155
OPM %,45%,23%,22%,25%,22%,24%,-2%,23%,31%,32%,31%,30%
Other Income +,1,2,8,3,7,1,3,1,29,2,12,291
Interest,4,31,29,25,22,23,20,19,15,13,9,5
Depreciation,11,18,18,17,17,17,17,16,15,14,13,15
Profit before tax,70,15,19,32,38,36,-36,19,118,105,129,427
Tax %,34%,46%,44%,34%,36%,34%,-27%,47%,32%,29%,26%,9%
Net Profit +,46,4,4,20,27,28,-40,2,93,93,117,410
EPS in Rs,7.38,0.57,0.67,3.25,4.34,4.48,-6.37,0.33,14.88,14.79,18.69,65.43
Dividend Payout %,27%,70%,59%,18%,14%,-0%,-0%,-0%,7%,10%,11%,3%

--- BALANCE SHEET ---
,Mar 2006,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,13,13,13,13,13,13,13,13,13,13,13,13
Reserves,139,338,339,357,379,394,355,356,449,535,642,"1,012"
Borrowings +,86,270,255,227,197,209,225,214,141,108,44,128
Other Liabilities +,57,106,121,140,122,122,113,123,155,162,181,627
Total Liabilities,294,726,727,736,711,738,705,705,758,818,880,"1,780"
Fixed Assets +,205,454,440,427,416,436,423,409,455,442,433,"1,189"
CWIP,49,70,77,81,92,91,87,86,43,79,116,317
Investments,-0,105,99,99,102,106,92,84,97,116,138,0
Other Assets +,40,96,111,130,101,106,102,127,162,181,193,274
Total Assets,294,726,727,736,711,738,705,705,758,818,880,"1,780"

