--- ABOUT ---
Neuland Laboratories is engaged in manufacturing and selling of bulk drugs and caters to both domestic and international markets. [1]

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"22,253","17,345","19,748",61.1

Book Value,Dividend Yield,ROCE,ROE
"1,461",0.20,26.6,21.4

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,407,363,418,393,385,440,311,398,328,293,514,440,776
Expenses +,287,266,280,272,278,316,249,311,277,258,359,363,469
Operating Profit,120,97,137,121,107,123,62,87,51,34,156,77,307
OPM %,29%,27%,33%,31%,28%,28%,20%,22%,16%,12%,30%,18%,40%
Other Income +,8,2,3,2,5,25,4,60,7,8,2,8,12
Interest,4,2,4,4,4,3,1,2,2,5,5,7,7
Depreciation,13,14,15,15,16,16,16,16,17,20,23,24,25
Profit before tax,110,83,122,104,92,130,49,128,39,18,129,54,287
Tax %,23%,26%,27%,22%,27%,25%,34%,20%,29%,21%,25%,26%,26%
Net Profit +,85,62,89,81,68,98,33,102,28,14,97,41,213
EPS in Rs,65.89,48.23,69.56,63.44,52.66,76.28,25.60,79.18,21.68,10.83,75.49,31.62,165.76
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,469,510,579,527,667,763,937,951,"1,191","1,559","1,477","2,023"
Expenses +,402,430,472,477,608,661,790,807,918,"1,096","1,146","1,448"
Operating Profit,67,80,106,51,58,102,147,144,273,463,331,574
OPM %,14%,16%,18%,10%,9%,13%,16%,15%,23%,30%,22%,28%
Other Income +,0,2,1,4,3,4,16,0,9,12,90,30
Interest,27,24,21,19,16,22,18,14,13,14,8,24
Depreciation,15,16,19,22,26,31,40,49,53,60,66,92
Profit before tax,25,42,67,14,20,53,105,82,216,401,346,489
Tax %,36%,36%,30%,13%,19%,69%,23%,22%,24%,25%,25%,26%
Net Profit +,16,27,47,12,16,16,81,64,164,300,260,364
EPS in Rs,17.96,30.75,52.74,13.57,12.81,12.63,62.85,49.74,127.45,233.89,202.74,283.71
Dividend Payout %,8%,7%,0%,0%,0%,16%,8%,10%,8%,6%,6%,12%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,9,9,9,9,13,13,13,13,13,13,13,13
Reserves,152,178,537,549,686,697,774,828,981,"1,270","1,512","1,862"
Borrowings +,188,182,192,319,231,264,182,241,128,95,157,301
Other Liabilities +,162,155,148,194,200,257,356,302,457,454,498,754
Total Liabilities,512,524,886,"1,071","1,130","1,231","1,325","1,383","1,580","1,833","2,180","2,930"
Fixed Assets +,123,139,466,475,542,653,716,767,758,824,955,"1,178"
CWIP,41,40,20,126,104,24,17,20,41,46,48,210
Investments,7,7,8,8,8,8,7,4,1,1,109,2
Other Assets +,340,337,393,463,476,547,585,592,781,962,"1,068","1,541"
Total Assets,512,524,886,"1,071","1,130","1,231","1,325","1,383","1,580","1,833","2,180","2,930"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,13,45,39,11,70,57,189,60,237,261,317,347
