--- ABOUT ---
Tina Rubber & Infrastructure Ltd is primarily engaged in conversion of End of life tyres (ELT) into crumb rubber and steel wires obtained in the process. [1]

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,606",891,"1,070 / 527",30.4

Book Value,Dividend Yield,ROCE,ROE
167,0.45,22.3,22.1

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,73,80,80,93,110,136,118,123,129,130,120,139,157
Expenses +,65,69,67,78,87,111,98,108,111,109,98,117,129
Operating Profit,7,12,13,16,22,25,19,15,18,21,21,22,28
OPM %,10%,15%,16%,17%,20%,18%,16%,12%,14%,16%,18%,16%,18%
Other Income +,4,1,1,1,1,1,2,2,3,1,0,0,1
Interest,2,2,2,2,2,2,3,3,2,3,2,3,3
Depreciation,1,1,2,2,2,2,2,2,3,3,3,3,3
Profit before tax,8,10,10,13,20,22,16,11,15,16,16,17,23
Tax %,18%,26%,25%,24%,21%,24%,22%,25%,23%,25%,28%,25%,28%
Net Profit +,7,7,8,10,16,16,12,8,12,12,12,13,17
EPS in Rs,3.95,4.12,4.45,5.81,9.14,9.57,7.08,4.76,6.82,6.52,6.53,7.11,9.18
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,349,530,69,100,130,123,130,229,295,363,505,546
Expenses +,324,508,67,90,114,114,114,192,258,300,428,453
Operating Profit,25,22,2,10,16,9,17,37,37,63,77,93
OPM %,7%,4%,3%,10%,12%,7%,13%,16%,13%,17%,15%,17%
Other Income +,0,3,2,1,3,2,2,3,7,3,8,2
Interest,10,14,11,10,11,10,10,9,8,8,11,11
Depreciation,5,7,7,7,7,8,8,9,7,6,10,12
Profit before tax,9,5,-14,-6,0,-6,0,23,29,53,63,72
Tax %,36%,56%,-32%,-15%,109%,-24%,139%,26%,24%,24%,24%,27%
Net Profit +,6,2,-9,-5,-0,-5,-0,17,22,40,48,53
EPS in Rs,3.42,1.61,-5.48,-2.92,-0.02,-2.83,-0.08,9.88,12.75,23.52,28.23,29.34
Dividend Payout %,29%,16%,0%,0%,0%,0%,0%,20%,20%,21%,14%,11%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,9,9,9,9,9,9,9,9,9,17,17,18
Reserves,71,73,51,63,63,58,58,69,87,111,161,282
Borrowings +,137,144,94,83,78,72,66,71,60,86,135,129
Other Liabilities +,85,71,23,27,26,30,36,41,37,54,72,99
Total Liabilities,301,297,176,181,176,168,169,189,193,268,385,529
Fixed Assets +,86,92,82,77,82,77,77,77,74,130,185,249
CWIP,9,10,2,3,1,3,0,1,0,7,11,42
Investments,18,17,15,27,26,25,24,26,28,31,40,34
Other Assets +,188,177,77,74,67,63,69,85,90,100,149,204
Total Assets,301,297,176,181,176,168,169,189,193,268,385,529

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,-5,12,7,15,20,17,21,19,32,59,36,57
Cash from Investing Activity +,-49,-15,-1,4,-4,-2,-5,-12,-10,-70,-68,-103
Cash from Financing Activity +,52,-4,-5,-19,-16,-15,-15,-6,-21,9,33,44
Net Cash Flow,-3,-7,0,-0,0,0,0,1,1,-1,2,-1
Free Cash Flow,-40,-5,-0,12,15,14,15,9,24,-13,-31,-49
CFO/OP,-12%,74%,388%,164%,127%,199%,126%,51%,102%,112%,63%,76%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,20,32,100,100,66,68,70,52,40,30,30,45
Inventory Days,172,70,334,212,149,166,181,115,86,87,92,99
Days Payable,70,30,40,61,39,53,81,93,48,68,68,80
Cash Conversion Cycle,122,71,393,251,176,181,169,74,77,49,53,64
Working Capital Days,-16,-3,-61,-36,-32,-45,74,5,21,6,6,11
ROCE %,12%,8%,-1%,3%,7%,3%,8%,23%,24%,33%,28%,22%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,73.81%,73.81%,73.81%,73.55%,72.65%,71.94%,71.01%,71.08%,67.58%,67.58%,67.58%,67.58%
FIIs +,0.82%,0.82%,0.82%,0.74%,0.79%,1.25%,0.65%,0.64%,0.66%,0.59%,0.52%,0.36%
DIIs +,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.93%,1.06%,5.90%,5.84%,5.76%,5.62%
Government +,0.33%,0.33%,0.33%,0.33%,0.33%,0.33%,0.33%,0.33%,0.31%,0.31%,0.31%,0.31%
Public +,25.05%,25.05%,25.04%,25.39%,26.22%,26.43%,27.09%,26.90%,25.55%,25.67%,25.84%,26.12%
No. of Shareholders,"15,561","18,423","20,218","21,711","27,842","34,750","39,815","43,556","43,649","45,109","44,053","43,012"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,0%
5 Years:,33%
3 Years:,23%
TTM:,8%

Compounded Profit Growth
10 Years:,34%
5 Years:,238%
3 Years:,36%
TTM:,11%

Stock Price CAGR
10 Years:,44%
5 Years:,96%
3 Years:,51%
1 Year:,-4%

Return on Equity
10 Years:,16%
5 Years:,27%
3 Years:,28%
Last Year:,22%

