--- ABOUT ---
TVS Motor Company Ltd (TVSM) is engaged in manufacturing two-wheelers and its accessories; it currently manufactures a wide range of two-wheelers and three-wheelers. [1]

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,63,568","3,443","3,970",53.6

Book Value,Dividend Yield,ROCE,ROE
201,0.35,17.4,33.8

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"8,031","9,056","9,933","10,114","9,942","10,314","11,302","11,035","11,542","12,210","14,051","14,756","15,053"
Expenses +,"6,982","7,852","8,588","8,639","8,487","8,884","9,678","9,402","9,638","10,407","11,941","12,488","12,881"
Operating Profit,"1,049","1,204","1,345","1,475","1,455","1,431","1,624","1,633","1,904","1,803","2,110","2,267","2,172"
OPM %,13%,13%,14%,15%,15%,14%,14%,15%,16%,15%,15%,15%,14%
Other Income +,67,87,51,12,-34,48,32,70,-57,40,-14,-60,7
Interest,398,437,483,494,511,500,509,536,551,551,552,561,566
Depreciation,232,227,237,242,263,241,259,258,292,315,320,323,315
Profit before tax,486,627,676,750,647,738,888,908,"1,004",977,"1,223","1,323","1,298"
Tax %,31%,30%,38%,32%,36%,34%,34%,33%,31%,34%,32%,33%,37%
Net Profit +,336,441,416,510,412,485,588,609,698,643,833,891,820
EPS in Rs,7.07,9.14,8.13,10.08,8.15,9.70,11.80,11.91,13.64,12.84,16.74,17.71,16.24
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"10,256","11,377","12,463","16,340","20,160","18,849","19,421","24,355","31,974","38,779","44,089","56,070"
Expenses +,"9,650","10,558","11,591","14,769","17,997","16,585","17,189","21,601","27,947","33,344","37,514","47,717"
Operating Profit,605,819,871,"1,571","2,163","2,264","2,232","2,755","4,027","5,435","6,575","8,352"
OPM %,6%,7%,7%,10%,11%,12%,11%,11%,13%,14%,15%,15%
Other Income +,80,93,163,71,25,12,36,-5,136,131,99,-28
Interest,62,70,60,338,663,855,881,940,"1,368","1,917","2,093","2,230"
Depreciation,179,262,317,374,442,556,565,743,859,956,"1,046","1,273"
Profit before tax,444,580,658,931,"1,083",865,822,"1,067","1,936","2,693","3,535","4,822"
Tax %,28%,26%,23%,29%,33%,25%,26%,31%,32%,34%,33%,34%
Net Profit +,328,429,509,665,725,647,608,731,"1,309","1,779","2,380","3,186"
EPS in Rs,6.91,9.03,10.76,13.73,14.83,13.15,12.51,15.93,27.97,35.50,47.06,63.53
Dividend Payout %,28%,28%,23%,24%,24%,27%,28%,24%,18%,23%,21%,19%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,48,48,48,48,48,48,48,48,48,48,48,48
Reserves,"1,277","1,771","2,169","2,630","3,123","3,235","3,779","4,352","5,457","6,736","8,456","9,517"
Borrowings +,"1,119","1,091","1,311","6,928","9,298","11,591","12,179","15,827","22,376","26,006","28,609","32,791"
Other Liabilities +,"2,126","2,236","2,601","3,586","4,228","4,399","5,859","6,692","7,144","9,235","10,539","14,145"
Total Liabilities,"4,570","5,146","6,128","13,190","16,696","19,272","21,865","26,919","35,025","42,024","47,651","56,501"
Fixed Assets +,"1,637","2,038","2,362","3,094","3,367","3,811","4,221","5,975","5,748","5,891","7,644","10,200"
CWIP,93,47,64,313,745,"1,006","1,041",552,743,"1,033","1,465",974
Investments,539,943,"1,155",421,440,371,468,605,967,"1,123","1,247","1,147"
