--- ABOUT ---
"Incorporated in 1998, Ceinsys Tech Ltd provides Enterprise Geospatial & Engineering Services and sale of software and electricity [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,952",932,"1,952 / 797",14.5

Book Value,Dividend Yield,ROCE,ROE
321,0.38,27.5,24.8

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,73,54,58,63,78,74,90,112,142,157,163,170,171
Expenses +,51,42,48,52,66,61,73,91,116,126,128,130,130
Operating Profit,22,11,10,11,12,13,17,21,27,30,36,40,40
OPM %,30%,21%,17%,17%,16%,18%,19%,19%,19%,19%,22%,23%,24%
Other Income +,4,2,3,4,6,5,6,6,6,7,8,6,6
Interest,2,2,1,1,1,0,0,0,2,1,1,2,2
Depreciation,1,1,1,1,1,1,2,3,3,3,3,3,3
Profit before tax,22,11,10,13,16,16,21,24,28,34,40,41,42
Tax %,3%,23%,54%,18%,27%,26%,44%,26%,23%,7%,35%,5%,11%
Net Profit +,21,8,5,10,12,12,12,18,22,32,26,39,37
EPS in Rs,13.76,5.42,3.02,6.71,7.11,7.29,6.68,10.21,12.54,18.14,14.43,21.79,17.75
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,108,133,144,141,176,197,185,203,220,253,418,661
Expenses +,88,110,122,119,152,147,168,179,186,209,338,515
Operating Profit,19,23,22,21,24,50,18,24,33,44,80,146
OPM %,18%,17%,16%,15%,14%,25%,10%,12%,15%,17%,19%,22%
Other Income +,1,1,3,5,3,2,2,4,10,15,22,28
Interest,8,12,16,17,18,17,13,11,10,5,5,6
Depreciation,2,3,4,4,4,4,3,3,4,5,8,11
Profit before tax,10,9,6,5,5,31,2,13,29,50,90,156
Tax %,32%,51%,10%,11%,31%,28%,18%,29%,-7%,30%,29%,15%
Net Profit +,7,5,6,5,3,22,2,10,31,35,63,133
EPS in Rs,6.84,4.52,5.51,4.09,3.09,19.92,1.79,5.96,20.02,21.42,36.26,63.72
Dividend Payout %,0%,20%,21%,31%,73%,13%,126%,38%,10%,12%,10%,5%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,9,9,9,11,11,11,11,15,15,16,17,21
Reserves,28,32,42,61,60,79,78,147,183,218,394,652
Borrowings +,57,98,118,118,122,97,87,63,57,9,49,57
Other Liabilities +,29,41,24,41,61,63,80,73,58,83,117,200
Total Liabilities,123,180,194,230,253,250,256,299,313,326,578,930
Fixed Assets +,26,29,28,28,28,26,23,45,40,44,80,86
CWIP,0,0,0,0,0,0,0,0,0,0,3,0
Investments,0,0,6,0,0,0,0,19,26,44,22,23
Other Assets +,96,151,159,202,225,224,233,235,246,239,473,821
Total Assets,123,180,194,230,253,250,256,299,313,326,578,930

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,2,-31,5,-3,24,36,23,26,47,49,6,3
Cash from Investing Activity +,-5,-5,-10,-8,-0,4,0,8,-9,-5,-53,-126
Cash from Financing Activity +,8,35,3,11,-23,-39,-24,-21,-20,-65,49,117
Net Cash Flow,6,-0,-2,-0,0,0,-1,14,18,-21,1,-5
Free Cash Flow,-2,-36,1,-9,22,34,22,24,45,47,-30,-8
CFO/OP,14%,-134%,44%,6%,126%,89%,109%,136%,169%,156%,18%,27%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,117,160,235,300,233,205,247,153,154,240,221,83
Inventory Days,318,606,75,169,18,191,67,16,53,8,5,6
Days Payable,118,218,129,617,"1,610","1,230","1,367",752,403,610,766,"1,076"
Cash Conversion Cycle,318,548,181,-149,"-1,359",-834,"-1,053",-584,-196,-362,-540,-988
Working Capital Days,32,46,31,84,30,74,90,121,110,137,109,135
ROCE %,23%,18%,13%,11%,12%,25%,9%,12%,16%,22%,27%,27%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,58.61%,58.61%,58.61%,55.35%,55.35%,51.86%,51.86%,51.86%,51.86%,50.69%,50.69%,50.88%
FIIs +,0.00%,0.19%,0.05%,0.00%,0.00%,4.27%,4.55%,4.67%,4.67%,4.56%,4.33%,10.25%
DIIs +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.25%,0.87%,1.00%,1.03%,0.23%,0.19%
Public +,41.39%,41.20%,41.34%,44.65%,44.66%,43.88%,43.33%,42.60%,42.48%,43.71%,44.74%,38.68%
No. of Shareholders,"5,069","7,309","11,401","11,596","12,855","15,560","22,524","23,778","26,638","25,843","27,323","26,893"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,17%
5 Years:,29%
3 Years:,44%
TTM:,58%

Compounded Profit Growth
10 Years:,40%
5 Years:,133%
3 Years:,63%
TTM:,114%

Stock Price CAGR
10 Years:,31%
5 Years:,46%
