,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,58.70%,58.57%,57.47%,57.13%,55.67%,55.64%,55.38%,55.48%,55.23%,54.72%,55.03%,55.03%
FIIs +,1.97%,2.33%,2.10%,2.56%,2.95%,2.50%,2.28%,2.25%,2.26%,2.68%,2.15%,1.57%
DIIs +,4.72%,5.32%,5.26%,5.99%,7.35%,7.83%,8.77%,9.70%,9.94%,9.90%,10.12%,10.22%
Public +,34.63%,33.78%,35.16%,34.30%,34.01%,34.01%,33.58%,32.57%,32.58%,32.70%,32.71%,33.19%
No. of Shareholders,"1,62,409","1,67,446","1,70,414","1,57,547","1,50,218","1,90,281","1,76,006","1,69,761","1,60,260","1,52,252","1,48,363","1,44,946"

--- CAGR BOXES ---




