--- ABOUT ---
"Established in the year 1984 and a part of $1000 million Aarti Group of Industries, Aarti Drugs Ltd. (ADL) is engaged into manufacturing and selling Active Pharmaceutical Ingredients (API's), Pharma Intermediates, Specialty Chemicals as well as Formulations. [1] It is exporting its API's and Speciality chemicals to over 100 countries across the globe. [2]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"3,380",370,575,17.3

Book Value,Dividend Yield,ROCE,ROE
170,0.54,11.9,13.4

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,742,661,642,606,620,555,598,557,677,591,653,602,720
Expenses +,649,577,565,536,534,490,531,495,583,516,569,547,624
Operating Profit,94,84,76,70,86,65,67,62,93,74,84,55,96
OPM %,13%,13%,12%,12%,14%,12%,11%,11%,14%,13%,13%,9%,13%
Other Income +,1,1,1,2,1,1,1,12,2,0,0,1,1
Interest,9,9,8,8,9,9,9,9,9,9,8,9,8
Depreciation,12,13,13,13,14,13,14,14,15,15,16,18,18
Profit before tax,73,64,56,52,64,44,46,51,71,51,60,29,70
Tax %,23%,24%,30%,29%,26%,24%,24%,27%,12%,-6%,25%,-40%,21%
Net Profit +,56,48,40,37,47,33,35,37,63,54,45,41,55
EPS in Rs,6.06,5.17,4.31,3.99,5.15,3.62,3.84,4.06,6.89,5.91,4.96,4.44,6.05
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"1,097","1,140","1,195","1,244","1,561","1,806","2,155","2,489","2,716","2,529","2,387","2,565"
Expenses +,925,960,"1,005","1,042","1,350","1,541","1,714","2,156","2,407","2,208","2,097","2,256"
Operating Profit,172,180,190,202,211,266,440,333,309,321,290,309
OPM %,16%,16%,16%,16%,14%,15%,20%,13%,11%,13%,12%,12%
Other Income +,1,0,4,1,6,6,5,11,2,4,16,2
Interest,42,48,40,38,44,37,26,24,37,38,39,34
Depreciation,31,37,38,40,43,49,50,50,50,51,56,67
Profit before tax,100,95,116,125,131,185,369,270,224,236,212,211
Tax %,23%,28%,29%,34%,32%,24%,24%,24%,26%,27%,21%,8%
Net Profit +,77,69,82,82,90,141,280,205,166,172,168,195
EPS in Rs,7.97,7.09,8.57,8.73,9.52,15.17,30.09,22.14,17.96,18.65,18.42,21.36
Dividend Payout %,41%,24%,3%,3%,3%,3%,8%,5%,6%,5%,5%,9%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,24,24,24,24,24,23,93,93,93,92,91,91
Reserves,284,333,376,432,520,629,820,944,"1,100","1,190","1,278","1,458"
Borrowings +,448,483,480,546,507,389,351,543,609,564,615,577
Other Liabilities +,248,261,311,388,405,535,502,629,620,587,591,690
Total Liabilities,"1,004","1,102","1,191","1,389","1,455","1,576","1,766","2,208","2,421","2,432","2,575","2,815"
Fixed Assets +,448,493,581,602,625,644,665,690,676,811,866,"1,086"
CWIP,16,34,14,28,33,12,19,77,210,261,330,214
Investments,5,5,12,11,12,13,17,19,19,20,22,27
Other Assets +,534,570,584,748,785,907,"1,064","1,422","1,516","1,340","1,356","1,488"
Total Assets,"1,004","1,102","1,191","1,389","1,455","1,576","1,766","2,208","2,421","2,432","2,575","2,815"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,105,133,175,70,143,251,155,70,133,359,245,254
Cash from Investing Activity +,-107,-99,-107,-74,-62,-33,-72,-150,-164,-224,-165,-173
Cash from Financing Activity +,1,-33,-68,4,-80,-215,-81,92,17,-136,-82,-77
Net Cash Flow,-1,1,-0,0,1,2,2,13,-14,-1,-2,3
Free Cash Flow,-2,34,68,-5,80,214,78,-82,-31,133,67,80
CFO/OP,69%,85%,103%,47%,82%,110%,57%,46%,62%,131%,103%,81%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,105,106,91,110,107,99,94,110,116,102,115,118
Inventory Days,82,86,100,132,86,102,117,115,101,107,114,111
Days Payable,83,90,94,123,85,104,93,103,94,94,100,108
Cash Conversion Cycle,104,103,97,119,109,97,118,123,123,115,129,121
Working Capital Days,14,19,22,33,44,54,77,63,72,74,76,76
ROCE %,,18%,18%,17%,17%,21%,34%,21%,15%,15%,13%,12%

--- SHAREHOLDING PATTERN ---
