--- ABOUT ---
NLC India is engaged in the business of mining of lignite and generation of power by using lignite as well as Renewable Energy Sources.(Source : 202003 Annual Report Page No:89)

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"44,608",322,388,12.7

Book Value,Dividend Yield,ROCE,ROE
155,1.12,10.4,17.5

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"5,134","3,316","2,978","3,164","3,541","3,376","3,657","4,411","3,836","3,826","4,178","4,443","5,042"
Expenses +,"3,898","2,123","2,143","2,260","3,208","2,294","2,644","3,377","2,975","2,891","2,779","3,099","3,268"
Operating Profit,"1,236","1,194",835,905,333,"1,082","1,013","1,035",861,935,"1,400","1,344","1,774"
OPM %,24%,36%,28%,29%,9%,32%,28%,23%,22%,24%,34%,30%,35%
Other Income +,713,112,"1,535",149,494,362,713,489,957,497,359,364,802
Interest,221,231,214,205,199,189,180,237,325,299,289,269,364
Depreciation,472,461,455,446,462,433,413,458,581,539,548,597,695
Profit before tax,"1,256",614,"1,701",402,165,822,"1,133",830,912,594,921,843,"1,518"
Tax %,33%,33%,36%,37%,31%,31%,13%,16%,49%,-41%,21%,14%,2%
Net Profit +,837,414,"1,086",254,114,567,982,696,468,839,725,724,"1,481"
EPS in Rs,5.98,2.92,7.82,1.81,0.82,4.03,6.58,4.82,3.48,5.75,4.80,4.80,10.05
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"6,075","7,828","11,094","11,289","9,871","10,325","9,936","12,070","16,165","13,001","15,322","17,490"
Expenses +,"4,535","5,334","5,998","7,401","7,614","7,039","7,316","8,119","10,425","9,564","10,575","11,901"
Operating Profit,"1,540","2,494","5,097","3,887","2,257","3,286","2,620","3,951","5,740","3,438","4,747","5,588"
OPM %,25%,32%,46%,34%,23%,32%,26%,33%,36%,26%,31%,32%
Other Income +,"1,434",-412,"-1,176",713,"2,125","1,568","2,531","1,544",-872,"2,118","1,766","1,887"
Interest,150,467,588,548,700,"1,174","1,313",984,"1,012",849,932,"1,222"
Depreciation,441,910,"1,044","1,232","1,121","1,334","1,584","1,909","1,801","1,825","1,884","2,379"
Profit before tax,"2,383",705,"2,289","2,821","2,561","2,345","2,254","2,603","2,056","2,882","3,697","3,875"
Tax %,34%,90%,-7%,31%,40%,38%,40%,57%,31%,35%,27%,3%
Net Profit +,"1,580",68,"2,457","1,957","1,537","1,453","1,345","1,116","1,426","1,868","2,714","3,769"
EPS in Rs,9.42,0.51,16.01,12.71,10.87,10.39,9.47,7.88,10.07,13.37,18.90,25.40
Dividend Payout %,30%,588%,46%,35%,42%,68%,26%,19%,35%,22%,16%,15%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,"1,678","1,678","1,529","1,529","1,387","1,387","1,387","1,387","1,387","1,387","1,387","1,387"
Reserves,"13,198","11,104","10,598","11,823","11,383","11,518","12,714","12,803","13,782","15,144","17,336","20,138"
Borrowings +,"6,601","8,423","11,479","13,215","20,598","27,230","27,234","22,086","22,333","22,415","22,429","27,892"
Other Liabilities +,"4,279","8,488","9,888","11,880","11,917","12,493","12,593","13,542","15,605","16,043","16,752","15,786"
Total Liabilities,"25,756","29,693","33,493","38,448","45,285","52,628","53,927","49,818","53,107","54,989","57,904","65,202"
Fixed Assets +,"6,655","16,327","15,997","16,765","17,658","24,109","26,443","24,875","24,058","23,391","30,699","36,596"
CWIP,"10,985","2,542","5,219","8,397","13,856","12,662","11,597","13,022","14,636","17,726","15,297","14,293"
Investments,103,13,13,13,13,14,14,7,8,8,8,8
Other Assets +,"8,014","10,812","12,265","13,273","13,759","15,844","15,874","11,914","14,405","13,864","11,899","14,305"
Total Assets,"25,756","29,693","33,493","38,448","45,285","52,628","53,927","49,818","53,107","54,989","57,904","65,202"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"1,036","1,301","1,225","4,533","1,620","1,647","4,390","7,746","4,171","5,512","8,977","5,166"
Cash from Investing Activity +,-502,"-1,380","-4,332","-4,593","-6,119","-5,812","-2,212",-763,"-2,499","-3,059","-7,160","-7,549"
Cash from Financing Activity +,"-1,231",63,-68,98,"4,416","4,163","-2,037","-7,001","-1,735","-1,985","-2,196","2,907"
Net Cash Flow,-696,-16,"-3,174",39,-83,-2,140,-18,-62,468,-379,525
Free Cash Flow,-196,-390,"-2,998",-104,"-4,627","-4,246","2,068","6,832","1,618","2,357","1,709","-2,474"
CFO/OP,117%,73%,34%,131%,94%,65%,180%,218%,75%,178%,202%,108%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,137,174,158,147,229,301,276,112,96,106,75,70
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,137,174,158,147,229,301,276,112,96,106,75,70
Working Capital Days,82,104,103,70,-36,-15,-10,31,56,19,-70,-62
ROCE %,10%,10%,21%,13%,11%,9%,8%,8%,13%,7%,11%,10%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,79.20%,79.20%,79.20%,72.20%,72.20%,72.20%,72.20%,72.20%,72.20%,72.20%,72.20%,72.20%
FIIs +,0.81%,0.95%,1.21%,2.39%,2.18%,2.53%,2.86%,2.91%,2.95%,3.25%,3.22%,3.61%
