DIIs +,8.02%,9.18%,8.85%,13.38%,13.82%,14.29%,14.46%,14.63%,14.25%,13.86%,13.71%,13.97%
Government +,4.31%,4.31%,4.31%,4.31%,4.31%,4.31%,4.31%,4.31%,4.31%,4.31%,4.31%,4.31%
Public +,7.66%,6.37%,6.44%,7.73%,7.48%,6.65%,6.17%,5.96%,6.29%,6.40%,6.56%,5.91%
No. of Shareholders,"1,68,939","1,69,600","1,90,164","2,58,498","2,86,701","3,43,411","3,48,165","3,40,021","3,37,506","3,18,100","3,06,494","3,03,919"

--- CAGR BOXES ---




