--- ABOUT ---
"Incorporated in 1987, Hester Biosciences Ltd is one of India’s leading animal healthcare companies and a major manufacturer of poultry and animal vaccines, including a leading position in PPR and Goat Pox vaccines. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,766","2,076","2,350 / 1,239",33.0

Book Value,Dividend Yield,ROCE,ROE
423,0.53,15.2,15.9

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,67,88,70,67,79,82,84,63,82,84,71,77,100
Expenses +,56,73,57,57,63,65,65,58,63,61,59,60,66
Operating Profit,12,14,13,10,16,18,19,5,19,23,12,18,34
OPM %,17%,16%,19%,15%,20%,21%,23%,8%,23%,27%,17%,23%,34%
Other Income +,3,3,6,2,5,2,3,9,-6,3,12,2,2
Interest,1,3,8,2,7,5,6,-4,6,2,2,2,5
Depreciation,5,5,4,4,4,4,4,4,4,4,4,4,6
Profit before tax,8,9,7,6,10,11,12,13,4,20,17,14,25
Tax %,32%,25%,40%,37%,35%,29%,29%,15%,59%,14%,16%,31%,34%
Net Profit +,6,7,4,4,6,7,8,11,2,17,14,9,17
EPS in Rs,5.33,6.90,4.81,4.68,5.82,7.45,9.64,13.71,1.52,19.33,16.99,10.31,18.78
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,90,101,123,136,178,183,214,235,266,305,311,333
Expenses +,64,67,82,89,110,128,146,175,215,251,250,246
Operating Profit,25,34,41,47,68,55,69,60,51,54,62,87
OPM %,28%,34%,33%,35%,38%,30%,32%,26%,19%,18%,20%,26%
Other Income +,3,1,0,3,7,6,1,14,20,15,8,19
Interest,5,4,4,4,7,7,7,4,9,20,13,11
Depreciation,6,6,7,10,12,13,13,17,21,17,17,19
Profit before tax,18,25,31,36,57,41,50,54,40,32,40,76
Tax %,26%,23%,26%,36%,28%,25%,31%,26%,30%,34%,27%,24%
Net Profit +,13,19,23,23,41,31,35,39,28,21,29,57
EPS in Rs,15.99,22.57,27.68,30.12,48.87,34.29,40.47,46.22,31.30,22.21,32.31,65.41
Dividend Payout %,19%,18%,19%,33%,23%,19%,25%,22%,26%,27%,22%,17%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,9,9,9,9,9,9,9,9,9,9,9,9
Reserves,76,93,113,132,169,193,220,251,271,283,306,352
Borrowings +,55,59,66,69,90,121,110,228,274,244,213,195
Other Liabilities +,20,25,25,35,32,65,73,74,116,126,126,123
Total Liabilities,160,186,213,244,299,387,411,562,670,662,653,678
Fixed Assets +,60,65,102,110,145,142,133,237,259,240,233,421
CWIP,33,36,21,32,7,74,109,82,149,171,183,-0
Investments,0,0,-0,-0,-0,-0,-0,21,25,30,34,43
Other Assets +,68,85,89,102,148,170,169,222,237,221,203,215
Total Assets,160,186,213,244,299,387,411,562,670,662,653,678

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,20,19,35,38,47,37,58,9,24,48,65,64
Cash from Investing Activity +,-21,-13,-30,-26,-21,-73,-42,-117,-77,-22,-20,-3
Cash from Financing Activity +,7,-7,2,-11,3,19,-18,112,42,-26,-52,-49
Net Cash Flow,5,-1,6,1,28,-17,-2,3,-12,-0,-7,12
Free Cash Flow,1,5,5,15,24,-36,17,-87,-54,24,44,47
CFO/OP,100%,74%,102%,100%,92%,86%,105%,43%,63%,112%,123%,90%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,72,95,79,87,67,116,84,86,109,94,86,105
Inventory Days,431,627,376,505,540,834,452,424,399,288,291,323
Days Payable,68,109,84,100,93,261,204,101,141,98,122,110
Cash Conversion Cycle,434,614,371,491,514,690,332,409,367,284,255,318
Working Capital Days,76,112,90,82,106,104,134,113,88,112,74,54
ROCE %,15%,19%,19%,20%,26%,16%,18%,14%,9%,9%,10%,15%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,53.73%,53.73%,53.73%,53.73%,53.73%,53.73%,53.73%,53.73%,53.73%,53.73%,53.73%,53.73%
