--- ABOUT ---
Godrej Industries is one of the holding companies of Godrej Group. It is one of the leading manufacturers of oleochemicals on a standalone basis. Godrej Industries is promoter of Godrej Agrovet Ltd and Godrej Properties Ltd. It also has stake in Godrej Consumer Products Ltd [1] .

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"37,466","1,112","1,358",29.6

Book Value,Dividend Yield,ROCE,ROE
332,0.00,8.84,11.9

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"4,852","4,506","3,938","3,590","4,567","4,248","4,805","4,825","5,780","4,460","5,032","5,051","7,694"
Expenses +,"4,252","4,264","3,672","3,311","4,511","3,914","4,230","4,228","5,186","4,063","4,898","4,507","6,527"
Operating Profit,600,242,266,279,56,334,575,597,593,397,134,544,"1,167"
OPM %,12%,5%,7%,8%,1%,8%,12%,12%,10%,9%,3%,11%,15%
Other Income +,442,532,397,380,536,"1,072",439,436,695,"1,352","1,294",694,784
Interest,284,303,333,348,369,433,477,505,542,576,584,626,684
Depreciation,79,86,89,96,100,101,108,111,110,114,121,126,141
Profit before tax,679,386,240,216,122,873,429,417,635,"1,059",723,486,"1,126"
Tax %,17%,24%,32%,24%,121%,27%,-14%,25%,34%,31%,32%,27%,25%
Net Profit +,562,291,164,165,-25,641,489,312,416,725,493,353,841
EPS in Rs,8.91,5.29,2.59,3.16,-9.26,9.58,8.54,5.59,5.44,10.37,7.20,6.07,13.19
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"9,101","7,454","8,365","9,076","10,848","11,291","9,334","14,130","16,740","16,601","19,657","22,237"
Expenses +,"8,615","7,061","7,708","8,805","10,233","10,479","9,020","13,083","15,230","15,406","17,553","19,995"
Operating Profit,487,392,657,271,615,812,314,"1,047","1,510","1,195","2,104","2,242"
OPM %,5%,5%,8%,3%,6%,7%,3%,7%,9%,7%,11%,10%
Other Income +,317,255,520,915,"1,142",996,"1,015","1,132","1,418","1,493","2,636","4,123"
Interest,192,343,402,413,508,491,469,623,943,"1,352","1,957","2,470"
Depreciation,93,117,148,175,163,234,242,274,305,371,430,501
Profit before tax,519,187,626,597,"1,086","1,083",617,"1,282","1,681",964,"2,353","3,393"
Tax %,26%,58%,27%,19%,20%,25%,37%,23%,15%,38%,21%,29%
Net Profit +,589,323,459,484,864,812,391,992,"1,421",595,"1,858","2,412"
EPS in Rs,11.98,4.78,7.63,10.05,17.53,16.46,9.94,19.42,28.96,1.78,29.14,36.83
Dividend Payout %,15%,37%,23%,17%,7%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,34,34,34,34,34,34,34,34,34,34,34,34
Reserves,"3,194","2,968","3,162","3,301","4,313","5,755","7,520","7,093","7,951","7,968","10,118","11,143"
Borrowings +,"5,885","7,200","7,554","6,918","7,116","7,275","10,071","14,506","19,642","28,996","38,088","51,564"
Other Liabilities +,"4,392","3,931","4,241","6,500","6,530","7,143","11,157","12,202","16,117","24,331","39,488","63,564"
Total Liabilities,"13,504","14,133","14,991","16,753","17,993","20,207","28,781","33,835","43,744","61,329","87,728","126,305"
Fixed Assets +,"1,837","2,828","3,281","3,302","3,824","4,049","4,520","4,971","5,269","6,365","6,954","7,359"
CWIP,775,274,54,271,202,334,444,483,942,462,258,406
Investments,"2,691","3,052","3,203","4,137","5,473","6,594","9,952","9,609","8,009","8,669","11,165","11,247"
Other Assets +,"8,202","7,979","8,452","9,042","8,494","9,229","13,866","18,772","29,525","45,832","69,350","107,292"
Total Assets,"13,504","14,133","14,991","16,753","17,993","20,207","28,781","33,835","43,744","61,329","87,728","126,305"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"-1,050",199,569,"1,689","1,240",392,-672,"-1,756","-4,409","-4,284","-5,151","-8,855"
Cash from Investing Activity +,-459,-185,-234,"-1,016","-1,360","-1,874","-5,147",46,"1,851","-2,646","-4,562",202
Cash from Financing Activity +,"1,409",2,-528,-959,"1,056","1,349","5,772","1,916","3,535","7,219","10,689","8,056"
Net Cash Flow,-99,16,-193,-286,936,-133,-47,206,977,288,976,-597
Free Cash Flow,"-1,533",-159,300,"1,221",836,11,"-1,399","-2,256","-5,150","-5,471","-5,912","-9,417"
CFO/OP,-179%,90%,125%,683%,227%,64%,-179%,-132%,-273%,-321%,-222%,-367%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,25,42,40,40,39,50,60,43,33,28,30,33
Inventory Days,325,437,356,299,161,171,594,335,913,"1,952","10,759","1,558"
Days Payable,109,103,120,101,88,117,327,162,318,398,"1,622",225
Cash Conversion Cycle,241,376,276,238,111,104,327,217,627,"1,581","9,168","1,365"
Working Capital Days,13,-37,-42,-137,-116,-85,-12,-15,-24,-36,17,10
ROCE %,5%,4%,8%,7%,11%,10%,5%,8%,8%,6%,8%,9%

--- SHAREHOLDING PATTERN ---
