--- ABOUT ---
"Raymond Limited incorporated in 1925 is a diversified group with interests in Textile & Apparel sectors as well as presence across diverse segments such as Real Estate, FMCG, Engineering in national and international markets 55+ Countries including the USA, Europe, Japan & Middle East. The Company has a retail network of 1,638 stores, including 1,589 stores in about 600 towns and cities in India and 49 overseas stores in nine countries. It is one of the largest vertically and horizontally integrated manufacturers of worsted suiting fabric in the world. [1] [2]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"3,904",586,784,14.3

Book Value,Dividend Yield,ROCE,ROE
427,0.00,3.95,8.30

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"2,150",473,470,678,266,450,474,466,557,524,528,557,603
Expenses +,"1,813",431,427,622,256,418,449,435,513,470,485,497,529
Operating Profit,337,42,44,57,10,32,25,31,44,54,43,60,74
OPM %,16%,9%,9%,8%,4%,7%,5%,7%,8%,10%,8%,11%,12%
Other Income +,-38,"1,065",153,192,249,"7,394",96,95,156,"5,339",-131,9,-10
Interest,64,8,9,22,5,16,16,16,17,19,22,21,23
Depreciation,62,16,17,18,21,35,37,37,37,39,38,38,37
Profit before tax,173,"1,083",170,210,234,"7,375",68,73,146,"5,336",-148,10,4
Tax %,-13%,2%,5%,12%,2%,0%,13%,1%,6%,0%,-109%,30%,-185%
Net Profit +,196,"1,067",161,185,230,"7,367",59,72,137,"5,328",14,7,12
EPS in Rs,29.18,159.95,23.99,27.55,34.42,"1,106.08",9.02,10.83,19.93,799.58,1.71,0.54,0.17
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"5,333","5,177","5,353","5,906","6,582","6,482","3,446","6,179","8,215",973,"1,947","2,212"
Expenses +,"4,905","4,790","5,048","5,481","6,013","5,966","3,507","5,474","7,015",957,"1,815","1,981"
Operating Profit,427,387,305,426,569,516,-60,705,"1,199",16,132,231
OPM %,8%,7%,6%,7%,9%,8%,-2%,11%,15%,2%,7%,10%
Other Income +,95,93,82,137,120,285,186,6,31,"1,719","7,741","5,206"
Interest,200,190,178,184,233,303,276,228,257,8,65,84
Depreciation,162,159,157,170,196,340,314,240,235,59,146,152
Profit before tax,160,132,52,208,260,159,-465,243,737,"1,668","7,662","5,202"
Tax %,27%,35%,42%,32%,33%,-27%,-35%,-9%,27%,1%,0%,-3%
Net Profit +,120,86,30,142,175,202,-304,265,537,"1,643","7,636","5,361"
EPS in Rs,18.37,13.81,4.16,21.93,27.36,30.31,-44.60,39.09,79.42,245.91,"1,145.85",801.99
Dividend Payout %,16%,22%,30%,14%,11%,0%,0%,8%,4%,4%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,61,61,61,61,61,65,67,67,67,67,67,67
Reserves,"1,480","1,611","1,612","1,751","1,892","2,311","2,031","2,293","2,832","4,551","3,650","2,777"
Borrowings +,"1,881","2,063","2,140","2,353","2,468","2,556","2,413","2,353","2,529","4,181",740,"1,055"
Other Liabilities +,"1,227","1,170","1,425","1,925","2,219","2,790","2,220","2,654","2,779","4,203","3,260",839
Total Liabilities,"4,650","4,905","5,238","6,090","6,640","7,722","6,730","7,366","8,207","13,001","7,716","4,738"
Fixed Assets +,"1,274","1,174","1,169","1,741","1,935","2,441","2,044","1,878","1,934","3,475","1,772","1,525"
CWIP,196,240,412,271,114,40,21,25,36,99,10,38
Investments,427,609,640,636,540,598,500,"1,100","1,639","2,826","1,120","1,695"
Other Assets +,"2,753","2,881","3,016","3,443","4,051","4,644","4,164","4,363","4,598","6,601","4,814","1,480"
Total Assets,"4,650","4,905","5,238","6,090","6,640","7,722","6,730","7,366","8,207","13,001","7,716","4,738"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,380,317,348,395,251,390,704,677,804,533,233,42
Cash from Investing Activity +,-140,-211,-223,-415,-127,-148,64,-425,-476,"-1,042",-232,-180
Cash from Financing Activity +,-250,-118,-122,30,-149,-130,-668,-323,-319,502,-104,230
Net Cash Flow,-10,-12,3,9,-25,113,100,-71,10,-6,-102,91
Free Cash Flow,156,95,70,-102,10,198,702,646,702,337,91,-71
CFO/OP,104%,95%,126%,102%,56%,83%,"-1,133%",101%,73%,"3,845%",265%,50%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,63,74,72,67,70,65,101,52,33,528,76,86
Inventory Days,181,195,200,235,247,287,363,328,304,"3,796",220,237
Days Payable,110,98,120,164,176,183,258,279,206,"2,229",133,168
Cash Conversion Cycle,134,171,151,138,141,169,206,100,131,"2,095",163,155
Working Capital Days,23,19,-21,-29,-29,-23,11,2,1,506,266,102
ROCE %,10%,10%,6%,9%,11%,9%,-4%,13%,21%,0%,2%,4%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,49.11%,49.11%,49.11%,49.11%,49.01%,48.87%,48.87%,48.87%,48.87%,48.87%,48.87%,48.87%
FIIs +,17.76%,17.71%,14.39%,14.50%,15.56%,15.67%,15.38%,15.64%,13.79%,13.61%,11.01%,9.74%
DIIs +,5.50%,6.00%,7.88%,8.78%,9.29%,7.30%,7.19%,6.84%,4.80%,3.53%,3.43%,3.61%
Public +,27.62%,27.14%,28.59%,27.59%,26.10%,28.11%,28.52%,28.60%,32.50%,33.95%,36.64%,37.73%
Others +,0.00%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%
No. of Shareholders,"1,45,454","1,58,403","1,84,440","1,74,919","1,72,704","2,59,552","2,76,576","2,79,142","2,91,118","2,96,886","2,93,612","2,88,616"

--- CAGR BOXES ---




