--- ABOUT ---
"Vodafone Idea is one of the leading telecom service providers in India. The Company is engaged in the business of Mobility and Long Distance services, trading of handsets and data cards. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,61,648",14.9,15.4,

Book Value,Dividend Yield,ROCE,ROE
-3.30,0.00,-1.60,

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"10,532","10,656","10,716","10,673","10,607","10,508","10,932","11,117","11,015","11,022","11,195","11,323","11,332"
Expenses +,"6,322","6,499","6,435","6,324","6,274","6,304","6,383","6,405","6,356","6,410","6,511","6,506","6,443"
Operating Profit,"4,210","4,156","4,282","4,349","4,333","4,205","4,550","4,712","4,659","4,612","4,684","4,817","4,889"
OPM %,40%,39%,40%,41%,41%,40%,42%,42%,42%,42%,42%,43%,43%
Other Income +,71,21,34,780,32,256,300,250,216,142,140,"1,271","57,595"
Interest,"5,002","6,398","6,569","6,518","6,280","5,519","6,614","5,940","6,471","5,893","4,784","5,828","4,990"
Depreciation,"5,704","5,616","5,667","5,598","5,751","5,369","5,404","5,629","5,571","5,472","5,567","5,550","5,518"
Profit before tax,"-6,424","-7,837","-7,920","-6,987","-7,666","-6,427","-7,168","-6,607","-7,167","-6,611","-5,527","-5,290","51,976"
Tax %,-0%,0%,10%,-0%,0%,0%,0%,0%,0%,-0%,-0%,-0%,0%
Net Profit +,"-6,419","-7,840","-8,738","-6,986","-7,675","-6,432","-7,176","-6,609","-7,167","-6,608","-5,524","-5,286","51,970"
EPS in Rs,-1.32,-1.61,-1.79,-1.44,-1.53,-0.95,-1.03,-0.95,-1.00,-0.61,-0.51,-0.49,4.80
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"31,571","35,949","35,576","28,279","37,092","44,958","41,952","38,516","42,177","42,652","43,571","44,873"
Expenses +,"20,771","24,281","25,348","22,224","32,976","30,042","25,006","22,547","25,424","25,580","25,523","25,870"
Operating Profit,"10,800","11,668","10,227","6,054","4,116","14,916","16,946","15,968","16,753","17,072","18,049","19,003"
OPM %,34%,32%,29%,21%,11%,33%,40%,41%,40%,40%,41%,42%
Other Income +,497,641,746,703,"1,789","-36,964","-19,563",363,354,917,"1,100","59,148"
Interest,"1,060","1,803","4,010","4,847","9,545","15,393","17,998","20,981","23,354","25,766","24,543","21,495"
Depreciation,"5,304","6,256","7,827","8,409","14,536","24,356","23,638","23,584","23,050","22,634","21,973","22,108"
Profit before tax,"4,933","4,250",-863,"-6,499","-18,175","-61,797","-44,253","-28,234","-29,298","-30,410","-27,368","34,548"
Tax %,35%,36%,-54%,-36%,-20%,20%,-0%,0%,0%,3%,0%,-0%
Net Profit +,"3,193","2,728",-400,"-4,168","-14,604","-73,878","-44,233","-28,245","-29,301","-31,238","-27,383","34,552"
EPS in Rs,2.70,2.30,-0.34,-2.91,-5.08,-25.71,-15.39,-8.79,-6.02,-6.23,-3.84,3.19
Dividend Payout %,7%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,"3,598","3,601","3,605","4,359","8,736","28,735","28,735","32,119","48,680","50,120","71,393","108,343"
Reserves,"19,429","19,950","21,127","22,903","50,899","-22,756","-66,963","-94,084","-123,039","-154,287","-141,713","-144,101"
Borrowings +,"26,859","40,541","55,055","57,985","125,940","114,996","201,720","213,761","237,766","243,809","233,229","192,528"
Other Liabilities +,"10,580","16,034","16,881","13,264","44,078","105,942","39,986","42,233","43,836","45,355","34,946","34,868"
Total Liabilities,"60,467","80,126","96,668","98,511","229,652","226,918","203,478","194,029","207,243","184,997","197,855","191,638"
Fixed Assets +,"35,540","65,190","76,763","79,692","177,800","185,836","167,490","156,819","156,255","140,125","141,320","156,906"
CWIP,"5,141","6,040","7,535","3,585","5,103","1,138",606,364,"17,876","18,189","18,212","1,454"
Investments,"11,527","3,471","6,378","7,290","8,239","1,979",4,5,6,0,0,107
Other Assets +,"8,260","5,425","5,991","7,944","38,511","37,964","35,378","36,841","33,105","26,683","38,323","33,171"
Total Assets,"60,467","80,126","96,668","98,511","229,652","226,918","203,478","194,029","207,243","184,997","197,855","191,638"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"10,418","10,949","10,476","5,332","5,348","7,328","15,640","17,387","18,869","20,826","9,291","19,411"
Cash from Investing Activity +,"-5,726","-2,389","-15,556","-9,303","-1,640","-2,698","1,075","-5,730","-5,414","-1,907","-16,248","-6,104"
Cash from Financing Activity +,"8,028","-9,330","4,506","3,925","-2,949","-5,019","-16,731","-10,554","-14,680","-18,980","7,047","-11,458"
Net Cash Flow,"12,720",-770,-574,-46,758,-389,-17,"1,103","-1,224",-61,89,"1,849"
Free Cash Flow,"6,260","3,824","5,144","-3,269","-2,238",-474,"10,534","11,395","13,332","19,296",-931,"8,597"
CFO/OP,107%,101%,109%,95%,123%,33%,88%,100%,105%,105%,49%,102%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,11,12,13,11,32,25,22,23,19,19,17,16
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,11,12,13,11,32,25,22,23,19,19,17,16
Working Capital Days,-174,-134,-148,-92,-430,-667,-474,-453,-407,-358,-294,-192
ROCE %,14%,11%,4%,-2%,-8%,-5%,-4%,-5%,-4%,-4%,-2%,-2%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,50.36%,50.36%,50.36%,48.91%,38.17%,37.32%,37.32%,38.80%,25.57%,25.57%,25.57%,25.64%
FIIs +,2.29%,2.46%,2.27%,1.97%,12.67%,12.69%,10.17%,10.10%,5.98%,5.99%,5.99%,5.56%
DIIs +,0.73%,1.80%,3.05%,2.20%,7.44%,4.86%,4.28%,4.90%,4.14%,4.74%,5.59%,6.19%
Government +,33.18%,33.18%,33.18%,32.23%,23.80%,23.18%,23.18%,22.63%,49.02%,49.02%,49.02%,49.02%
Public +,13.44%,12.19%,11.14%,14.69%,17.89%,21.94%,25.05%,23.55%,15.28%,14.69%,13.83%,13.57%
No. of Shareholders,"31,88,356","31,04,410","31,24,128","36,79,061","47,58,354","53,69,114","59,76,507","60,54,755","61,82,208","61,55,526","60,11,025","59,39,398"

--- CAGR BOXES ---




