--- ABOUT ---
"Sunflag Iron & Steel Company Ltd was established in 1984 & is a part of Sunflag Group, company started operations in 1989 as a spring steel producer however, at present the company manufactures mild-steel and alloy steel products of varieties like carbon steel, free & semi free cutting steels,etc. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"6,462",359,428 / 192,31.0

Book Value,Dividend Yield,ROCE,ROE
492,0.21,4.06,2.36

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,837,784,858,854,919,895,866,892,883,"1,023",973,942,"1,001"
Expenses +,740,704,759,757,820,815,767,782,783,903,872,810,877
Operating Profit,97,80,99,97,99,80,98,110,100,120,101,132,124
OPM %,12%,10%,12%,11%,11%,9%,11%,12%,11%,12%,10%,14%,12%
Other Income +,2,2,1,1,2,3,8,3,3,10,2,-6,3
Interest,27,24,23,26,24,21,25,22,22,21,17,17,18
Depreciation,21,26,26,26,26,26,26,26,26,27,27,31,28
Profit before tax,50,33,51,47,51,35,55,66,55,82,59,78,81
Tax %,21%,23%,25%,23%,17%,21%,26%,24%,22%,24%,23%,23%,58%
Net Profit +,40,26,39,36,43,28,41,50,43,63,46,60,34
EPS in Rs,2.20,1.43,2.15,2.00,2.38,1.55,2.26,2.78,2.40,3.47,2.53,3.33,1.90
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"1,640","1,524","1,456","2,018","2,186","1,758","1,892","2,698","3,488","3,415","3,536","3,939"
Expenses +,"1,471","1,346","1,311","1,782","1,949","1,588","1,638","2,300","3,043","3,040","3,146","3,463"
Operating Profit,169,178,145,237,237,170,254,398,446,375,389,477
OPM %,10%,12%,10%,12%,11%,10%,13%,15%,13%,11%,11%,12%
Other Income +,5,9,8,17,11,11,11,5,"1,201",8,17,9
Interest,71,65,35,35,39,41,29,42,81,97,90,72
Depreciation,51,36,33,34,38,46,70,76,81,103,104,113
Profit before tax,52,86,85,184,172,94,166,285,"1,485",183,212,301
Tax %,53%,35%,23%,30%,36%,2%,15%,24%,25%,22%,23%,33%
Net Profit +,24,56,65,129,110,92,141,217,"1,115",144,162,202
EPS in Rs,1.35,3.12,3.62,7.14,6.12,5.11,7.80,12.04,61.89,7.96,8.99,11.23
Dividend Payout %,-0%,-0%,-0%,7%,8%,-0%,-0%,-0%,-0%,-0%,8%,9%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,185,180,180,180,180,180,180,180,180,180,180,180
Reserves,403,463,529,657,760,"1,205","1,353","1,569","3,162","4,984","8,586","8,692"
Borrowings +,421,250,330,341,352,387,268,587,609,727,624,524
Other Liabilities +,333,355,342,389,477,637,588,755,991,"1,132","1,797","1,896"
Total Liabilities,"1,342","1,248","1,381","1,566","1,769","2,409","2,389","3,091","4,942","7,022","11,187","11,292"
Fixed Assets +,572,543,513,515,537,"1,147","1,190","1,252","1,591","1,525","1,485","1,577"
CWIP,29,26,69,130,202,233,173,373,193,281,297,214
Investments,4,7,9,9,12,11,16,17,"1,726","3,642","7,779","7,692"
Other Assets +,736,671,791,913,"1,019","1,019","1,011","1,449","1,432","1,574","1,626","1,809"
Total Assets,"1,342","1,248","1,381","1,566","1,769","2,409","2,389","3,091","4,942","7,022","11,187","11,292"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,78,236,-18,117,177,209,223,43,278,244,187,390
Cash from Investing Activity +,-4,-13,-33,-97,-141,-125,-60,-335,-219,-83,-87,-122
Cash from Financing Activity +,-71,-213,60,-41,-39,-79,-151,289,-63,21,-193,-188
Net Cash Flow,3,10,10,-20,-3,5,12,-3,-4,182,-93,81
Free Cash Flow,74,225,-48,21,46,67,170,-296,109,119,107,262
CFO/OP,52%,143%,2%,73%,99%,137%,107%,29%,141%,85%,64%,98%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,42,53,62,55,48,46,41,37,33,37,37,31
Inventory Days,140,129,166,130,147,190,164,186,142,137,154,144
Days Payable,70,64,59,57,71,106,80,102,93,87,79,80
Cash Conversion Cycle,112,118,169,128,124,130,124,122,83,88,112,95
Working Capital Days,30,38,44,51,46,61,77,54,40,23,37,30
ROCE %,12%,16%,12%,20%,17%,9%,11%,16%,12%,6%,4%,4%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
