--- ABOUT ---
Saksoft Ltd is engaged in providing business intelligence and information management solutions predominantly to mid-tier companies based out of USA and UK. It was established in 1999 by Autar Krishna and his son Mr Aditya Krishna. [1]

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,855",140,254,13.6

Book Value,Dividend Yield,ROCE,ROE
58.8,0.71,25.5,19.6

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,182,183,190,193,195,201,215,227,240,249,258,251,249
Expenses +,150,149,156,160,162,166,179,189,203,203,208,205,204
Operating Profit,33,35,34,33,33,35,37,38,36,46,51,45,45
OPM %,18%,19%,18%,17%,17%,17%,17%,17%,15%,18%,20%,18%,18%
Other Income +,1,2,4,1,2,3,4,4,7,3,6,-2,7
Interest,1,0,1,1,1,1,2,3,2,3,2,2,2
Depreciation,3,3,3,3,3,3,3,3,3,3,3,3,3
Profit before tax,30,33,34,30,31,34,35,36,37,43,51,38,47
Tax %,16%,24%,25%,25%,26%,24%,26%,25%,19%,25%,30%,24%,24%
Net Profit +,25,25,25,23,23,26,26,27,30,32,36,29,36
EPS in Rs,1.89,1.90,1.91,1.70,1.75,1.93,1.97,2.04,2.27,2.44,2.71,2.19,2.71
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,231,244,260,286,358,359,386,480,666,762,883,"1,007"
Expenses +,205,208,227,246,299,298,321,401,557,625,737,820
Operating Profit,26,36,33,40,59,61,64,79,108,137,146,187
OPM %,11%,15%,13%,14%,17%,17%,17%,16%,16%,18%,17%,19%
Other Income +,2,2,2,2,2,4,4,11,9,7,17,15
Interest,4,4,5,5,5,5,3,3,2,4,8,9
Depreciation,1,1,1,3,4,7,7,7,10,12,13,13
Profit before tax,23,33,29,34,52,53,58,80,105,128,142,180
Tax %,23%,34%,30%,28%,27%,26%,22%,21%,22%,25%,23%,26%
Net Profit +,17,22,20,24,38,39,45,63,82,96,109,133
EPS in Rs,1.29,1.42,1.31,1.67,2.78,2.94,3.47,4.79,6.21,7.25,8.21,10.05
Dividend Payout %,16%,17%,18%,16%,11%,12%,11%,9%,9%,8%,9%,10%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10,10,10,10,10,10,10,10,10,10,13,13
Reserves,100,119,115,138,165,196,249,308,394,495,606,766
Borrowings +,43,36,47,48,41,28,27,21,14,26,75,44
Other Liabilities +,62,62,52,66,62,69,79,122,150,255,298,255
Total Liabilities,216,228,224,263,278,303,365,462,568,786,993,"1,077"
Fixed Assets +,122,126,127,149,142,151,159,196,218,357,520,543
CWIP,0,0,0,0,0,0,0,0,0,0,0,0
Investments,0,3,0,0,0,6,10,18,9,14,0,0
Other Assets +,94,99,96,114,136,147,195,248,341,415,472,534
Total Assets,216,228,224,263,278,303,365,462,568,786,993,"1,077"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,22,26,21,30,27,56,70,70,84,117,111,171
Cash from Investing Activity +,-19,-3,-21,-14,-2,-26,-11,-63,-59,-57,-106,-176
Cash from Financing Activity +,4,-17,2,-8,-14,-28,-11,-24,-11,-6,21,-49
Net Cash Flow,6,5,2,8,10,3,47,-16,14,54,26,-53
Free Cash Flow,21,24,18,25,25,43,63,51,76,115,107,167
CFO/OP,93%,93%,95%,103%,72%,117%,130%,110%,104%,109%,103%,117%

--- RATIOS ---
