--- ABOUT ---
"Siemens Limited offers products, integrated solutions for industrial applications for manufacturing industries, drives for process industries, intelligent infrastructure and buildings, efficient and clean power generation from fossil fuels and oil & gas applications, transmission and distribution of electrical energy for passenger and freight transportation, including rail vehicles, rail automation and rail electrification systems. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,33,887","3,760","3,937",56.4

Book Value,Dividend Yield,ROCE,ROE
389,0.00,21.2,16.3

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"4,858","4,873","5,808","3,710","4,152","3,763","4,457","3,360","4,029","4,347","4,900","3,831","4,618"
Expenses +,"4,237","4,307","5,108","3,256","3,516","3,277","3,912","2,974","3,584","3,825","4,291","3,409","4,174"
Operating Profit,621,567,700,453,637,485,545,387,445,521,609,422,444
OPM %,13%,12%,12%,12%,15%,13%,12%,12%,11%,12%,12%,11%,10%
Other Income +,117,132,146,256,479,298,544,423,341,124,126,19,116
Interest,10,4,5,3,21,5,18,3,2,5,4,6,14
Depreciation,78,88,79,60,63,70,62,66,66,71,69,71,74
Profit before tax,649,607,762,646,"1,032",709,"1,009",740,718,570,662,364,472
Tax %,27%,25%,25%,22%,22%,18%,18%,17%,19%,26%,27%,24%,21%
Net Profit +,472,456,572,506,803,578,831,615,582,423,485,278,370
EPS in Rs,13.24,12.79,16.04,14.19,22.54,16.22,23.33,17.25,16.34,11.88,13.62,7.79,10.39
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Sep 2014,Sep 2015,Sep 2016,Sep 2017,Sep 2018,Sep 2019,Sep 2020,Sep 2021,Sep 2022,Sep 2023,Sep 2024,Mar 2026
Sales +,"10,678","10,563","10,837","11,065","12,795","13,084","9,946","13,198","16,138","19,554","22,240","24,846"
Expenses +,"10,559","9,565","9,815","10,008","11,468","11,594","8,944","11,746","14,278","17,067","19,136","22,021"
Operating Profit,119,998,"1,021","1,056","1,327","1,490","1,003","1,452","1,860","2,487","3,104","2,824"
OPM %,1%,9%,9%,10%,10%,11%,10%,11%,12%,13%,14%,11%
Other Income +,985,943,"3,156",818,280,398,315,321,487,496,925,"1,149"
Interest,31,30,11,8,8,12,30,24,36,23,60,34
Depreciation,229,224,228,198,198,199,252,297,317,321,330,415
Profit before tax,844,"1,688","3,938","1,669","1,402","1,678","1,036","1,452","1,993","2,640","3,639","3,525"
Tax %,28%,30%,26%,32%,36%,34%,26%,25%,23%,26%,25%,22%
Net Profit +,603,"1,174","2,914","1,137",901,"1,099",769,"1,089","1,543","1,962","2,718","2,754"
EPS in Rs,16.94,32.98,81.82,31.92,25.31,30.87,21.58,30.57,43.33,55.07,76.29,77.27
Dividend Payout %,35%,30%,41%,22%,28%,23%,32%,26%,23%,18%,16%,23%

--- BALANCE SHEET ---
,Sep 2014,Sep 2015,Sep 2016,Sep 2017,Sep 2018,Sep 2019,Sep 2020,Sep 2021,Sep 2022,Sep 2023,Sep 2024,Mar 2026
Equity Capital,71,71,71,71,71,71,71,71,71,71,71,71
Reserves,"4,304","5,046","6,732","7,619","8,228","8,978","9,421","10,276","11,539","13,016","15,286","13,769"
Borrowings +,0,25,25,0,0,0,0,4,182,175,279,310
Other Liabilities +,"5,915","5,433","5,157","5,448","6,037","6,309","6,368","7,664","8,317","8,384","9,663","7,150"
Total Liabilities,"10,290","10,576","11,986","13,138","14,336","15,358","15,860","18,015","20,109","21,646","25,299","21,301"
Fixed Assets +,"1,356","1,394","1,227","1,365","1,381","1,219","1,196","3,264","3,107","3,038","3,112","2,786"
CWIP,41,32,79,143,62,58,88,35,52,50,103,249
Investments,8,114,110,0,0,0,0,3,1,1,1,1
Other Assets +,"8,886","9,037","10,570","11,630","12,893","14,081","14,576","14,713","16,949","18,556","22,082","18,264"
Total Assets,"10,290","10,576","11,986","13,138","14,336","15,358","15,860","18,015","20,109","21,646","25,299","21,301"

--- CASH FLOW ---
,Sep 2014,Sep 2015,Sep 2016,Sep 2017,Sep 2018,Sep 2019,Sep 2020,Sep 2021,Sep 2022,Sep 2023,Sep 2024,Mar 2026
Cash from Operating Activity +,608,574,513,573,100,"1,273",720,"1,422",978,"1,400","1,670",
Cash from Investing Activity +,130,646,237,"1,321",-174,"-1,135",871,"-2,389",-34,-759,-502,
Cash from Financing Activity +,-220,-245,"-1,614",-285,-305,-312,-386,-502,-392,-450,-523,
Net Cash Flow,517,975,-864,"1,610",-379,-174,"1,205","-1,469",552,191,644,
Free Cash Flow,838,318,513,902,-79,"1,259",710,"1,315",847,"1,334","1,567",
CFO/OP,675%,81%,85%,131%,52%,127%,102%,124%,81%,89%,81%,

--- RATIOS ---
