--- ABOUT ---
"K.P. Energy(KPEL) is a part of the KP Group of Surat. It is involved in the development of utility scale wind power generation infrastructure. The major activities encompass siting of wind farms, acquisition of lands and permits, EPCC of wind projects, along with balance of plant (BoP) infrastructure. KPEL also owns and operates WTGs (Wind Turbine Generators) and solar power plant as an IPP( Independent Power Producers).  The company undertakes projects principally in Gujarat. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"2,383",352,555,13.1

Book Value,Dividend Yield,ROCE,ROE
77.4,0.18,39.2,43.4

Face Value
5.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,148,113,70,82,207,127,199,212,401,219,301,345,632
Expenses +,125,92,54,65,177,105,158,169,331,171,235,270,501
Operating Profit,23,21,16,17,30,22,40,43,70,48,66,75,131
OPM %,15%,19%,23%,21%,15%,18%,20%,20%,18%,22%,22%,22%,21%
Other Income +,3,0,1,1,10,8,3,1,7,1,3,3,2
Interest,2,2,3,3,4,5,8,7,9,9,9,11,16
Depreciation,1,2,2,2,2,2,3,3,5,6,6,9,9
Profit before tax,23,17,12,12,34,23,33,34,65,35,54,57,108
Tax %,30%,11%,30%,26%,26%,20%,24%,22%,29%,27%,33%,28%,27%
Net Profit +,15,15,8,9,25,18,25,26,46,25,36,41,79
EPS in Rs,2.32,2.28,1.23,1.39,3.73,2.73,3.74,3.96,6.87,3.80,5.37,6.18,11.64
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,27,41,111,60,158,75,72,250,438,471,936,"1,497"
Expenses +,22,32,82,50,125,64,54,216,367,386,761,"1,178"
Operating Profit,5,10,29,10,33,11,18,34,70,85,176,320
OPM %,18%,23%,26%,17%,21%,14%,25%,14%,16%,18%,19%,21%
Other Income +,0,0,0,0,0,1,1,3,5,13,20,8
Interest,0,1,2,3,5,5,5,5,6,13,29,46
Depreciation,0,1,1,3,4,4,5,6,5,8,13,28
Profit before tax,4,8,26,4,25,3,9,27,64,76,154,254
Tax %,33%,34%,35%,50%,22%,60%,36%,33%,31%,24%,25%,29%
Net Profit +,3,5,17,2,19,1,6,18,44,58,115,181
EPS in Rs,1.51,0.78,2.53,0.28,2.92,0.17,0.91,2.74,6.58,8.74,17.29,26.84
Dividend Payout %,0%,0%,6%,9%,6%,0%,0%,6%,2%,6%,3%,3%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1,3,9,9,11,11,11,11,11,33,33,34
Reserves,4,13,24,26,49,48,55,76,117,152,280,490
Borrowings +,2,10,21,40,35,31,33,28,49,116,252,442
Other Liabilities +,12,17,50,63,84,169,167,226,168,324,604,"1,726"
Total Liabilities,19,43,104,138,179,260,265,342,346,626,"1,169","2,691"
Fixed Assets +,10,25,50,85,83,81,132,135,144,174,420,542
CWIP,0,0,18,8,10,50,11,11,1,1,0,0
Investments,0,0,0,0,0,0,1,5,23,22,10,10
Other Assets +,9,18,36,45,86,130,121,191,177,429,738,"2,139"
Total Assets,19,43,104,138,179,260,265,342,346,626,"1,169","2,691"

--- CASH FLOW ---
