Deposits,"325,990","344,118","377,195","410,288","417,505","452,436","925,654","1,034,368","1,120,322","1,224,593","1,312,291","1,309,759"
Borrowing,"26,628","30,637","41,226","45,680","43,276","52,714","51,922","51,245","42,737","26,974","27,490","77,798"
Other Liabilities +,"11,048","9,562","13,167","9,900","10,964","16,369","40,063","37,292","46,495","52,831","57,714","66,395"
Total Liabilities,"383,566","407,365","455,681","491,120","498,581","555,509","1,082,377","1,193,766","1,288,357","1,401,996","1,511,329","1,587,503"
Fixed Assets +,"2,690","3,939","3,896","3,824","3,743","4,734","7,303","7,171","8,826","9,224","9,765","11,660"
CWIP,4,13,21,34,44,54,63,37,22,36,59,0
Investments,"85,818","90,573","113,441","125,485","128,391","154,251","339,059","351,839","343,727","343,953","361,903","343,623"
Other Assets +,"295,053","312,840","338,322","361,777","366,402","396,470","735,952","834,718","935,782","1,048,783","1,139,602","1,232,220"
Total Assets,"383,566","407,365","455,681","491,120","498,581","555,509","1,082,377","1,193,766","1,288,357","1,401,996","1,511,329","1,587,503"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"-3,567",81,"-6,624","6,097","-7,778","-7,681","20,527","36,339","6,056","19,930","17,479","-35,798"
Cash from Investing Activity +,-318,-9,-280,-315,-297,-377,-601,-558,"-2,561","-1,394","-1,891","-7,075"
Cash from Financing Activity +,"3,168",-2,"10,194","10,792","1,758","20,144","-18,861",-786,"-10,654","-11,489","-3,550","7,729"
Net Cash Flow,-718,70,"3,289","16,574","-6,317","12,086","1,066","34,995","-7,159","7,047","12,038","-35,145"
Free Cash Flow,"-3,909",72,"-6,911","5,782","-8,076","-8,058","19,926","35,897","3,673","18,624","15,832","-38,831"
CFO/OP,-13%,0%,-27%,74%,-45%,-55%,63%,103%,21%,34%,25%,-49%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
ROE %,9%,6%,2%,-21%,-11%,-10%,6%,8%,11%,16%,17%,16%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,83.49%,76.99%,76.99%,74.76%,74.76%,74.76%,74.76%,74.76%,74.76%,74.76%,74.76%,74.76%
FIIs +,1.46%,2.89%,3.97%,6.75%,7.37%,6.89%,6.46%,7.11%,7.70%,7.86%,8.14%,9.37%
DIIs +,7.88%,12.69%,12.28%,12.24%,11.38%,11.22%,11.94%,11.63%,11.93%,11.70%,11.91%,11.51%
Public +,7.17%,7.42%,6.76%,6.25%,6.50%,7.12%,6.85%,6.50%,5.60%,5.67%,5.21%,4.36%
No. of Shareholders,"7,75,773","8,65,251","8,74,309","9,14,940","9,84,229","10,19,061","10,22,300","10,41,211","9,61,173","9,55,839","9,20,603","9,07,910"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,13%
5 Years:,9%
3 Years:,10%
TTM:,-1%

Compounded Profit Growth
10 Years:,30%
5 Years:,47%
3 Years:,32%
TTM:,8%

Stock Price CAGR
10 Years:,3%
5 Years:,34%
3 Years:,36%
1 Year:,23%

Return on Equity
10 Years:,9%
5 Years:,14%
3 Years:,16%
Last Year:,16%

