--- ABOUT ---
"Business Overview Shriram Transport Finance Company Ltd is a part of the SHRIRAM Group conglomerate which has a significant presence in the financing business. STFC is engaged in the business of commercial vehicle financing mainly focusing on trucks from preowned to new ones. It's a Deposit-taking NBFC comprising 1,758 branches, 831 rural centers, and partnerships with ~500 private financiers. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"2,35,739","1,002","1,108",23.5

Book Value,Dividend Yield,ROCE,ROE
350,1.08,11.5,16.4

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue +,"7,966","8,003","8,555","8,922","9,484","9,605","10,090","10,698","11,454","11,536","11,912","12,171","12,513"
Interest,"3,361","3,488","3,622","3,707","3,988","4,129","4,350","4,751","5,224","5,401","5,525","5,259","5,336"
Expenses +,"2,341","2,141","2,454","2,634","2,712","2,661","2,836","3,033","3,293","3,062","3,109","3,397","3,104"
Financing Profit,"2,265","2,374","2,480","2,581","2,783","2,815","2,903","2,914","2,937","3,073","3,279","3,514","4,073"
Financing Margin %,28%,30%,29%,29%,29%,29%,29%,27%,26%,27%,28%,29%,33%
Other Income +,13,41,47,59,87,54,86,"1,574",6,6,9,26,18
Depreciation,427,132,137,147,153,153,159,162,171,173,174,177,175
Profit before tax,"1,851","2,283","2,391","2,494","2,717","2,715","2,830","4,326","2,772","2,906","3,113","3,363","3,917"
Tax %,31%,25%,25%,25%,26%,25%,24%,25%,23%,26%,26%,25%,23%
Net Profit +,"1,288","1,712","1,792","1,874","2,021","2,031","2,153","3,249","2,144","2,159","2,314","2,530","3,021"
EPS in Rs,6.86,9.10,9.52,9.94,10.69,10.76,11.39,17.27,11.40,11.48,12.30,13.45,16.06
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue +,"9,177","10,359","10,903","13,502","15,536","16,561","17,422","19,255","30,492","34,973","43,941","48,133"
Interest,"4,706","5,088","5,219","6,409","7,564","8,313","9,089","9,773","12,987","14,868","18,529","21,521"
Expenses +,"2,781","3,447","3,712","3,288","4,171","4,683","4,932","5,816","8,706","9,877","12,279","12,673"
Financing Profit,"1,691","1,824","1,972","3,805","3,801","3,565","3,402","3,666","8,799","10,228","13,132","13,939"
Financing Margin %,18%,18%,18%,28%,24%,22%,20%,19%,29%,29%,30%,29%
Other Income +,2,3,1,127,20,14,14,18,16,225,157,59
Depreciation,43,38,35,37,43,141,137,135,601,569,645,699
Profit before tax,"1,650","1,789","1,938","3,896","3,778","3,439","3,278","3,549","8,214","9,884","12,644","13,300"
Tax %,38%,34%,35%,35%,32%,27%,24%,24%,27%,25%,24%,25%
Net Profit +,"1,028","1,184","1,266","2,549","2,576","2,512","2,499","2,721","6,020","7,399","9,576","10,024"
EPS in Rs,8.13,9.35,10.00,20.14,20.36,19.86,17.71,20.12,32.11,39.20,50.81,53.28
Dividend Payout %,22%,19%,7%,10%,11%,5%,18%,20%,22%,23%,19%,20%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,227,227,227,227,227,227,253,271,374,376,376,376
Reserves,"9,039","9,949","11,105","13,463","15,736","17,915","21,464","25,824","43,138","48,571","56,094","65,542"
Borrowing,"46,695","49,790","53,080","82,131","87,914","94,735","106,546","114,846","164,202","195,496","234,197","250,692"
Other Liabilities +,"6,193","8,048","10,034","1,539","1,542","1,389","1,647","1,328","2,858","3,823","3,055","4,764"
