--- ABOUT ---
"Grindwell Norton Limited is engaged in the business of manufacturing Abrasives, Ceramics & Plastics and providing IT Services. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"23,659","2,137","2,151",56.9

Book Value,Dividend Yield,ROCE,ROE
229,0.89,22.7,17.4

Face Value
5.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,665,668,667,660,691,706,694,703,710,703,775,753,842
Expenses +,536,534,536,532,567,572,565,579,582,574,634,614,678
Operating Profit,129,135,131,128,125,133,129,123,127,130,141,139,164
OPM %,19%,20%,20%,19%,18%,19%,19%,18%,18%,18%,18%,18%,19%
Other Income +,21,15,23,14,17,16,23,18,23,24,31,19,21
Interest,2,2,2,2,2,2,2,2,2,2,2,2,2
Depreciation,15,17,17,18,20,21,23,23,25,26,26,27,26
Profit before tax,133,130,135,122,120,125,128,116,123,126,143,128,158
Tax %,26%,26%,24%,25%,23%,26%,24%,24%,24%,25%,25%,26%,24%
Net Profit +,98,97,102,92,93,93,97,88,93,94,107,96,119
EPS in Rs,8.96,8.76,9.20,8.32,8.36,8.41,8.69,7.84,8.36,8.53,9.65,8.60,10.72
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"1,135","1,151","1,263","1,431","1,598","1,580","1,638","2,013","2,541","2,687","2,812","3,073"
Expenses +,954,966,"1,070","1,183","1,326","1,315","1,314","1,612","2,040","2,167","2,297","2,500"
Operating Profit,181,184,193,248,272,265,324,400,501,520,515,574
OPM %,16%,16%,15%,17%,17%,17%,20%,20%,20%,19%,18%,19%
Other Income +,17,22,31,26,35,40,51,53,53,67,79,95
Interest,3,2,2,2,2,4,3,4,8,8,9,8
Depreciation,42,43,42,45,45,58,54,53,60,71,93,105
Profit before tax,154,161,180,227,260,243,317,396,486,508,492,555
Tax %,32%,34%,33%,34%,35%,24%,25%,25%,26%,24%,25%,25%
Net Profit +,104,106,121,151,169,184,238,295,362,384,371,417
EPS in Rs,9.32,9.51,10.78,13.53,15.10,16.48,21.60,26.70,32.69,34.65,33.30,37.54
Dividend Payout %,35%,34%,37%,37%,40%,46%,44%,45%,44%,49%,51%,51%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,28,28,55,55,55,55,55,55,55,55,55,55
Reserves,588,735,838,935,"1,043","1,132","1,309","1,513","1,750","2,000","2,200","2,479"
Borrowings +,15,15,8,0,0,0,12,15,51,83,84,61
Other Liabilities +,309,311,309,349,347,404,485,532,549,628,716,842
Total Liabilities,940,"1,089","1,210","1,339","1,445","1,592","1,862","2,116","2,406","2,766","3,055","3,438"
Fixed Assets +,360,350,368,342,345,385,370,386,586,756,886,887
CWIP,7,14,6,25,43,29,24,67,124,128,26,51
Investments,35,135,145,171,183,583,713,531,642,689,892,999
Other Assets +,538,590,690,802,875,595,755,"1,133","1,054","1,193","1,251","1,500"
Total Assets,940,"1,089","1,210","1,339","1,445","1,592","1,862","2,116","2,406","2,766","3,055","3,438"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,106,139,170,134,85,318,331,187,393,368,458,542
Cash from Investing Activity +,-30,-38,-40,-41,-54,-442,-230,-54,-251,-184,-215,-315
Cash from Financing Activity +,-46,-102,3,-60,-68,-95,-95,-114,-140,-175,-221,-215
Net Cash Flow,29,-0,133,32,-37,-220,7,19,1,9,22,12
Free Cash Flow,71,99,117,96,18,268,283,67,72,199,366,424
CFO/OP,87%,102%,119%,83%,65%,146%,126%,72%,103%,97%,111%,119%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,42,42,37,45,47,47,45,43,40,49,47,47
Inventory Days,171,190,162,159,169,155,163,184,146,148,140,123
Days Payable,67,62,109,114,93,116,158,134,88,110,122,132
Cash Conversion Cycle,145,171,89,90,123,87,50,92,98,86,66,39
Working Capital Days,41,56,49,54,74,50,36,51,44,47,37,103
ROCE %,25%,22%,20%,23%,23%,20%,23%,26%,28%,25%,21%,23%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,58.04%,58.04%,58.04%,58.04%,58.04%,58.04%,58.04%,58.04%,58.04%,58.04%,58.04%,58.04%
FIIs +,8.34%,8.40%,8.42%,8.31%,8.63%,8.25%,6.97%,6.75%,6.81%,6.38%,6.39%,5.56%
DIIs +,15.38%,15.31%,15.45%,15.90%,16.14%,16.69%,18.07%,18.33%,18.20%,18.37%,18.35%,19.18%
Public +,18.24%,18.25%,18.09%,17.76%,17.19%,17.01%,16.91%,16.88%,16.95%,17.22%,17.23%,17.23%
No. of Shareholders,"49,457","51,240","52,199","47,954","47,493","50,455","50,300","46,810","47,110","48,557","49,010","46,994"

--- CAGR BOXES ---




