--- ABOUT ---
"Zen Technologies Limited was incorporated in 1996. The company designs develop and manufacture combat training solutions and Counter-drone solutions for defense and security forces. It is actively involved in the indigenization of technologies, which are beneficial to Indian armed forces, state police forces, and paramilitary forces. Zen Technologies is headquartered in Hyderabad, India with offices in India, UAE, and the USA. [1] [2] [3]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"18,031","1,997","2,065",93.5

Book Value,Dividend Yield,ROCE,ROE
209,0.10,16.2,10.7

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,96,132,66,100,141,255,242,152,325,158,174,178,178
Expenses +,61,64,48,57,91,143,162,108,187,94,109,111,129
Operating Profit,35,69,19,42,50,111,80,44,138,64,65,67,50
OPM %,37%,52%,29%,43%,36%,44%,33%,29%,42%,41%,37%,37%,28%
Other Income +,-0,3,5,4,5,3,8,22,25,22,26,16,23
Interest,1,0,1,1,1,1,2,3,4,3,2,3,2
Depreciation,2,2,2,3,3,3,4,4,5,6,6,6,6
Profit before tax,33,69,22,44,52,110,82,59,154,76,83,73,64
Tax %,29%,30%,37%,32%,27%,28%,23%,28%,26%,30%,26%,24%,27%
Net Profit +,23,48,14,30,38,79,63,43,114,53,62,56,47
EPS in Rs,2.54,5.60,1.82,3.64,4.16,9.14,6.94,4.40,11.19,5.29,6.58,6.07,3.49
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,46,79,53,62,92,149,55,70,219,440,974,688
Expenses +,46,58,48,50,76,87,47,65,146,259,591,443
Operating Profit,1,21,4,11,17,63,7,5,73,181,382,245
OPM %,1%,27%,8%,18%,18%,42%,14%,7%,33%,41%,39%,36%
Other Income +,4,3,5,4,3,2,3,5,9,17,58,86
Interest,2,2,2,2,5,3,1,2,4,2,19,10
Depreciation,2,2,4,4,4,5,5,5,6,10,15,24
Profit before tax,0,20,3,9,11,57,4,3,72,186,406,297
Tax %,25%,21%,21%,20%,-19%,-3%,36%,21%,30%,30%,26%,27%
Net Profit +,0,16,2,7,13,59,3,3,50,130,299,218
EPS in Rs,0.01,2.04,0.30,0.93,1.73,7.62,0.39,0.25,5.38,15.22,31.04,21.43
Dividend Payout %,"1,103%",17%,33%,16%,17%,5%,26%,40%,4%,7%,6%,5%

--- BALANCE SHEET ---
,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,8,8,8,8,8,8,8,8,8,8,9,9
Reserves,91,103,105,112,127,183,196,275,308,440,"1,692","1,880"
Borrowings +,18,40,41,11,42,3,2,15,7,6,78,19
Other Liabilities +,12,27,14,15,42,20,17,71,151,296,271,253
Total Liabilities,128,177,167,146,218,214,223,369,474,750,"2,049","2,160"
