Fixed Assets +,49,47,44,45,63,73,70,67,75,93,208,241
CWIP,1,0,15,17,0,0,0,3,2,11,7,13
Investments,0,0,0,0,8,2,2,2,2,0,4,6
Other Assets +,78,130,108,84,147,139,152,297,394,646,"1,830","1,900"
Total Assets,128,177,167,146,218,214,223,369,474,750,"2,049","2,160"

--- CASH FLOW ---
,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,10,-20,0,0,-49,62,6,-44,116,13,-146,245
Cash from Investing Activity +,-8,-4,0,0,13,-12,-10,-44,-4,-85,-823,-162
Cash from Financing Activity +,-7,20,0,0,5,-12,9,88,-22,-3,"1,007",-78
Net Cash Flow,-5,-4,0,0,-32,38,5,0,91,-75,37,5
Free Cash Flow,-13,-22,0,0,-54,52,5,-49,103,-16,-179,185
CFO/OP,"1,269%",-94%,0%,0%,-286%,118%,118%,-921%,180%,26%,-8%,136%

--- RATIOS ---
,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,90,276,56,121,290,114,124,166,142,153,154,119
Inventory Days,295,225,242,237,496,137,609,693,305,523,118,415
Days Payable,63,47,52,92,114,44,132,109,42,99,25,109
Cash Conversion Cycle,322,455,246,265,672,206,601,750,406,577,247,425
Working Capital Days,45,119,-66,187,191,191,535,629,115,158,148,543
ROCE %,2%,16%,3%,8%,,32%,3%,2%,23%,46%,37%,16%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,57.45%,57.45%,55.07%,55.07%,55.07%,51.26%,49.05%,49.05%,49.05%,48.51%,48.51%,48.51%
FIIs +,3.47%,4.84%,4.65%,3.84%,3.09%,5.72%,8.29%,5.95%,6.04%,5.94%,5.54%,5.99%
DIIs +,0.21%,0.15%,3.09%,3.31%,3.37%,8.05%,8.97%,9.47%,8.75%,7.93%,7.86%,10.06%
Public +,38.11%,36.80%,36.42%,37.15%,37.94%,34.49%,33.24%,35.10%,35.72%,37.20%,37.67%,35.04%
Others +,0.76%,0.76%,0.76%,0.62%,0.53%,0.47%,0.46%,0.44%,0.43%,0.42%,0.41%,0.40%
No. of Shareholders,"1,27,208","1,59,766","1,61,995","1,70,421","2,01,211","2,29,479","2,37,733","2,83,289","3,11,948","3,25,978","3,30,378","3,14,092"

--- CAGR BOXES ---




