--- ABOUT ---
"Larsen & Toubro Infotech Ltd offers extensive range of IT services like application development, maintenance and outsourcing, enterprise solutions, infrastructure management services, testing, digital solutions, and platform-based solutions to the clients in diverse industries. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,13,680","3,832","6,430",21.0

Book Value,Dividend Yield,ROCE,ROE
810,1.96,29.6,23.1

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"8,691","8,702","8,905","9,017","8,893","9,143","9,433","9,661","9,772","9,841","10,394","10,781","11,292"
Expenses +,"7,087","7,067","7,274","7,432","7,357","7,536","7,734","8,068","8,176","8,191","8,464","8,778","9,319"
Operating Profit,"1,604","1,636","1,631","1,585","1,536","1,606","1,699","1,593","1,596","1,649","1,930","2,003","1,973"
OPM %,18%,19%,18%,18%,17%,18%,18%,16%,16%,17%,19%,19%,17%
Other Income +,66,132,143,220,208,227,299,212,251,392,300,-363,237
Interest,44,46,47,61,68,72,70,69,67,72,69,69,65
Depreciation,182,185,208,199,227,235,241,264,251,243,282,266,264
Profit before tax,"1,444","1,536","1,519","1,545","1,448","1,526","1,687","1,472","1,529","1,726","1,879","1,305","1,881"
Tax %,23%,25%,24%,24%,24%,26%,26%,26%,26%,27%,26%,26%,26%
Net Profit +,"1,114","1,152","1,162","1,169","1,101","1,135","1,252","1,087","1,129","1,255","1,381",960,"1,387"
EPS in Rs,37.65,38.92,39.26,39.49,37.14,38.28,42.24,36.63,38.09,42.32,47.27,32.74,46.96
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"4,978","5,846","6,501","7,306","9,446","10,879","12,370","26,109","33,183","35,517","38,008","42,308"
Expenses +,"3,973","4,819","5,271","6,119","7,562","8,849","9,645","20,860","27,075","29,130","31,513","34,752"
Operating Profit,"1,005","1,028","1,230","1,187","1,883","2,029","2,725","5,249","6,108","6,387","6,495","7,555"
OPM %,20%,18%,19%,16%,20%,19%,22%,20%,18%,18%,17%,18%
Other Income +,99,187,187,426,302,329,274,766,557,702,990,566
Interest,10,6,3,16,11,83,79,123,150,222,279,276
Depreciation,158,174,178,156,147,273,332,597,723,819,992,"1,054"
Profit before tax,936,"1,035","1,236","1,442","2,028","2,003","2,588","5,294","5,792","6,049","6,214","6,791"
Tax %,18%,19%,21%,23%,25%,24%,25%,25%,24%,24%,26%,27%
Net Profit +,769,836,971,"1,112","1,516","1,520","1,938","3,950","4,410","4,585","4,602","4,983"
EPS in Rs,238.30,49.25,56.91,64.65,87.37,87.30,110.79,225.27,149.02,154.72,155.21,169.25
Dividend Payout %,63%,72%,29%,33%,32%,32%,36%,41%,40%,42%,42%,44%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,16,17,17,17,17,17,18,30,30,30,30,30
Reserves,"2,010","2,108","3,127","3,843","4,876","5,387","7,286","14,258","16,562","19,988","22,669","23,995"
Borrowings +,218,55,0,0,0,912,798,258,354,"2,071","2,187","2,310"
Other Liabilities +,734,958,"1,273","1,477","1,770","2,499","2,604","6,027","6,535","5,456","5,712","10,814"
Total Liabilities,"2,978","3,137","4,417","5,337","6,664","8,815","10,706","20,572","23,481","27,544","30,598","37,148"
Fixed Assets +,683,638,542,681,930,"1,920","1,906","3,473","3,679","4,981","5,285","5,626"
CWIP,25,20,1,7,12,59,66,503,902,551,681,922
Investments,104,43,941,"1,264","1,740","2,219","3,730","6,048","5,458","8,744","9,845","12,568"
Other Assets +,"2,166","2,437","2,934","3,385","3,982","4,617","5,004","10,548","13,442","13,269","14,787","18,033"
Total Assets,"2,978","3,137","4,417","5,337","6,664","8,815","10,706","20,572","23,481","27,544","30,598","37,148"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,642,858,"1,170",844,"1,395","1,644","2,400","3,251","3,095","5,670","4,546","4,799"
Cash from Investing Activity +,-103,-40,-961,-452,-749,-643,"-1,657","-1,643",-271,"-3,918","-1,729","-1,604"
Cash from Financing Activity +,-497,-817,-33,-408,-594,-890,-509,"-1,680","-1,932","-2,269","-2,574","-2,926"
Net Cash Flow,42,2,176,-16,52,110,234,-73,892,-518,242,269
Free Cash Flow,448,744,"1,101",746,"1,242","1,401","2,133","2,198","2,160","4,836","3,612","3,890"
CFO/OP,91%,109%,115%,101%,99%,101%,112%,88%,76%,113%,95%,88%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,80,73,66,70,71,78,61,64,62,59,56,64
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,80,73,66,70,71,78,61,64,62,59,56,64
Working Capital Days,58,49,43,60,53,42,33,37,44,36,39,26
ROCE %,48%,47%,46%,42%,47%,37%,37%,48%,38%,32%,28%,30%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,68.66%,68.66%,68.64%,68.60%,68.60%,68.60%,68.57%,68.57%,68.56%,68.54%,68.53%,68.52%
FIIs +,8.21%,8.11%,8.65%,7.86%,7.28%,7.39%,7.45%,7.00%,6.62%,6.40%,6.51%,6.63%
DIIs +,12.34%,12.87%,12.85%,13.48%,14.12%,14.79%,14.88%,15.51%,16.10%,16.57%,16.80%,16.90%
Government +,0.08%,0.08%,0.08%,0.10%,0.12%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Public +,10.71%,10.27%,9.78%,9.95%,9.86%,9.09%,8.96%,8.82%,8.60%,8.35%,8.02%,7.82%
Others +,0.01%,0.00%,0.00%,0.00%,0.03%,0.02%,0.03%,0.00%,0.01%,0.02%,0.03%,0.01%
No. of Shareholders,"5,41,292","5,12,560","4,83,443","5,03,965","5,03,444","4,49,972","4,40,977","4,33,377","4,18,455","4,05,567","3,80,139","3,75,351"

--- CAGR BOXES ---




