--- ABOUT ---
SMS Pharmaceuticals Ltd is a diversified and integrated pharmaceutical company with interests in Active Pharmaceutical Ingredients (API) and Intermediates. [1]

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"3,546",379,448,34.8

Book Value,Dividend Yield,ROCE,ROE
83.9,0.11,13.3,14.3

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,149,135,167,161,246,164,197,173,248,196,242,210,238
Expenses +,126,109,139,132,212,131,165,140,207,157,194,167,198
Operating Profit,23,26,28,29,34,34,31,33,41,39,48,44,40
OPM %,16%,19%,17%,18%,14%,20%,16%,19%,16%,20%,20%,21%,17%
Other Income +,1,1,1,1,2,1,1,2,1,1,1,4,3
Interest,6,6,6,6,6,5,5,4,5,6,6,6,5
Depreciation,8,8,8,8,8,8,9,9,9,10,10,10,10
Profit before tax,11,13,15,17,22,22,20,22,29,24,34,31,27
Tax %,24%,31%,21%,26%,26%,25%,29%,24%,30%,23%,26%,26%,23%
Net Profit +,6,9,12,11,17,16,14,18,20,20,25,23,33
EPS in Rs,0.73,1.10,1.38,1.36,2.04,1.95,1.66,2.15,2.29,2.31,2.70,2.51,3.49
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2007,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,193,611,438,463,465,412,563,520,522,709,783,887
Expenses +,145,522,363,369,375,332,442,405,467,593,644,716
Operating Profit,47,89,75,93,90,80,121,115,55,117,139,171
OPM %,25%,15%,17%,20%,19%,19%,22%,22%,10%,16%,18%,19%
Other Income +,5,4,1,2,3,5,3,5,5,4,6,8
Interest,8,17,16,15,12,12,11,19,22,24,19,23
Depreciation,5,19,19,20,19,22,22,32,32,32,34,40
Profit before tax,40,56,42,60,62,51,91,68,5,66,92,117
Tax %,36%,26%,14%,33%,34%,36%,33%,1%,28%,26%,27%,25%
Net Profit +,25,41,28,32,40,32,63,62,-7,50,69,102
EPS in Rs,2.55,4.83,3.36,3.75,4.73,3.73,7.38,7.35,-0.83,5.88,7.80,10.89
Dividend Payout %,8%,4%,6%,7%,5%,7%,4%,4%,-36%,7%,5%,4%

--- BALANCE SHEET ---
,Mar 2007,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10,8,8,8,8,8,8,8,8,8,9,9
Reserves,182,285,246,276,313,340,402,462,452,528,631,776
Borrowings +,73,204,149,146,144,157,255,263,254,281,311,365
Other Liabilities +,64,158,89,72,93,103,147,126,165,217,202,212
Total Liabilities,329,656,493,503,559,608,812,860,880,"1,034","1,153","1,362"
Fixed Assets +,69,370,290,279,281,280,457,438,412,437,533,534
CWIP,15,13,8,8,18,42,7,11,33,30,35,122
Investments,0,21,29,28,27,26,27,22,11,11,12,26
Other Assets +,245,252,166,187,232,259,321,389,424,556,573,681
Total Assets,329,656,493,503,559,608,812,860,880,"1,034","1,153","1,362"

--- CASH FLOW ---
,Mar 2007,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,14,61,73,32,50,40,90,45,22,50,82,59
Cash from Investing Activity +,-32,-97,-39,-17,-35,-43,-152,-27,-30,-52,-123,-131
Cash from Financing Activity +,107,27,-33,-15,-13,-2,92,-12,-32,31,47,76
Net Cash Flow,89,-9,1,0,2,-5,31,6,-39,29,5,4
Free Cash Flow,-5,-27,50,23,15,-3,-61,18,-7,-2,-42,-71
CFO/OP,42%,93%,110%,46%,70%,65%,88%,52%,50%,56%,73%,49%

--- RATIOS ---
,Mar 2007,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,114,36,18,19,20,43,68,34,104,122,95,89
Inventory Days,165,106,114,135,170,191,148,333,243,201,238,260
Days Payable,72,79,82,49,59,66,70,97,117,130,95,89
Cash Conversion Cycle,206,63,50,105,131,169,146,270,230,192,237,260
Working Capital Days,169,19,-2,27,39,57,48,94,104,85,88,98
ROCE %,,,13%,18%,17%,13%,17%,13%,4%,12%,13%,13%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,64.32%,64.32%,64.32%,64.67%,64.67%,64.67%,64.67%,66.27%,66.27%,68.07%,68.07%,68.07%
FIIs +,0.67%,0.60%,0.59%,0.17%,0.18%,0.52%,0.31%,0.08%,0.03%,0.28%,0.04%,0.31%
DIIs +,0.00%,0.00%,0.00%,1.98%,2.13%,2.55%,2.55%,2.43%,3.03%,2.88%,3.21%,3.02%
Public +,35.01%,35.07%,35.10%,33.18%,33.03%,32.27%,32.47%,31.23%,30.68%,28.77%,28.69%,28.60%
No. of Shareholders,"24,653","25,246","25,341","30,140","31,780","33,136","34,973","35,332","33,652","34,157","34,378","32,397"

--- CAGR BOXES ---




