--- ABOUT ---
"Incorporated in 1995, Edelweiss Financial Services Ltd provides Investment Banking and Advisory Services and holding company activities [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"11,804",125,131 / 91.8,19.3

Book Value,Dividend Yield,ROCE,ROE
48.8,1.20,14.1,13.5

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"3,012","1,979","2,156","2,398","2,926","2,293","2,795","1,898","2,280","2,246","1,861","4,400","1,918"
Expenses +,"2,209","1,262","1,366","1,566","2,058","1,497","1,814","1,168","1,553","1,449","1,255","3,202","1,420"
Operating Profit,803,717,790,832,869,796,981,730,727,797,606,"1,198",498
OPM %,27%,36%,37%,35%,30%,35%,35%,38%,32%,35%,33%,27%,26%
Other Income +,51,17,9,17,100,43,47,99,63,35,39,221,69
Interest,656,680,662,727,718,701,673,613,550,686,655,589,561
Depreciation,50,30,31,32,33,34,36,34,43,36,36,37,35
Profit before tax,148,24,106,89,218,105,319,181,196,110,-46,792,-29
Tax %,-16%,-224%,11%,-71%,7%,19%,57%,14%,19%,7%,-479%,66%,-555%
Net Profit +,172,78,95,152,203,85,137,155,158,103,175,270,132
EPS in Rs,1.58,0.54,0.81,1.33,1.79,0.62,1.17,1.32,1.11,0.71,1.36,2.79,0.93
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"3,887","5,256","6,604","8,878","11,078","9,513","10,775","7,151","8,500","9,523","9,415","10,417"
Expenses +,"1,481","1,987","2,759","3,592","4,507","7,034","6,609","3,947","5,667","6,252","6,033","7,327"
Operating Profit,"2,406","3,269","3,845","5,286","6,571","2,479","4,166","3,204","2,833","3,271","3,382","3,090"
OPM %,62%,62%,58%,60%,59%,26%,39%,45%,33%,34%,36%,30%
Other Income +,7,12,15,42,88,89,74,158,264,79,104,372
Interest,"1,832","2,620","2,810","3,876","4,783","4,793","3,834","2,984","2,575","2,786","2,537","2,492"
Depreciation,72,90,106,104,132,232,260,151,138,126,147,144
Profit before tax,510,571,943,"1,349","1,744","-2,457",146,227,385,437,802,827
Tax %,40%,41%,42%,38%,40%,-17%,-74%,7%,-5%,-21%,33%,18%
Net Profit +,326,383,563,837,"1,044","-2,044",254,212,406,528,536,680
EPS in Rs,4.15,5.09,7.32,9.43,10.67,-21.89,2.84,2.00,3.65,4.46,4.22,5.78
Dividend Payout %,24%,25%,18%,14%,12%,0%,49%,69%,39%,32%,35%,26%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,79,81,83,87,89,89,89,90,90,90,92,95
Reserves,"3,081","3,593","4,246","6,796","7,588","6,040","6,488","6,448","6,654","4,672","4,333","4,528"
Borrowings +,"23,540","27,773","33,379","48,964","46,148","36,657","28,436","22,768","21,791","20,358","18,004","18,595"
Other Liabilities +,"3,780","5,537","7,115","7,473","10,076","11,230","11,121","13,758","15,346","17,594","18,853","20,523"
Total Liabilities,"30,481","36,985","44,823","63,321","63,900","54,016","46,134","43,063","43,882","42,714","41,282","43,741"
Fixed Assets +,559,664,637,"1,055","1,265","2,345","1,781","1,597","1,367","1,290","1,271","1,162"
CWIP,106,30,101,42,44,43,13,20,25,36,18,1
Investments,"2,792","2,696","6,878","7,887","12,713","10,012","12,882","14,139","17,162","18,491","17,574","19,881"
Other Assets +,"27,023","33,594","37,208","54,336","49,879","41,615","31,458","27,307","25,327","22,897","22,419","22,697"
Total Assets,"30,481","36,985","44,823","63,321","63,900","54,016","46,134","43,063","43,882","42,714","41,282","43,741"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"-9,183","-3,762",-497,"-12,969","5,685","12,098","3,458","5,592","2,891","2,894","2,052",897
Cash from Investing Activity +,-867,-62,"-4,323",-530,"-1,312",199,"4,085","-1,058",-425,-482,"3,726",-963
Cash from Financing Activity +,"10,019","3,802","5,112","14,868","-3,665","-10,471","-8,587","-6,444","-1,708","-2,785","-3,428","-1,936"
Net Cash Flow,-31,-22,292,"1,369",708,"1,827","-1,044","-1,910",757,-373,"2,350","-2,002"
Free Cash Flow,"-9,389","-3,881",-647,"-13,092","5,500","12,098","3,594","5,532","2,813","2,806","1,886",827
CFO/OP,-372%,-104%,-0%,-235%,96%,488%,89%,183%,104%,93%,65%,40%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,41,36,61,124,91,50,17,24,18,14,15,17
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,41,36,61,124,91,50,17,24,18,14,15,17
Working Capital Days,-160,48,96,-258,-276,-238,-221,-479,-472,-494,-537,-457
ROCE %,11%,11%,11%,11%,12%,5%,10%,10%,10%,12%,13%,14%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,32.78%,32.77%,32.75%,32.75%,32.75%,32.74%,32.72%,32.71%,32.70%,32.70%,32.69%,32.25%
FIIs +,31.36%,31.29%,30.51%,28.89%,28.32%,27.97%,26.89%,28.23%,25.33%,19.55%,18.43%,19.04%
DIIs +,2.62%,2.62%,2.68%,2.70%,2.69%,3.08%,3.23%,3.14%,3.76%,5.24%,5.73%,6.46%
Public +,28.49%,28.55%,29.29%,30.90%,31.47%,33.50%,34.58%,33.33%,37.51%,42.51%,43.18%,42.25%
Others +,4.76%,4.76%,4.76%,4.76%,4.76%,2.69%,2.59%,2.58%,0.68%,0.00%,0.00%,0.00%
No. of Shareholders,"2,20,907","2,23,716","2,40,618","2,31,290","2,39,237","2,29,531","2,52,211","2,61,827","2,61,894","2,76,665","2,85,146","3,75,474"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,7%
5 Years:,-1%
3 Years:,7%
TTM:,11%

Compounded Profit Growth
10 Years:,4%
5 Years:,18%
3 Years:,21%
TTM:,53%

Stock Price CAGR
10 Years:,11%
5 Years:,23%
3 Years:,35%
1 Year:,22%

Return on Equity
10 Years:,5%
5 Years:,7%
3 Years:,10%
Last Year:,14%

