--- ABOUT ---
"Incorporated in 1985, Ajmera Realty and Infra Limited (ARIIL) is in the business of providing residential and rented commercial properties. The company has a presence in the cities like Mumbai, Bengaluru, Ahmedabad in India as well as in foreign countries such as Bahrain and UK [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"2,774",141,221,18.5

Book Value,Dividend Yield,ROCE,ROE
71.1,0.64,14.3,11.5

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,114,116,145,207,232,194,200,193,151,258,219,182,431
Expenses +,83,79,108,147,166,129,140,130,108,180,161,127,324
Operating Profit,31,37,38,60,66,64,60,63,43,78,58,55,107
OPM %,27%,32%,26%,29%,29%,33%,30%,32%,29%,30%,26%,30%,25%
Other Income +,4,2,2,2,2,2,4,6,2,1,2,2,3
Interest,15,9,10,21,28,23,18,24,12,21,17,14,22
Depreciation,0,0,0,1,0,1,1,1,1,1,1,1,1
Profit before tax,19,29,29,41,40,43,47,45,33,57,43,42,87
Tax %,24%,26%,22%,26%,26%,24%,22%,26%,27%,31%,27%,33%,33%
Net Profit +,15,22,23,30,29,33,36,33,24,39,31,28,59
EPS in Rs,0.85,1.19,1.27,1.72,1.62,1.77,1.95,1.72,1.28,1.95,1.54,1.30,2.83
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,165,316,277,370,382,344,347,483,431,700,738,"1,090"
Expenses +,119,233,170,231,254,240,251,366,307,499,507,792
Operating Profit,45,83,107,138,127,105,95,116,124,201,231,298
OPM %,27%,26%,39%,37%,33%,30%,28%,24%,29%,29%,31%,27%
Other Income +,7,9,14,17,19,6,5,6,10,8,15,8
Interest,17,31,36,46,50,66,58,59,36,69,76,73
Depreciation,2,2,2,3,2,2,2,2,2,2,3,4
Profit before tax,33,59,83,106,94,43,41,62,96,139,167,229
Tax %,20%,22%,21%,21%,19%,23%,23%,25%,26%,25%,24%,31%
Net Profit +,26,46,66,84,76,33,31,46,72,104,126,157
EPS in Rs,1.45,2.39,3.67,4.64,4.24,1.84,1.70,2.56,4.03,5.80,6.40,7.61
Dividend Payout %,23%,21%,16%,14%,16%,15%,16%,18%,15%,14%,14%,13%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,35,35,35,35,35,35,35,35,35,35,39,39
Reserves,380,414,469,527,576,603,629,674,738,830,"1,167","1,359"
Borrowings +,268,334,445,515,863,968,775,868,843,808,676,711
Other Liabilities +,492,478,466,458,406,365,457,441,305,290,372,484
Total Liabilities,"1,176","1,261","1,416","1,536","1,880","1,972","1,897","2,018","1,922","1,963","2,254","2,594"
Fixed Assets +,74,72,70,69,71,76,66,66,69,71,77,106
CWIP,0,0,0,0,0,0,0,0,0,0,0,0
Investments,39,39,22,24,86,67,50,25,66,110,124,120
