--- ABOUT ---
"Dilip Buildcon Limited, incorporated in 2006, is presently in the business of development of infrastructure facilities on Engineering Procurement and Construction basis (EPC) and undertakes contracts from various Government and other parties and special purpose vehicles promoted by the Company. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"7,321",451,588 / 382,12.0

Book Value,Dividend Yield,ROCE,ROE
420,0.22,13.3,10.3

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"2,841","2,921","2,849","2,877","3,366","3,134","2,497","2,590","3,096","2,620","1,926","2,138","2,300"
Expenses +,"2,671","2,527","2,508","2,520","3,036","2,656","1,962","2,113","2,435","2,100","1,455","1,756","1,908"
Operating Profit,170,394,341,357,330,478,535,477,661,521,471,382,392
OPM %,6%,13%,12%,12%,10%,15%,21%,18%,21%,20%,24%,18%,17%
Other Income +,48,24,135,155,149,20,182,138,86,386,191,755,65
Interest,128,256,261,244,252,297,322,320,309,498,320,349,236
Depreciation,97,97,96,95,90,88,86,86,87,78,77,75,68
Profit before tax,-7,64,118,173,137,113,309,208,350,330,265,713,153
Tax %,859%,81%,38%,35%,98%,-23%,14%,24%,21%,18%,19%,-11%,19%
Net Profit +,-70,12,73,113,3,140,266,158,277,271,214,789,124
EPS in Rs,-5.00,0.87,4.69,7.34,0.37,8.17,16.09,7.88,11.68,14.10,11.17,51.09,3.82
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"2,762","4,206","5,227","7,891","9,403","9,701","10,166","9,564","10,630","12,012","11,317","8,984"
Expenses +,"2,075","3,225","4,067","6,420","7,638","7,631","8,032","8,788","9,673","10,590","9,158","7,218"
Operating Profit,687,981,"1,160","1,472","1,765","2,070","2,133",776,957,"1,421","2,159","1,766"
OPM %,25%,23%,22%,19%,19%,21%,21%,8%,9%,12%,19%,20%
Other Income +,7,16,12,41,46,105,70,-22,447,462,417,"1,396"
Interest,354,519,555,590,872,"1,136","1,174","1,057",901,"1,013","1,249","1,403"
Depreciation,206,200,245,292,362,470,443,400,398,379,346,298
Profit before tax,133,277,372,631,577,569,586,-704,103,492,981,"1,461"
Tax %,34%,17%,4%,10%,6%,29%,29%,-22%,101%,59%,14%,4%
Net Profit +,88,230,358,578,547,405,437,-550,-1,201,840,"1,398"
EPS in Rs,7.48,19.62,26.15,42.23,40.38,26.16,19.49,-37.54,0.06,13.27,43.83,80.17
Dividend Payout %,1%,0%,4%,2%,2%,4%,5%,-0%,157%,8%,2%,1%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,117,117,137,137,137,137,137,146,146,146,146,162
Reserves,688,815,"1,582","2,139","2,669","3,005","3,263","3,404","3,855","4,223","4,918","6,667"
Borrowings +,"3,512","3,630","4,230","4,949","7,406","9,060","10,508","8,783","6,658","7,240","9,525","8,041"
Other Liabilities +,"1,276","1,714","2,071","3,351","4,227","4,531","4,460","4,007","4,780","5,030","5,120","4,038"
Total Liabilities,"5,593","6,276","8,019","10,575","14,439","16,733","18,368","16,341","15,439","16,640","19,709","18,908"
