--- ABOUT ---
"Incorporated in April 1995, Premier Energies Limited specializes in manufacturing integrated solar cells and solar panels. Its product portfolio includes solar cells, solar modules, monofacial and bifacial modules, as well as EPC and O&M solutions. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"49,009","1,080","1,136 / 660",32.5

Book Value,Dividend Yield,ROCE,ROE
95.1,0.09,33.3,42.4

Face Value
1.00

--- QUARTERLY RESULTS ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,611,694,712,"1,127","1,657","1,527","1,713","1,621","1,821","1,837","1,936","2,230"
Expenses +,540,595,589,942,"1,299","1,147","1,200","1,092","1,272","1,276","1,343","1,555"
Operating Profit,71,99,123,184,358,381,514,528,548,561,593,675
OPM %,12%,14%,17%,16%,22%,25%,30%,33%,30%,31%,31%,30%
Other Income +,6,8,2,12,12,26,36,59,49,84,30,44
Interest,18,21,37,45,45,42,47,43,37,32,47,41
Depreciation,15,16,28,37,79,90,152,177,158,146,70,79
Profit before tax,44,71,61,115,246,275,351,368,403,467,505,598
Tax %,28%,25%,29%,9%,19%,25%,27%,25%,24%,24%,22%,24%
Net Profit +,31,53,43,104,198,206,255,278,308,353,392,457
EPS in Rs,1.19,2.01,1.64,3.95,5.93,4.57,5.66,6.16,6.83,7.80,8.65,10.08
Raw PDF,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,947,701,743,"1,429","3,144","6,519","7,824"
Expenses +,853,648,713,"1,350","2,666","4,738","5,447"
Operating Profit,94,54,30,78,478,"1,781","2,377"
OPM %,10%,8%,4%,5%,15%,27%,30%
Other Income +,19,35,25,36,29,134,207
Interest,35,22,43,69,121,177,158
Depreciation,17,12,28,53,96,498,452
Profit before tax,61,56,-16,-8,289,"1,240","1,973"
Tax %,26%,54%,-8%,72%,20%,24%,23%
Net Profit +,45,26,-14,-13,231,937,"1,510"
EPS in Rs,1.50,0.94,-0.55,-0.49,8.78,20.79,33.33
Dividend Payout %,0%,0%,0%,0%,0%,2%,1%

--- BALANCE SHEET ---
,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,25,25,26,26,26,45,45
Reserves,206,197,368,385,620,"2,777","4,262"
Borrowings +,256,347,455,765,"1,401","1,954","3,707"
Other Liabilities +,342,406,491,934,"1,489","2,065","2,830"
Total Liabilities,828,975,"1,340","2,110","3,537","6,841","10,845"
Fixed Assets +,263,425,479,592,"1,203",978,"1,747"
CWIP,21,0,114,349,20,242,"2,144"
Investments,6,9,55,59,9,845,670
Other Assets +,538,541,693,"1,110","2,305","4,775","6,285"
Total Assets,828,975,"1,340","2,110","3,537","6,841","10,845"

--- CASH FLOW ---
,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,-66,237,5,37,90,"1,348","1,261"
Cash from Investing Activity +,-56,-353,-218,-304,-447,"-2,410","-2,156"
Cash from Financing Activity +,134,109,279,252,549,"1,608","1,559"
Net Cash Flow,13,-7,66,-16,192,546,664
Free Cash Flow,-90,-83,-178,-237,-359,728,"-1,736"
CFO/OP,-50%,467%,57%,60%,24%,98%,70%

--- RATIOS ---
,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,74,84,71,15,71,45,46
Inventory Days,56,44,135,197,157,121,159
Days Payable,76,114,168,124,152,88,90
Cash Conversion Cycle,55,14,38,88,76,78,115
Working Capital Days,52,-24,-28,-58,-12,-22,27
ROCE %,,13%,4%,6%,25%,41%,33%

--- SHAREHOLDING PATTERN ---
,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,64.25%,64.25%,64.25%,64.25%,63.94%,63.94%,63.94%
FIIs +,3.08%,2.31%,2.95%,4.38%,4.23%,4.48%,5.72%
DIIs +,6.71%,7.95%,8.66%,12.96%,13.26%,12.72%,13.69%
Public +,25.07%,24.62%,23.42%,17.70%,17.72%,18.08%,16.28%
Others +,0.87%,0.87%,0.72%,0.70%,0.86%,0.80%,0.37%
No. of Shareholders,"4,15,978","3,74,313","3,88,511","3,81,623","3,76,130","3,71,229","3,64,141"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,%
5 Years:,62%
3 Years:,76%
TTM:,20%

Compounded Profit Growth
10 Years:,%
5 Years:,133%
3 Years:,370%
TTM:,63%

Stock Price CAGR
10 Years:,%
5 Years:,%
3 Years:,%
1 Year:,5%

Return on Equity
10 Years:,%
5 Years:,40%
3 Years:,46%
Last Year:,42%

