--- ABOUT ---
"Jain Irrigation Systems Limited is engaged in providing solutions in agriculture, piping and infrastructure through manufacturing of Micro Irrigation Systems, PVC Pipes, HDPE Pipes, Plastic Sheets, Agro Processed Products, Renewable Energy Solutions, Tissue Culture Plants, Financial Services and other agricultural inputs. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"2,540",34.9,60.4,

Book Value,Dividend Yield,ROCE,ROE
81.9,0.00,5.31,-0.47

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"1,745","1,701","1,362","1,358","1,727","1,478","1,192","1,361","1,749","1,546","1,432","1,598","1,824"
Expenses +,"1,610","1,486","1,188","1,187","1,511","1,300","1,053","1,185","1,525","1,345","1,234","1,432","1,588"
Operating Profit,136,215,173,171,216,178,139,176,223,201,198,166,236
OPM %,8%,13%,13%,13%,12%,12%,12%,13%,13%,13%,14%,10%,13%
Other Income +,"1,066",4,2,7,-47,1,12,2,1,2,6,-34,-16
Interest,154,105,99,108,106,103,105,113,111,114,116,112,117
Depreciation,61,59,60,59,65,61,62,63,67,68,70,69,74
Profit before tax,987,55,17,11,-3,16,-17,1,46,21,18,-49,30
Tax %,1%,33%,50%,21%,270%,21%,-21%,185%,40%,47%,14%,-3%,164%
Net Profit +,977,37,8,9,-11,12,-13,-1,28,11,15,-47,-19
EPS in Rs,16.16,0.57,0.13,0.15,-0.13,0.20,-0.15,0.01,0.43,0.19,0.21,-0.59,-0.17
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"6,117","6,281","6,715","7,800","8,536","5,891","5,631","7,078","5,690","6,084","5,732","6,400"
Expenses +,"5,338","5,460","5,770","6,846","7,610","5,942","5,283","6,372","5,126","5,300","5,015","5,598"
Operating Profit,779,820,945,954,926,-51,348,706,564,784,717,801
OPM %,13%,13%,14%,12%,11%,-1%,6%,10%,10%,13%,13%,13%
Other Income +,-35,34,59,163,275,75,116,611,"1,004",-43,16,-42
Interest,469,491,459,479,514,692,746,558,469,419,433,458
Depreciation,244,297,301,339,313,347,351,337,236,243,253,282
Profit before tax,31,67,243,299,374,"-1,014",-633,422,863,79,46,20
Tax %,-78%,27%,27%,26%,32%,-29%,-36%,22%,4%,46%,45%,304%
Net Profit +,55,49,176,221,254,-719,-403,329,832,43,26,-40
EPS in Rs,1.25,1.06,3.68,4.42,4.82,-14.41,-7.97,5.48,13.69,0.68,0.50,-0.34
Dividend Payout %,42%,49%,21%,24%,22%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,92,95,96,103,103,103,103,122,125,137,138,147
Reserves,"2,047","3,969","4,062","4,248","4,310","3,368","2,865","3,534","5,056","5,304","5,482","5,703"
Borrowings +,"4,231","4,124","4,033","4,453","5,247","7,159","6,974","6,767","3,967","4,049","4,008","4,306"
Other Liabilities +,"1,889","2,428","2,815","3,348","3,097","2,388","2,730","2,126","1,834","1,675","1,799","2,000"
Total Liabilities,"8,260","10,617","11,007","12,152","12,758","13,018","12,671","12,549","10,981","11,166","11,427","12,155"
Fixed Assets +,"2,761","4,833","4,803","5,284","5,565","5,989","5,577","5,372","4,147","4,242","4,393","4,613"
CWIP,53,60,64,122,139,56,21,25,32,26,44,59
Investments,62,106,81,85,83,86,88,73,"1,143","1,190","1,222","1,331"
Other Assets +,"5,384","5,618","6,058","6,661","6,971","6,887","6,985","7,078","5,659","5,708","5,769","6,152"
Total Assets,"8,260","10,617","11,007","12,152","12,758","13,018","12,671","12,549","10,981","11,166","11,427","12,155"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,660,440,674,"1,313",156,-675,299,476,45,535,843,619
Cash from Investing Activity +,-228,-275,-417,"-1,060",-346,-258,303,-194,"3,138",-314,-229,-414
Cash from Financing Activity +,-325,-89,-520,-167,110,"1,046",-435,-385,"-3,365",-251,-621,-171
Net Cash Flow,107,76,-263,86,-80,113,167,-104,-182,-30,-7,34
Free Cash Flow,451,186,374,791,-211,-943,210,311,-98,316,605,284
CFO/OP,88%,55%,74%,143%,23%,"1,192%",99%,72%,15%,68%,119%,81%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,117,126,124,118,128,174,161,121,140,133,135,130
Inventory Days,197,196,229,214,197,240,231,209,190,191,203,190
Days Payable,144,140,156,173,140,124,113,102,106,89,105,89
Cash Conversion Cycle,170,182,197,159,186,290,279,228,224,235,233,230
Working Capital Days,15,34,79,66,72,-6,-58,55,65,80,75,37
ROCE %,9%,8%,8%,9%,9%,-3%,0%,4%,4%,6%,5%,5%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,27.45%,26.12%,26.12%,26.12%,26.12%,26.12%,26.02%,25.94%,26.68%,26.68%,26.68%,26.68%
FIIs +,4.15%,4.89%,5.32%,5.46%,5.18%,5.38%,4.55%,4.97%,5.19%,2.98%,3.20%,3.91%
