--- ABOUT ---
"Emami is engaged in manufacturing & marketing of personal care & healthcare products with an enviable portfolio of household brand names such as BoroPlus, Navratna, Fair and Handsome, Zandu Balm, Kesh King, Zandu Pancharishta, Mentho Plus Balm and others.(Source : 201903 Annual Report Page No: 193)"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"18,049",414,635,23.0

Book Value,Dividend Yield,ROCE,ROE
67.0,2.42,29.6,27.9

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,836,826,865,996,891,906,891,"1,049",963,904,799,"1,152",925
Expenses +,636,636,632,682,682,692,645,715,744,692,622,768,739
Operating Profit,199,190,233,314,209,214,246,334,219,212,177,384,186
OPM %,24%,23%,27%,32%,24%,24%,28%,32%,23%,23%,22%,33%,20%
Other Income +,14,8,11,11,11,10,22,15,21,22,21,9,23
Interest,1,2,2,3,3,2,2,2,3,2,3,3,3
Depreciation,64,46,46,46,48,44,45,46,44,44,45,45,42
Profit before tax,148,150,196,276,169,178,220,301,194,187,150,345,164
Tax %,4%,9%,8%,6%,13%,16%,4%,7%,16%,12%,1%,7%,13%
Net Profit +,142,137,180,261,147,151,211,279,162,164,148,319,143
EPS in Rs,3.27,3.14,4.09,5.92,3.41,3.50,4.87,6.39,3.72,3.76,3.40,7.32,3.28
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"2,076","2,358","2,488","2,531","2,695","2,655","2,881","3,192","3,406","3,578","3,809","3,780"
Expenses +,"1,536","1,670","1,729","1,812","1,970","1,970","2,000","2,254","2,550","2,632","2,796","2,820"
Operating Profit,541,688,759,719,725,685,880,938,855,946,"1,014",960
OPM %,26%,29%,31%,28%,27%,26%,31%,29%,25%,26%,27%,25%
Other Income +,91,44,31,19,25,46,69,90,69,41,68,75
Interest,5,54,58,34,21,21,13,5,7,10,9,11
Depreciation,34,255,309,311,325,336,367,335,247,186,178,177
Profit before tax,592,423,424,393,403,374,569,688,670,791,894,846
Tax %,18%,14%,20%,22%,25%,19%,20%,-22%,6%,8%,10%,8%
Net Profit +,485,363,340,306,303,302,455,837,627,724,803,775
EPS in Rs,10.70,8.00,7.50,6.77,6.68,6.67,10.23,19.02,14.50,16.58,18.48,17.76
Dividend Payout %,33%,44%,47%,52%,60%,60%,78%,42%,55%,48%,54%,34%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,23,23,23,23,45,45,44,44,44,44,44,44
Reserves,"1,208","1,589","1,732","1,991","2,031","1,778","1,718","2,032","2,259","2,403","2,651","2,880"
Borrowings +,36,671,473,326,110,210,101,282,91,94,90,162
Other Liabilities +,410,409,376,458,633,644,656,692,703,728,741,751
Total Liabilities,"1,676","2,692","2,603","2,798","2,819","2,678","2,520","3,050","3,096","3,269","3,525","3,836"
Fixed Assets +,453,"1,918","1,994","1,802","1,680","1,459","1,132","1,344","1,245","1,114",984,887
CWIP,29,67,22,30,36,8,6,3,6,8,15,1
Investments,501,104,128,314,187,156,255,303,293,442,676,834
Other Assets +,693,604,460,652,915,"1,055","1,126","1,400","1,551","1,706","1,850","2,114"
Total Assets,"1,676","2,692","2,603","2,798","2,819","2,678","2,520","3,050","3,096","3,269","3,525","3,836"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,534,562,730,588,554,531,922,644,749,779,896,801
Cash from Investing Activity +,-237,"-1,313",-306,-276,-26,-231,-224,-234,-122,-210,-345,-181
Cash from Financing Activity +,-215,502,-496,-324,-428,-405,-688,-402,-608,-563,-500,-554
Net Cash Flow,82,-249,-72,-12,100,-106,9,8,19,6,52,65
Free Cash Flow,426,430,448,465,421,383,890,164,719,750,852,770
CFO/OP,116%,96%,105%,93%,89%,89%,115%,84%,101%,98%,107%,101%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,18,20,14,22,29,42,29,37,44,50,43,33
Inventory Days,59,68,83,87,88,102,118,121,100,102,94,128
Days Payable,90,112,85,109,115,135,138,138,124,143,133,153
Cash Conversion Cycle,-13,-24,12,1,2,9,10,19,20,9,4,8
Working Capital Days,-16,-54,-62,-32,-6,7,-3,0,28,30,25,66
ROCE %,61%,30%,23%,22%,19%,18%,29%,31%,28%,32%,32%,30%

