--- ABOUT ---
"Indian Metals and Ferro Alloys Limited (IMFA) is a leading, fully integrated producer of Ferro Chrome in India which is primarily used in the production of stainless steel. It was set up in 1961. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"7,711","1,429","1,680 / 681",18.2

Book Value,Dividend Yield,ROCE,ROE
504,0.87,18.3,16.8

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,637,702,693,685,701,662,692,643,567,642,719,703,763
Expenses +,498,529,542,526,596,501,521,515,497,516,580,539,604
Operating Profit,139,173,150,159,105,161,170,128,71,125,138,164,159
OPM %,22%,25%,22%,23%,15%,24%,25%,20%,12%,20%,19%,23%,21%
Other Income +,-1,10,12,10,11,13,19,17,17,22,16,22,6
Interest,9,8,13,8,5,4,6,8,10,7,8,9,11
Depreciation,29,25,26,15,13,14,13,14,14,15,15,15,18
Profit before tax,99,149,123,146,98,157,170,123,64,126,131,161,136
Tax %,35%,26%,27%,25%,64%,28%,26%,24%,26%,26%,25%,19%,24%
Net Profit +,64,111,89,109,36,113,125,93,47,93,98,131,103
EPS in Rs,11.87,20.46,16.53,20.14,6.54,20.95,23.17,17.30,8.77,17.11,18.07,24.33,19.13
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"1,345","1,211","1,672","1,766","1,634","1,612","1,844","2,603","2,676","2,780","2,565","2,826"
Expenses +,"1,104","1,088","1,159","1,333","1,361","1,523","1,507","1,793","2,188","2,193","2,034","2,239"
Operating Profit,241,123,513,432,272,89,338,810,488,587,531,587
OPM %,18%,10%,31%,24%,17%,6%,18%,31%,18%,21%,21%,21%
Other Income +,13,-1,48,27,-62,21,50,17,9,42,66,65
Interest,106,81,83,75,94,97,55,59,66,35,28,36
Depreciation,122,114,109,101,98,104,104,110,107,78,55,63
Profit before tax,26,-73,369,283,19,-91,228,658,324,516,514,554
Tax %,84%,-40%,33%,34%,103%,-27%,27%,23%,30%,33%,26%,23%
Net Profit +,4,-44,249,187,-1,-66,167,508,226,344,379,425
EPS in Rs,0.71,-8.47,46.10,34.46,-0.19,-12.31,30.84,94.01,41.75,63.68,70.19,78.64
Dividend Payout %,106%,-12%,22%,22%,"-1,323%",0%,16%,13%,24%,12%,28%,10%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,26,26,27,27,27,27,27,54,54,54,54,54
Reserves,855,807,"1,037","1,189","1,143","1,057","1,215","1,661","1,819","2,051","2,294","2,664"
Borrowings +,"1,128","1,060",910,822,766,713,679,490,341,237,389,958
Other Liabilities +,539,501,530,614,719,617,620,616,440,571,441,641
Total Liabilities,"2,548","2,394","2,504","2,652","2,655","2,414","2,541","2,821","2,654","2,913","3,177","4,317"
