--- ABOUT ---
"Incorporated on 19th February 1982, Ashapura Minechem Ltd. is engaged in the mining, manufacturing and trading of various minerals and its derivative products. The company offers multi-mineral solutions across several industries from soaps to steel, energy to edible oils, metal to medicine and cement to ceramics. The company has its network of operations pan-India and in 7 other countries. [1] [2]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"6,765",708,925,16.7

Book Value,Dividend Yield,ROCE,ROE
173,0.14,20.7,28.0

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,696,"1,018",554,713,440,714,604,865,555,"1,356",952,960,"1,969"
Expenses +,637,908,524,655,392,627,540,731,471,"1,174",822,846,"1,841"
Operating Profit,59,110,30,58,48,87,64,135,84,182,131,114,128
OPM %,8%,11%,6%,8%,11%,12%,11%,16%,15%,13%,14%,12%,6%
Other Income +,22,31,32,39,59,4,10,20,56,12,12,28,88
Interest,19,20,12,22,16,17,19,23,30,31,29,24,34
Depreciation,19,18,19,20,21,17,20,12,29,32,32,34,35
Profit before tax,42,103,31,54,70,57,36,119,82,132,81,85,147
Tax %,27%,6%,12%,15%,13%,8%,-20%,10%,7%,14%,-30%,10%,18%
Net Profit +,40,102,58,54,67,60,43,108,79,114,106,76,121
EPS in Rs,4.37,11.24,6.49,6.16,7.49,6.51,4.64,11.04,9.05,11.50,10.11,8.82,11.59
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"1,753","1,775",833,794,622,334,"1,148","1,278","1,831","2,654","2,739","5,237"
Expenses +,"1,483","1,535",794,790,626,380,"1,026","1,176","1,653","2,401","2,362","4,682"
Operating Profit,270,240,39,4,-4,-45,122,102,178,252,377,555
OPM %,15%,14%,5%,1%,-1%,-14%,11%,8%,10%,10%,14%,11%
Other Income +,-225,24,25,20,-265,487,93,112,102,211,101,140
Interest,20,22,17,19,20,31,60,58,68,76,96,118
Depreciation,35,44,48,39,33,28,45,58,73,79,78,133
Profit before tax,-9,198,-1,-33,-322,382,110,98,139,309,304,445
Tax %,315%,23%,"1,502%",36%,2%,-0%,21%,12%,21%,9%,5%,6%
Net Profit +,-36,162,-19,-45,-327,383,87,87,110,282,289,416
EPS in Rs,-4.19,18.66,-2.17,-5.19,-38.05,44.57,10.06,9.46,12.79,31.37,30.97,42.02
Dividend Payout %,0%,0%,0%,0%,0%,0%,5%,5%,0%,0%,3%,5%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,17,17,17,17,17,17,17,18,18,18,19,19
Reserves,-162,2,-20,-65,-378,329,417,503,646,912,"1,223","1,630"
Borrowings +,188,204,144,185,209,441,664,639,758,984,"1,163","1,444"
Other Liabilities +,"1,092","1,207","1,163","1,148","1,203","1,033","1,135","1,264","1,609","1,397","1,526","1,605"
Total Liabilities,"1,136","1,430","1,305","1,286","1,051","1,820","2,233","2,424","3,032","3,311","3,931","4,698"
Fixed Assets +,333,345,336,308,254,544,527,539,584,577,"1,349","1,499"
CWIP,29,110,5,21,9,54,204,254,262,504,55,51
