--- ABOUT ---
"Dr. Reddy's Laboratories Ltd is a leading India-based pharmaceutical company which offers a portfolio of products and services, including Active Pharmaceutical Ingredients (APIs), Custom Pharmaceutical services (CPS), generics, biosimilars and differentiated formulations."

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,06,178","1,272","1,376",25.3

Book Value,Dividend Yield,ROCE,ROE
454,0.63,13.6,11.8

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"6,315","6,758","6,903","7,237","7,114","7,696","8,038","8,381","8,528","8,572","8,828","8,753","7,546"
Expenses +,"4,781","4,696","4,894","5,214","5,283","5,566","5,962","6,108","6,530","6,398","6,818","6,866","7,164"
Operating Profit,"1,534","2,062","2,008","2,023","1,831","2,130","2,076","2,273","1,998","2,174","2,010","1,888",382
OPM %,24%,31%,29%,28%,26%,28%,26%,27%,23%,25%,23%,22%,5%
Other Income +,146,178,319,219,201,193,314,154,528,290,330,271,480
Interest,35,37,35,39,59,60,76,82,66,83,91,94,106
Depreciation,316,353,376,374,368,381,397,471,455,476,505,521,557
Profit before tax,"1,329","1,850","1,917","1,829","1,605","1,883","1,917","1,874","2,005","1,905","1,745","1,543",200
Tax %,28%,24%,23%,24%,18%,26%,30%,25%,21%,26%,23%,23%,-11%
Net Profit +,960,"1,405","1,482","1,381","1,310","1,392","1,342","1,404","1,587","1,410","1,337","1,190",221
EPS in Rs,11.53,16.87,17.77,16.56,15.70,16.69,15.05,16.94,19.09,16.99,16.14,14.50,2.65
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"15,023","15,568","14,196","14,281","15,448","17,517","19,048","21,545","24,670","28,011","32,644","33,700"
Expenses +,"11,515","11,983","11,724","11,930","12,270","15,040","15,173","17,778","18,200","20,078","24,097","27,247"
Operating Profit,"3,508","3,585","2,472","2,351","3,178","2,477","3,874","3,768","6,470","7,933","8,547","6,454"
OPM %,23%,23%,17%,16%,21%,14%,20%,17%,26%,28%,26%,19%
Other Income +,260,295,172,155,381,670,335,555,971,909,"1,119","1,372"
Interest,108,83,63,79,89,98,97,96,143,171,283,374
Depreciation,760,939,"1,027","1,077","1,135","1,163","1,229","1,165","1,250","1,470","1,704","2,059"
Profit before tax,"2,900","2,859","1,554","1,350","2,336","1,886","2,884","3,061","6,048","7,201","7,680","5,393"
Tax %,19%,26%,19%,32%,17%,-7%,32%,29%,25%,23%,25%,23%
Net Profit +,"2,336","2,131","1,292",947,"1,950","2,026","1,952","2,182","4,507","5,578","5,725","4,158"
EPS in Rs,27.43,24.98,15.59,11.41,23.49,24.38,23.47,26.23,54.14,66.87,67.77,50.27
Dividend Payout %,15%,16%,26%,35%,17%,21%,21%,23%,15%,12%,12%,16%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,85,85,83,83,83,83,83,83,83,83,83,84
Reserves,"9,768","12,484","12,179","12,489","13,941","15,516","17,558","19,129","23,203","28,171","33,466","37,808"
Borrowings +,"4,314","3,352","4,918","5,071","3,838","2,210","3,031","3,384","1,347","2,002","4,677","7,734"
Other Liabilities +,"4,290","4,408","4,474","4,706","4,557","5,414","5,915","7,149","7,576","8,523","9,797","12,498"
Total Liabilities,"18,457","20,330","21,654","22,349","22,418","23,223","26,588","29,746","32,209","38,780","48,023","58,123"
Fixed Assets +,"5,377","6,563","6,931","6,968","7,191","6,850","8,206","8,122","9,219","10,426","18,226","22,063"
CWIP,529,772,"3,324","3,470","2,934","1,535","1,565","1,293","1,030","1,419","2,466","1,460"
Investments,"2,248","3,833","2,110","2,298","2,587","2,678","2,212","2,616","4,986","4,930","4,051","5,285"
Other Assets +,"10,303","9,162","9,290","9,612","9,707","12,160","14,605","17,715","16,974","22,004","23,280","29,315"
Total Assets,"18,457","20,330","21,654","22,349","22,418","23,223","26,588","29,746","32,209","38,780","48,023","58,123"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"2,524","3,263","2,144","1,803","2,870","2,984","3,570","2,811","5,888","4,543","4,643","5,674"
Cash from Investing Activity +,"-2,370","-1,610","-1,890","-1,483",-769,-495,"-2,255","-2,565","-4,109","-4,034","-5,785","-6,549"
Cash from Financing Activity +,-433,"-1,700",-369,-444,"-2,133","-2,516",-30,-242,"-2,686",-376,"1,891",829
Net Cash Flow,-280,-47,-114,-124,-31,-27,"1,286",3,-907,133,749,-47
