FIIs +,1.40%,0.91%,1.68%,2.36%,2.40%,2.39%,2.42%,2.49%,2.52%,2.55%,2.69%,2.75%
DIIs +,4.32%,5.74%,5.97%,3.36%,3.94%,4.29%,4.10%,4.20%,4.10%,4.32%,3.99%,3.74%
Public +,7.50%,11.51%,10.51%,12.42%,11.83%,11.48%,11.63%,11.46%,11.54%,11.27%,11.47%,11.65%
No. of Shareholders,"3,19,143","6,20,023","6,55,627","11,81,241","12,33,234","15,01,067","15,45,820","15,57,938","15,04,915","14,49,111","14,07,048","14,02,728"

--- CAGR BOXES ---




