--- ABOUT ---
"SJVN(Satluj Jal Vidyut Nigam) is engaged in the business of Electricity generation. The company is also engaged in the business of providing consultancy for hydro-power projects. SJVN was declared Navaratna status in Aug,24. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"28,640",72.9,102,44.6

Book Value,Dividend Yield,ROCE,ROE
36.2,2.00,5.57,4.52

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,504,675,878,543,483,870,"1,026",671,504,917,"1,032","1,082","1,496"
Expenses +,326,192,172,175,256,224,198,207,264,211,172,309,587
Operating Profit,178,483,706,368,227,646,828,464,241,707,860,773,910
OPM %,35%,72%,80%,68%,47%,74%,81%,69%,48%,77%,83%,71%,61%
Other Income +,68,71,89,49,195,89,92,91,52,54,79,44,60
Interest,49,90,124,122,121,143,198,229,159,216,315,245,522
Depreciation,86,101,102,112,242,131,133,137,275,160,171,216,494
Profit before tax,112,363,569,183,58,462,590,189,-142,385,453,357,-47
Tax %,85%,25%,23%,24%,-5%,23%,25%,21%,-10%,41%,32%,37%,153%
Net Profit +,17,272,440,139,61,357,440,149,-128,228,308,224,-118
EPS in Rs,0.04,0.69,1.12,0.35,0.16,0.91,1.12,0.38,-0.32,0.58,0.78,0.57,-0.30
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"2,816","2,494","2,679","2,228","2,645","2,703","2,485","2,417","2,938","2,579","3,072","4,528"
Expenses +,372,431,480,524,606,590,619,623,665,737,849,"1,236"
Operating Profit,"2,443","2,063","2,199","1,705","2,039","2,112","1,867","1,794","2,273","1,843","2,223","3,293"
OPM %,87%,83%,82%,76%,77%,78%,75%,74%,77%,71%,72%,73%
Other Income +,309,541,411,409,397,587,425,195,310,380,308,195
Interest,65,218,55,101,251,344,42,226,449,482,743,"1,298"
Depreciation,641,677,680,365,390,384,393,404,396,557,676,"1,042"
Profit before tax,"2,047","1,709","1,875","1,648","1,795","1,972","1,856","1,360","1,738","1,183","1,112","1,147"
Tax %,18%,17%,18%,26%,24%,21%,11%,27%,22%,23%,26%,44%
Net Profit +,"1,677","1,411","1,545","1,225","1,367","1,567","1,646",990,"1,359",911,818,642
EPS in Rs,4.05,3.41,3.73,3.12,3.47,3.99,4.19,2.52,3.46,2.32,2.09,1.63
Dividend Payout %,26%,32%,74%,122%,62%,55%,53%,68%,51%,78%,70%,92%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,"4,137","4,137","4,137","3,930","3,930","3,930","3,930","3,930","3,930","3,930","3,930","3,930"
Reserves,"6,066","7,166","7,353","6,770","7,316","8,121","8,861","9,241","9,930","10,141","10,249","10,309"
Borrowings +,"2,648","2,646","2,416","2,231","2,155","2,238","2,174","6,906","14,059","20,323","27,025","32,278"
Other Liabilities +,"1,781","1,440","1,486","1,460","1,572","1,666","2,508","3,172","4,392","4,797","4,859","5,248"
Total Liabilities,"14,632","15,389","15,392","14,391","14,974","15,955","17,473","23,248","32,311","39,191","46,063","51,766"
Fixed Assets +,"9,054","8,775","8,425","8,087","8,142","8,051","8,007","7,866","8,489","10,906","11,610","23,471"
CWIP,429,505,661,944,"1,303","2,265","4,298","8,369","15,674","20,033","26,414","19,143"
Investments,3,36,90,120,160,195,222,275,36,37,61,52
Other Assets +,"5,147","6,073","6,216","5,239","5,368","5,444","4,946","6,738","8,112","8,215","7,978","9,100"
Total Assets,"14,632","15,389","15,392","14,391","14,974","15,955","17,473","23,248","32,311","39,191","46,063","51,766"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"1,492","2,209","2,376","1,641","1,018","1,714","1,983","2,138","1,632","1,310","2,483","1,860"
Cash from Investing Activity +,-304,-768,"-1,199",15,-34,-95,"-1,145","-6,132","-6,877","-5,502","-6,430","-3,481"
Cash from Financing Activity +,-746,-705,"-1,621","-2,272","-1,107","-1,345","-1,105","3,669","5,559","4,502","3,939","2,385"
Net Cash Flow,442,736,-444,-616,-123,273,-267,-325,314,309,-8,763
Free Cash Flow,996,"1,486","2,376","1,292",244,445,-83,"-2,290","-5,212","-4,340","-4,186","-3,839"
CFO/OP,79%,126%,124%,118%,70%,103%,122%,140%,87%,86%,119%,64%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,195,147,83,47,38,101,77,87,34,89,66,162
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,195,147,83,47,38,101,77,87,34,89,66,162
Working Capital Days,104,120,40,3,61,38,-46,-215,-395,-418,-409,-407
ROCE %,18%,13%,14%,13%,16%,15%,15%,9%,9%,5%,5%,6%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,86.77%,81.85%,81.85%,81.85%,81.85%,81.85%,81.85%,81.85%,81.85%,81.85%,81.85%,81.85%
