--- ABOUT ---
"Hindustan Aeronautics is engaged in the business of Manufacture of Aircraft and Helicopters and Repair, Maintenance of Aircraft and Helicopters.(Source : 2002-2003 Annual Report Page No:46)"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"2,94,803","4,408","5,066",32.3

Book Value,Dividend Yield,ROCE,ROE
614,0.91,32.0,24.0

Face Value
5.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"12,495","3,915","5,636","6,061","14,769","4,348","5,976","6,957","13,700","4,819","6,629","7,699","13,942"
Expenses +,"9,262","3,039","4,108","4,626","8,867","3,357","4,336","5,275","8,405","3,537","5,071","5,828","8,884"
Operating Profit,"3,232",877,"1,528","1,435","5,901",991,"1,640","1,683","5,295","1,282","1,558","1,871","5,059"
OPM %,26%,22%,27%,24%,40%,23%,27%,24%,39%,27%,24%,24%,36%
Other Income +,722,414,474,467,569,742,560,637,669,757,895,927,"1,164"
Interest,55,0,0,0,31,0,0,0,8,0,0,1,4
Depreciation,"1,056",201,350,212,644,149,178,277,736,185,226,310,634
Profit before tax,"2,844","1,089","1,651","1,689","5,795","1,584","2,023","2,042","5,219","1,854","2,227","2,487","5,584"
Tax %,0%,25%,25%,25%,26%,9%,25%,30%,24%,25%,25%,25%,25%
Net Profit +,"2,831",814,"1,237","1,262","4,309","1,437","1,510","1,440","3,977","1,384","1,669","1,867","4,196"
EPS in Rs,42.33,12.17,18.49,18.86,64.43,21.49,22.59,21.53,59.46,20.69,24.96,27.91,62.74
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"15,939","16,758","17,950","18,520","20,008","21,445","22,882","24,620","26,927","30,381","30,981","33,089"
Expenses +,"13,560","14,285","14,719","15,071","15,457","16,531","17,538","19,205","20,242","20,630","21,360","23,319"
Operating Profit,"2,379","2,474","3,231","3,449","4,551","4,914","5,344","5,415","6,686","9,752","9,621","9,770"
OPM %,15%,15%,18%,19%,23%,23%,23%,22%,25%,32%,31%,30%
Other Income +,"1,650","1,608","1,058",776,376,423,364,985,"1,673","1,923","2,608","3,743"
Interest,15,6,16,35,178,360,267,65,64,43,22,6
Depreciation,822,863,681,947,"1,025",999,"1,158","1,111","1,785","1,407","1,340","1,355"
Profit before tax,"3,191","3,213","3,592","3,243","3,725","3,979","4,283","5,225","6,510","10,225","10,867","12,152"
Tax %,25%,38%,27%,39%,37%,28%,24%,3%,10%,25%,23%,25%
Net Profit +,"2,399","2,004","2,625","1,990","2,328","2,883","3,246","5,080","5,828","7,621","8,364","9,116"
EPS in Rs,24.89,27.72,36.30,29.76,34.82,43.10,48.53,75.96,87.14,113.96,125.07,136.30
Dividend Payout %,20%,31%,30%,54%,28%,39%,31%,26%,32%,31%,32%,26%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,482,362,362,334,334,334,334,334,334,334,334,334
Reserves,"16,322","10,671","12,198","9,177","11,748","12,914","15,090","18,979","23,238","28,804","34,647","40,707"
