--- ABOUT ---
""

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"10,138",844,"1,022 / 732",46.2

Book Value,Dividend Yield,ROCE,ROE
165,0.00,12.6,11.8

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"1,253","1,284","1,409","1,441","1,490","1,489","1,576","1,561","1,510","1,543","1,679","1,806","1,864"
Expenses +,"1,171","1,213","1,324","1,350","1,385","1,395","1,452","1,429","1,373","1,412","1,530","1,648","1,695"
Operating Profit,82,71,85,92,106,94,124,133,136,131,149,159,169
OPM %,7%,6%,6%,6%,7%,6%,8%,8%,9%,8%,9%,9%,9%
Other Income +,14,9,10,10,10,9,12,13,16,15,17,18,21
Interest,22,23,24,24,25,25,25,26,27,27,29,31,33
Depreciation,56,52,55,57,59,60,63,62,64,66,69,73,76
Profit before tax,17,5,16,20,32,18,48,57,61,53,69,73,80
Tax %,-54%,26%,12%,31%,-5%,19%,19%,19%,16%,20%,19%,21%,20%
Net Profit +,27,4,15,14,34,14,39,46,51,42,56,58,64
EPS in Rs,2.23,0.32,1.22,1.15,2.79,1.20,3.24,3.83,4.29,3.54,4.63,4.82,5.33
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"1,368","1,733","2,011","2,131","2,273","2,871","3,069","3,779","4,558","5,625","6,136","6,892"
Expenses +,"1,336","1,696","1,940","2,073","2,153","2,737","2,852","3,507","4,292","5,270","5,648","6,285"
Operating Profit,32,37,71,58,120,134,217,273,266,355,488,607
OPM %,2%,2%,4%,3%,5%,5%,7%,7%,6%,6%,8%,9%
Other Income +,4,8,7,8,11,17,21,31,46,40,48,71
Interest,14,17,19,28,50,47,55,66,83,96,103,120
Depreciation,9,10,11,12,59,75,88,119,182,224,250,283
Profit before tax,14,19,48,26,23,29,95,118,47,73,183,275
Tax %,46%,52%,40%,-65%,48%,94%,34%,20%,-6%,11%,18%,20%
Net Profit +,7,9,29,42,12,2,63,95,50,66,150,220
EPS in Rs,419.34,508.71,"1,620.57","2,080.06",585.46,107.02,"1,393.11",8.03,4.17,5.48,12.56,18.30
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.17,0.17,0.17,0.19,0.19,0.19,0.45,24,24,24,24,24
Reserves,141,137,148,303,291,528,730,"1,394","1,467","1,554","1,717","1,951"
Borrowings +,170,223,204,162,429,477,590,815,900,"1,010","1,120","1,424"
Other Liabilities +,126,149,183,179,239,344,245,361,406,417,500,533
Total Liabilities,438,509,535,644,959,"1,349","1,566","2,594","2,797","3,005","3,360","3,933"
Fixed Assets +,67,77,81,83,377,419,517,799,"1,138","1,242","1,296","1,595"
CWIP,3,3,2,1,1,5,6,20,25,11,16,32
Investments,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets +,368,429,453,560,580,924,"1,043","1,775","1,633","1,752","2,047","2,306"
Total Assets,438,509,535,644,959,"1,349","1,566","2,594","2,797","3,005","3,360","3,933"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
