--- ABOUT ---
"Coal India Ltd is mainly engaged in mining and production of Coal and also operates Coal washeries. The major consumers of the company are power and steel sectors. Consumers from other sectors include cement, fertilizers, brick kilns"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"2,78,124",451,491,8.94

Book Value,Dividend Yield,ROCE,ROE
193,5.87,35.3,28.5

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"38,152","35,983","32,776","36,154","38,213","36,465","31,182","36,859","37,825","35,842","30,187","34,924","46,490"
Expenses +,"28,819","22,431","22,738","23,183","26,826","22,126","22,565","24,541","26,034","23,321","23,471","25,593","33,817"
Operating Profit,"9,333","13,552","10,038","12,971","11,388","14,339","8,617","12,317","11,790","12,521","6,716","9,331","12,673"
OPM %,24%,38%,31%,36%,30%,39%,28%,33%,31%,35%,22%,27%,27%
Other Income +,"2,291","1,538","2,074","2,489","2,318","1,970","1,642","2,214","4,106","1,760","2,350","2,680","5,244"
Interest,195,178,182,227,232,209,208,226,241,265,287,321,344
Depreciation,"1,860","1,527","1,594","1,723","1,892","1,952","1,898","2,513","2,782","2,307","2,664","2,218","2,947"
Profit before tax,"9,569","13,385","10,336","13,510","11,582","14,147","8,153","11,792","12,873","11,709","6,115","9,473","14,627"
Tax %,28%,22%,22%,24%,26%,23%,23%,28%,25%,25%,30%,24%,25%
Net Profit +,"6,869","10,498","8,049","10,292","8,530","10,944","6,275","8,491","9,593","8,734","4,263","7,166","10,908"
EPS in Rs,11.16,17.08,13.06,16.64,13.91,17.78,10.21,13.80,15.58,14.19,7.07,11.61,17.59
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"74,120","77,861","78,164","85,244","99,586","96,080","90,026","109,715","138,252","144,762","143,369","168,400"
Expenses +,"56,777","59,147","65,716","75,956","74,579","74,500","71,398","84,995","94,020","96,791","96,305","127,158"
Operating Profit,"17,343","18,714","12,448","9,288","25,007","21,581","18,628","24,721","44,232","47,971","47,064","41,242"
OPM %,23%,24%,16%,11%,25%,22%,21%,23%,32%,33%,33%,24%
Other Income +,"6,570","5,939","5,316","4,975","5,834","6,444","3,742","3,866","6,560","8,396","9,932","12,034"
Interest,9,388,410,430,264,503,642,541,684,819,884,"1,216"
Depreciation,"2,320","2,826","2,907","3,063","3,450","3,451","3,718","4,429","6,833","6,735","9,145","10,137"
Profit before tax,"21,584","21,440","14,446","10,770","27,127","24,071","18,009","23,616","43,275","48,813","46,966","41,923"
Tax %,36%,33%,36%,35%,36%,31%,29%,26%,27%,23%,25%,26%
Net Profit +,"13,727","14,267","9,280","7,038","17,464","16,700","12,702","17,378","31,723","37,369","35,302","31,071"
EPS in Rs,21.73,22.59,14.95,11.34,28.34,27.12,20.61,28.17,51.54,60.69,57.37,50.46
Dividend Payout %,95%,121%,133%,146%,46%,44%,78%,60%,47%,42%,46%,53%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,"6,316","6,316","6,207","6,207","6,163","6,163","6,163","6,163","6,163","6,163","6,163","6,163"
Reserves,"34,037","28,517","18,311","13,971","20,292","25,994","30,355","36,980","54,680","76,567","92,942","112,939"
Borrowings +,408,"1,199","3,014","1,538","2,210","6,434","5,884","3,514","4,331","6,523","9,146","14,072"
Other Liabilities +,"70,505","77,528","91,054","103,754","104,356","111,430","118,649","132,780","156,222","147,217","150,735","152,487"
Total Liabilities,"111,267","113,560","118,587","125,471","133,021","150,020","161,051","179,436","221,396","236,470","258,985","285,660"
Fixed Assets +,"16,115","22,082","23,811","27,574","32,618","36,784","42,405","46,677","64,547","75,668","82,865","91,846"
CWIP,"5,159","4,553","8,585","10,273","9,658","8,328","10,490","12,897","17,622","18,960","22,385","15,834"
Investments,"2,813","2,906","1,483","1,704","3,170","1,973","5,950","8,921","7,139","7,110","7,591","10,226"
Other Assets +,"87,179","84,018","84,708","85,920","87,576","102,936","102,206","110,942","132,087","134,731","146,144","167,754"
Total Assets,"111,267","113,560","118,587","125,471","133,021","150,020","161,051","179,436","221,396","236,470","258,985","285,660"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"14,382","13,154","16,461","21,115","16,356","4,977","10,592","41,107","35,734","18,103","29,200","43,215"
Cash from Investing Activity +,894,"8,154",455,"-7,747","-7,896","1,033",182,"-25,715","-23,465","-4,486","-10,076","-33,955"
Cash from Financing Activity +,"-15,026","-19,587","-17,598","-13,564","-10,885","-4,791","-8,453","-13,441","-13,704","-13,899","-13,308","-11,801"
Net Cash Flow,250,"1,721",-682,-196,"-2,426","1,219","2,321","1,951","-1,436",-282,"5,815","-2,541"
Free Cash Flow,"9,480","7,368","7,785","12,586","9,356",-612,-260,"29,111","20,523","1,353","15,960","31,191"
CFO/OP,138%,112%,204%,307%,105%,48%,86%,189%,103%,62%,87%,116%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,42,54,58,27,20,55,80,38,34,33,32,31
Inventory Days,375,541,,,,,,,,,,
Days Payable,50,215,,,,,,,,,,
Cash Conversion Cycle,367,380,58,27,20,55,80,38,34,33,32,31
Working Capital Days,0,9,-23,-59,-34,23,54,-3,-11,25,-14,11
ROCE %,52%,57%,46%,45%,107%,72%,46%,54%,78%,64%,48%,35%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,63.13%,63.13%,63.13%,63.13%,63.13%,63.13%,63.13%,63.13%,63.13%,63.13%,63.13%,63.13%
FIIs +,9.30%,7.80%,8.59%,8.41%,8.39%,9.16%,8.58%,7.74%,8.16%,7.96%,8.22%,8.38%
DIIs +,22.30%,24.07%,23.06%,23.18%,23.15%,22.56%,22.59%,23.35%,22.66%,22.80%,22.53%,22.76%
Government +,0.10%,0.10%,0.10%,0.11%,0.11%,0.11%,0.11%,0.11%,0.12%,0.12%,0.13%,0.10%
Public +,5.18%,4.91%,5.10%,5.16%,5.21%,5.02%,5.59%,5.68%,5.93%,5.98%,5.98%,5.62%
No. of Shareholders,"13,24,733","13,17,699","13,80,104","15,75,608","17,49,437","19,95,555","22,23,442","22,79,035","23,07,450","23,22,686","27,95,663","26,32,588"

--- CAGR BOXES ---




