--- ABOUT ---
"Thyrocare Technologies is engaged in the business of healthcare industry and is involved in providing quality diagnostic services at affordable costs to patients, laboratories and hospitals in India."

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"8,604",541,578 / 317,53.5

Book Value,Dividend Yield,ROCE,ROE
36.8,1.73,35.4,28.4

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,136,135,148,135,154,157,177,166,187,193,217,196,224
Expenses +,111,100,110,103,121,115,129,124,130,135,145,138,149
Operating Profit,25,35,38,32,34,42,48,42,57,58,71,58,75
OPM %,18%,26%,25%,23%,22%,27%,27%,25%,30%,30%,33%,30%,34%
Other Income +,4,1,3,3,3,4,3,4,5,5,3,-1,5
Interest,1,1,1,1,1,1,1,1,1,1,1,-0,2
Depreciation,11,10,11,13,13,11,13,17,14,11,12,22,14
Profit before tax,17,25,28,20,23,34,37,28,47,50,63,35,64
Tax %,28%,31%,28%,26%,25%,29%,28%,32%,54%,24%,24%,21%,24%
Net Profit +,12,17,20,15,17,24,26,19,22,38,48,28,49
EPS in Rs,0.79,1.09,1.28,0.97,1.12,1.52,1.68,1.20,1.36,2.45,3.02,1.82,2.96
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,183,241,304,356,403,434,495,589,527,572,687,829
Expenses +,110,147,189,212,249,261,323,353,403,432,498,566
Operating Profit,73,94,115,145,154,174,171,236,123,140,190,263
OPM %,40%,39%,38%,41%,38%,40%,35%,40%,23%,24%,28%,32%
Other Income +,8,7,-15,21,11,1,12,29,9,9,15,12
Interest,0,1,0,0,1,2,1,3,5,6,4,4
Depreciation,13,18,18,20,26,32,30,34,39,47,55,59
Profit before tax,68,82,82,145,138,140,152,228,89,96,145,213
Tax %,35%,37%,48%,36%,38%,37%,26%,23%,27%,28%,38%,24%
Net Profit +,44,52,43,93,85,88,113,176,64,69,91,163
EPS in Rs,2.98,3.21,2.66,5.79,5.38,5.58,7.13,11.10,4.06,4.45,5.76,10.24
Dividend Payout %,171%,104%,125%,58%,124%,30%,117%,45%,148%,135%,122%,137%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,51,54,54,54,53,53,53,53,53,53,53,159
Reserves,226,312,354,390,382,314,374,474,481,474,494,426
Borrowings +,0,0,0,0,2,12,8,21,23,42,25,51
Other Liabilities +,53,44,30,36,37,90,106,60,74,75,121,111
Total Liabilities,329,410,438,479,475,469,541,607,632,644,693,747
Fixed Assets +,196,259,259,299,294,269,253,285,294,306,297,317
CWIP,6,1,17,0,1,5,8,3,2,3,14,3
Investments,86,93,104,120,95,90,126,146,144,162,162,177
Other Assets +,42,56,58,60,84,105,154,173,192,173,220,250
