--- ABOUT ---
"KEC International is a global infrastructure EPC major. It has presence in the verticals of Power Transmission and Distribution, Railways, Civil, Urban Infrastructure, Solar, Oil & Gas Pipelines, and Cables. It is the flagship Company of the RPG Group. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"14,413",541,947 / 466,22.2

Book Value,Dividend Yield,ROCE,ROE
231,1.02,14.5,11.3

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"5,525","4,244","4,499","5,007","6,165","4,512","5,113","5,349","6,872","5,023","6,092","6,001","6,390"
Expenses +,"5,242","3,999","4,225","4,699","5,777","4,242","4,793","4,975","6,333","4,673","5,661","5,571","5,942"
Operating Profit,283,244,274,308,388,270,320,374,539,350,430,430,448
OPM %,5%,6%,6%,6%,6%,6%,6%,7%,8%,7%,7%,7%,7%
Other Income +,6,3,16,26,8,43,7,1,20,5,5,-49,30
Interest,162,159,178,164,154,155,168,170,170,151,171,171,170
Depreciation,42,42,47,49,48,47,45,45,47,46,51,50,51
Profit before tax,86,47,66,121,193,112,113,160,342,159,213,160,258
Tax %,16%,9%,15%,20%,21%,22%,25%,19%,22%,21%,25%,20%,25%
Net Profit +,72,42,56,97,152,88,85,130,268,125,161,127,193
EPS in Rs,2.81,1.65,2.17,3.77,5.90,3.41,3.21,4.87,10.08,4.68,6.04,4.79,7.24
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"8,468","8,518","8,584","10,053","11,001","11,965","13,114","13,742","17,282","19,914","21,847","23,506"
Expenses +,"7,889","7,733","7,673","8,957","9,764","10,635","11,874","12,742","16,362","18,556","20,164","21,847"
Operating Profit,579,785,911,"1,095","1,237","1,330","1,240","1,001",920,"1,359","1,683","1,659"
OPM %,7%,9%,11%,11%,11%,11%,9%,7%,5%,7%,8%,7%
Other Income +,146,6,14,22,31,11,29,-31,59,50,68,-8
Interest,376,368,332,318,398,403,360,413,656,797,839,664
Depreciation,88,132,130,110,117,147,153,158,161,185,184,197
Profit before tax,261,291,463,689,753,790,756,399,161,426,727,789
Tax %,38%,49%,34%,33%,34%,28%,27%,17%,-9%,19%,22%,23%
Net Profit +,161,148,305,460,496,566,553,332,176,347,571,606
EPS in Rs,6.26,5.75,11.86,17.91,19.28,22.00,21.50,12.92,6.85,13.49,21.44,22.75
Dividend Payout %,14%,17%,14%,13%,14%,15%,19%,31%,44%,30%,26%,24%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,51,51,51,51,51,51,51,51,51,51,53,53
Reserves,"1,278","1,239","1,535","1,946","2,384","2,746","3,308","3,569","3,720","4,044","5,294","6,106"
Borrowings +,"2,214","3,221","2,106","1,766","1,839","2,519","2,066","3,065","3,383","3,961","3,957","5,378"
Other Liabilities +,"4,183","4,362","5,023","6,749","7,389","7,538","8,566","9,613","10,117","10,975","12,859","13,621"
Total Liabilities,"7,727","8,874","8,715","10,512","11,663","12,855","13,992","16,298","17,271","19,031","22,164","25,158"
Fixed Assets +,"1,259","1,198","1,149","1,112","1,182","1,352","1,398","1,538","1,583","1,628","1,647","1,773"
CWIP,16,8,5,78,7,84,18,2,11,14,39,114
Investments,0,25,130,39,13,22,1,13,0,0,0,0
Other Assets +,"6,452","7,643","7,431","9,283","10,460","11,396","12,575","14,745","15,677","17,389","20,479","23,271"
Total Assets,"7,727","8,874","8,715","10,512","11,663","12,855","13,992","16,298","17,271","19,031","22,164","25,158"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,153,-75,"1,662",660,199,87,840,-284,614,311,419,-414
Cash from Investing Activity +,125,-7,-182,-4,-67,-113,-134,-204,-139,-243,-46,-242
Cash from Financing Activity +,-216,-28,"-1,379",-638,-150,3,-659,496,-401,-145,-32,511
Net Cash Flow,62,-110,101,17,-18,-23,47,8,74,-76,341,-145
Free Cash Flow,269,-99,"1,595",524,90,-115,726,-425,451,78,270,-691
CFO/OP,47%,7%,194%,81%,40%,33%,85%,0%,90%,41%,16%,-25%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,166,200,179,183,162,166,150,136,90,76,84,101
Inventory Days,38,32,35,45,43,51,54,65,59,53,41,50
Days Payable,266,248,278,331,324,327,395,420,433,401,380,351
Cash Conversion Cycle,-62,-17,-64,-103,-119,-111,-191,-219,-284,-272,-255,-201
Working Capital Days,7,8,21,33,43,34,37,35,27,25,42,57
ROCE %,15%,16%,20%,27%,29%,25%,21%,14%,12%,16%,18%,14%

