--- ABOUT ---
"Founded in the year 1863, Bombay Burmah Trading Corporation Limited (BBTCL) is a flagship Company of Wadia Group. Originally BBTCL was formed as a public company to carry out Teak business of William Wallace and was catering to domestic demands. Later in 1913 BBTCL turned to tea plantations by investing in Tea estates in South India. Currently BBTCL has its presence in diversified business of Tea, Coffee, other plantation products, Biscuits, Dairy products, Auto electric and White goods, weighing products, horticulture, Healthcare products, Dental, orthopedic and ophthalmic products. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"10,728","1,538","2,135",8.88

Book Value,Dividend Yield,ROCE,ROE
"1,009",1.11,33.0,19.1

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"4,108","4,087","4,524","4,337","4,162","4,333","4,761","4,685","4,519","4,712","4,943","5,066","4,818"
Expenses +,"3,431","3,748","3,737","3,538","3,399","3,598","4,037","3,811","3,717","3,988","4,007","4,123","3,991"
Operating Profit,678,339,787,799,763,736,724,873,802,724,936,943,827
OPM %,16%,8%,17%,18%,18%,17%,15%,19%,18%,15%,19%,19%,17%
Other Income +,"-1,532",97,66,269,105,29,187,81,109,74,85,78,174
Interest,113,127,155,53,29,31,37,51,39,34,41,39,24
Depreciation,69,74,75,81,84,77,80,86,84,86,89,88,89
Profit before tax,"-1,037",235,624,934,756,656,794,818,788,678,891,893,889
Tax %,29%,71%,34%,22%,27%,28%,35%,23%,26%,27%,36%,27%,12%
Net Profit +,"-1,334",68,412,731,549,472,516,627,585,498,566,655,781
EPS in Rs,-230.58,-22.38,17.49,65.46,40.73,31.86,36.22,48.58,44.24,34.50,34.64,45.34,63.63
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"8,197","8,762","9,434","10,238","11,423","11,889","13,396","14,544","16,623","17,109","18,298","19,539"
Expenses +,"7,335","7,558","8,164","8,919","9,741","10,138","11,247","12,939","14,897","14,242","15,162","16,107"
Operating Profit,861,"1,204","1,270","1,319","1,683","1,751","2,150","1,605","1,726","2,867","3,136","3,432"
OPM %,11%,14%,13%,13%,15%,15%,16%,11%,10%,17%,17%,18%
Other Income +,295,161,186,201,391,440,338,376,-781,290,406,409
Interest,41,44,43,55,60,124,151,252,425,364,159,138
Depreciation,155,126,131,153,172,200,213,215,239,313,326,352
Profit before tax,961,"1,195","1,282","1,312","1,841","1,868","2,124","1,514",281,"2,479","3,057","3,351"
Tax %,28%,34%,33%,41%,35%,31%,40%,47%,290%,32%,28%,25%
Net Profit +,696,792,858,773,"1,189","1,280","1,278",809,-534,"1,689","2,199","2,499"
EPS in Rs,51.15,55.36,60.45,39.76,89.00,85.75,52.96,9.09,-240.22,91.24,160.90,178.10
Dividend Payout %,2%,2%,2%,3%,1%,1%,2%,13%,-0%,1%,11%,10%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,14,14,14,14,14,14,14,14,14,14,14,14
Reserves,"1,552","1,899","3,664","3,950","4,403","5,080","5,462","5,483","4,018","4,614","5,618","7,028"
Borrowings +,883,793,"1,014","1,024",956,"2,045","2,670","5,880","6,542","2,161","1,574","1,590"
Other Liabilities +,"2,043","2,442","2,699","3,344","4,054","4,190","4,271","3,874","5,103","5,121","5,515","5,906"
Total Liabilities,"4,493","5,148","7,391","8,332","9,427","11,329","12,418","15,251","15,677","11,911","12,721","14,539"
Fixed Assets +,"1,878","1,989","2,217","2,373","2,717","2,889","2,802","2,763","3,638","3,751","3,880","3,814"
CWIP,49,91,33,207,108,51,131,561,108,189,90,42
