Promoters +,70.50%,70.50%,70.50%,70.50%,70.50%,66.24%,66.24%,66.24%,66.24%,66.24%,66.24%,66.24%
FIIs +,6.34%,6.33%,7.25%,7.14%,5.88%,7.08%,5.90%,5.35%,4.75%,4.97%,5.03%,4.99%
DIIs +,5.71%,5.89%,5.35%,5.44%,5.49%,7.67%,8.31%,8.93%,9.24%,8.58%,10.43%,11.18%
Government +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.01%,0.01%,0.01%
Public +,16.43%,16.27%,15.90%,15.92%,17.11%,18.00%,18.53%,18.46%,19.39%,19.84%,17.93%,17.22%
Others +,1.01%,1.01%,1.01%,1.01%,1.01%,1.02%,1.02%,1.02%,0.36%,0.36%,0.36%,0.35%
No. of Shareholders,"1,82,184","1,76,476","1,75,816","1,83,300","1,89,283","2,13,587","2,39,358","2,42,891","2,60,516","2,73,918","2,48,962","2,43,222"

--- CAGR BOXES ---




