--- ABOUT ---
"Neogen Chemicals Ltd, incorporated in 1991, manufactures bromine and lithium-based organic and organo-metallic compounds, used in the pharmaceutical, agricultural chemicals, and engineering industries. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"5,290","1,932","2,100",184

Book Value,Dividend Yield,ROCE,ROE
309,0.05,6.46,3.58

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,204,165,162,164,200,180,193,201,203,187,209,220,247
Expenses +,171,137,136,144,164,149,159,167,166,155,179,188,203
Operating Profit,33,28,26,20,36,31,35,35,36,32,30,32,44
OPM %,16%,17%,16%,12%,18%,17%,18%,17%,18%,17%,14%,14%,18%
Other Income +,2,2,2,2,2,2,1,1,-13,1,2,2,1
Interest,9,11,11,11,10,10,13,13,12,13,19,22,21
Depreciation,4,5,6,6,6,7,7,7,7,6,7,7,8
Profit before tax,21,14,11,6,22,16,15,15,4,14,5,6,16
Tax %,31%,28%,28%,81%,25%,27%,29%,34%,35%,28%,35%,36%,28%
Net Profit +,14,10,8,1,17,11,11,10,2,10,3,4,11
EPS in Rs,5.74,3.91,3.18,0.40,6.42,4.35,4.15,3.79,0.91,3.89,1.28,1.40,4.32
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,84,100,110,161,239,306,336,487,686,691,778,862
Expenses +,71,86,90,132,196,248,272,401,575,581,641,725
Operating Profit,13,14,20,29,43,58,64,87,112,110,136,137
OPM %,15%,14%,18%,18%,18%,19%,19%,18%,16%,16%,18%,16%
Other Income +,1,0,0,1,1,0,1,1,5,8,-10,6
Interest,5,5,8,10,12,12,14,19,29,42,48,75
Depreciation,1,1,1,2,3,5,7,12,16,23,28,28
Profit before tax,8,8,12,17,29,41,44,57,71,53,50,41
Tax %,37%,39%,33%,37%,28%,30%,29%,22%,30%,32%,31%,30%
Net Profit +,5,5,8,11,21,29,31,45,50,36,35,29
EPS in Rs,11.31,2.59,3.84,5.49,10.43,12.28,13.43,17.90,20.04,13.51,13.20,10.90
Dividend Payout %,18%,17%,0%,18%,14%,16%,17%,15%,15%,15%,8%,9%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,4,20,20,20,20,23,23,25,25,26,26,26
Reserves,19,8,22,30,50,133,160,414,458,734,763,790
Borrowings +,24,26,69,82,120,137,222,229,370,409,597,"1,395"
Other Liabilities +,21,26,41,48,56,61,87,131,202,292,361,691
Total Liabilities,69,80,152,180,246,355,492,799,"1,054","1,461","1,747","2,902"
Fixed Assets +,13,17,56,67,83,111,127,285,347,496,404,475
CWIP,0,1,1,1,0,3,115,11,36,109,156,857
Investments,0,0,0,0,1,1,1,82,77,0,0,0
Other Assets +,55,62,94,112,163,241,250,422,594,856,"1,187","1,570"
Total Assets,69,80,152,180,246,355,492,799,"1,054","1,461","1,747","2,902"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,9,9,0,12,-4,-35,84,1,-30,-29,196,-231
Cash from Investing Activity +,-2,-4,-33,-13,-20,-29,-135,-146,-94,-216,-317,-410
Cash from Financing Activity +,-6,-4,33,-0,24,63,51,188,100,237,113,642
Net Cash Flow,1,0,1,-1,0,-1,-0,44,-25,-8,-8,-0
Free Cash Flow,7,4,-33,-1,-24,-63,-51,-65,-134,-332,-121,-647
CFO/OP,89%,83%,21%,55%,4%,-38%,146%,13%,-17%,-18%,153%,-154%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,78,58,107,94,93,90,85,82,94,149,94,161
Inventory Days,178,190,228,192,188,257,211,258,275,365,267,445
Days Payable,120,130,177,141,111,71,122,131,147,138,227,346
Cash Conversion Cycle,136,117,158,145,169,276,174,209,223,376,134,260
Working Capital Days,140,126,174,48,63,95,66,111,79,129,123,85
ROCE %,27%,26%,23%,23%,26%,22%,17%,14%,13%,9%,9%,6%

--- SHAREHOLDING PATTERN ---
,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Apr 2026
Promoters +,60.18%,56.89%,56.89%,56.89%,51.22%,51.22%,51.22%,51.22%,51.22%,51.22%,51.22%,53.00%
FIIs +,4.25%,4.51%,4.56%,4.65%,8.17%,7.73%,7.79%,7.35%,5.15%,4.57%,4.46%,4.29%
DIIs +,20.25%,22.85%,22.14%,22.54%,22.48%,22.52%,22.75%,22.96%,25.22%,21.99%,22.65%,21.67%
Public +,15.32%,15.75%,16.42%,15.93%,18.12%,18.51%,18.22%,18.45%,18.40%,22.21%,21.67%,21.05%
No. of Shareholders,"45,300","47,018","48,356","46,698","46,470","47,651","46,104","46,321","45,710","47,884","54,332","56,330"

--- CAGR BOXES ---




