--- ABOUT ---
Healthcare Global Enterprises Ltd is engaged in setting up and managing hospitals and medical diagnostic services including scientific testing and consultancy services in the pharmaceutical and medical sector. [1]

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"9,122",611,800,317

Book Value,Dividend Yield,ROCE,ROE
89.2,0.00,8.31,2.55

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,441.71,460.68,486.94,469.87,494.63,525.58,553.54,558.57,585.16,613.16,646.85,633.07,652.33
Expenses +,365.40,386.37,402.32,391.26,402.60,434.68,451.30,470.19,479.53,505.37,523.54,523.51,527.25
Operating Profit,76.31,74.31,84.62,78.61,92.03,90.90,102.24,88.38,105.63,107.79,123.31,109.56,125.08
OPM %,17.28%,16.13%,17.38%,16.73%,18.61%,17.30%,18.47%,15.82%,18.05%,17.58%,19.06%,17.31%,19.17%
Other Income +,4.65,2.77,3.40,6.07,9.01,8.81,11.13,5.54,10.23,7.51,2.93,-10.20,-18.32
Interest,25.63,25.55,26.89,29.46,26.84,33.71,35.98,40.70,44.17,45.47,43.62,44.78,42.70
Depreciation,42.20,41.01,43.21,44.16,45.98,47.01,49.74,56.52,58.07,57.91,62.80,60.65,62.81
Profit before tax,13.13,10.52,17.92,11.06,28.22,18.99,27.65,-3.30,13.62,11.92,19.82,-6.07,1.25
Tax %,56.97%,65.30%,39.84%,68.99%,16.87%,28.23%,25.21%,-334.85%,50.29%,49.83%,-4.24%,30.15%,-223.20%
Net Profit +,5.65,3.65,10.78,3.43,23.46,13.63,20.68,7.75,6.77,5.98,20.66,-7.90,4.04
EPS in Rs,0.57,0.52,0.92,0.39,1.44,0.82,1.22,0.47,0.50,0.32,1.09,-0.63,0.15
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,519,584,700,829,976,"1,092","1,009","1,395","1,691","1,908","2,218","2,545"
Expenses +,443,499,595,713,864,936,887,"1,161","1,394","1,581","1,835","2,080"
Operating Profit,76,85,105,116,112,157,122,234,297,327,384,466
OPM %,15%,15%,15%,14%,11%,14%,12%,17%,18%,17%,17%,18%
Other Income +,0,-2,10,25,10,10,-72,110,15,24,39,-18
Interest,34,38,23,42,70,138,119,98,104,109,155,177
Depreciation,39,44,57,71,85,148,159,158,163,174,211,244
Profit before tax,3,0,35,27,-33,-119,-229,88,45,68,57,27
Tax %,-56%,-730%,34%,38%,-7%,5%,-3%,56%,61%,39%,14%,15%
Net Profit +,5,2,23,17,-31,-125,-221,39,18,41,49,23
EPS in Rs,0.11,-0.16,2.44,2.23,-2.66,-11.36,-14.58,3.65,1.99,3.27,3.01,0.92
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,70,85,86,87,88,89,125,139,139,139,139,149
Reserves,210,341,347,428,389,293,572,731,721,686,783,"1,183"
Borrowings +,349,324,420,464,658,"1,347",977,915,901,"1,274","1,837","1,735"
Other Liabilities +,147,294,372,461,515,518,357,433,549,601,780,855
Total Liabilities,776,"1,043","1,225","1,440","1,650","2,246","2,031","2,218","2,311","2,701","3,540","3,923"
Fixed Assets +,528,583,685,828,970,"1,646","1,382","1,547","1,553","1,758","2,442","2,462"
CWIP,42,121,148,174,153,46,30,22,18,83,25,19
Investments,0,64,11,53,49,34,26,9,10,10,11,14
Other Assets +,205,275,381,385,478,520,593,641,730,850,"1,062","1,428"
Total Assets,776,"1,043","1,225","1,440","1,650","2,246","2,031","2,218","2,311","2,701","3,540","3,923"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
