--- ABOUT ---
"Rane Holdings Limited (RHL), founded in 1929 is headquartered in Chennai, India. It is the holding company of Rane Group and holds its trademark. [1] [2]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"2,411","1,688","1,835 / 981",27.7

Book Value,Dividend Yield,ROCE,ROE
808,2.25,9.57,7.69

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,938,894,928,837,870,831,916,"1,241","1,374","1,341","1,399","1,535","1,609"
Expenses +,877,817,858,747,787,758,835,"1,162","1,278","1,239","1,302","1,492","1,483"
Operating Profit,61,78,70,90,83,73,81,78,95,102,97,42,126
OPM %,6%,9%,8%,11%,10%,9%,9%,6%,7%,8%,7%,3%,8%
Other Income +,-0,-6,-64,19,14,10,222,13,10,33,21,4,37
Interest,17,19,17,18,17,17,20,24,24,21,19,19,15
Depreciation,40,35,35,32,35,33,35,47,52,50,52,52,55
Profit before tax,3,18,-46,59,45,33,248,19,29,63,47,-25,92
Tax %,331%,31%,-212%,18%,15%,40%,25%,78%,60%,9%,33%,55%,5%
Net Profit +,-8,12,51,48,38,20,185,4,12,57,31,-40,88
EPS in Rs,-13.20,8.94,28.46,27.29,21.99,9.19,124.44,2.27,6.58,35.57,16.45,-35.41,51.94
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"2,211","2,407","2,258","2,345","2,553","2,159","2,038","2,695","3,511","3,541","4,382","5,883"
Expenses +,"1,988","2,174","2,023","2,101","2,318","2,013","1,951","2,519","3,190","3,208","4,033","5,465"
Operating Profit,223,233,235,244,236,146,88,176,321,332,349,418
OPM %,10%,10%,10%,10%,9%,7%,4%,7%,9%,9%,8%,7%
Other Income +,62,36,176,155,136,23,41,61,9,-48,234,44
Interest,47,45,44,46,50,51,40,34,50,71,86,75
Depreciation,106,114,106,118,126,128,120,129,142,137,168,210
Profit before tax,133,109,261,235,195,-10,-31,74,138,76,329,177
Tax %,28%,29%,30%,37%,41%,5%,93%,52%,37%,-98%,33%,23%
Net Profit +,97,79,182,149,116,-10,-60,35,87,150,221,137
EPS in Rs,49.69,45.90,93.41,91.25,72.65,-1.91,-35.42,16.91,43.61,86.69,145.13,68.55
Dividend Payout %,15%,22%,9%,16%,26%,-420%,-0%,71%,39%,29%,26%,69%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,14,14,14,14,14,14,14,14,14,14,14,14
Reserves,530,576,699,790,851,808,750,762,794,892,"1,092","1,140"
Borrowings +,470,596,459,501,577,633,672,788,866,853,"1,060","1,021"
Other Liabilities +,636,703,670,773,778,708,834,896,914,885,"1,377","1,668"
Total Liabilities,"1,649","1,889","1,842","2,078","2,221","2,163","2,271","2,460","2,588","2,645","3,542","3,843"
Fixed Assets +,809,980,780,805,798,806,801,843,866,799,"1,140","1,216"
