--- ABOUT ---
"EID Parry is engaged in Sugar, Nutraceuticals and ethanol production. It also has a significant presence in the Farm Inputs business including Bio pesticides through its subsidiary, Coromandel International Limited. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"12,530",704,"1,247",18.1

Book Value,Dividend Yield,ROCE,ROE
493,0.00,17.8,8.30

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"6,860","7,026","9,059","7,770","5,557","6,747","9,330","8,720","6,811","8,724","11,624","10,312","7,882"
Expenses +,"6,245","6,363","8,006","7,358","5,098","6,279","8,372","8,027","6,298","7,918","10,427","9,477","7,271"
Operating Profit,615,664,"1,053",412,459,468,959,694,513,805,"1,198",835,611
OPM %,9%,9%,12%,5%,8%,7%,10%,8%,8%,9%,10%,8%,8%
Other Income +,5,-11,151,41,123,60,69,117,459,90,151,60,-430
Interest,87,82,74,53,86,84,94,99,96,104,129,103,119
Depreciation,105,94,101,112,113,117,123,130,142,176,158,204,226
Profit before tax,428,477,"1,029",288,382,327,811,582,735,615,"1,062",588,-162
Tax %,33%,32%,24%,25%,23%,31%,27%,29%,27%,25%,28%,26%,77%
Net Profit +,287,325,782,217,294,226,592,416,539,464,766,437,-287
EPS in Rs,10.08,6.13,25.48,6.66,12.41,5.14,17.21,10.97,16.12,13.85,23.86,13.05,-18.74
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"13,952","15,358","14,391","15,373","16,556","17,129","18,556","23,521","35,244","29,413","31,609","38,534"
Expenses +,"12,938","14,517","12,965","14,068","15,105","15,242","16,467","21,146","32,088","26,825","28,975","35,085"
Operating Profit,"1,014",841,"1,426","1,305","1,450","1,887","2,089","2,375","3,156","2,588","2,633","3,450"
OPM %,7%,5%,10%,8%,9%,11%,11%,10%,9%,9%,8%,9%
Other Income +,105,179,159,150,83,129,17,240,83,304,706,-129
Interest,420,451,417,336,425,430,236,152,298,295,372,454
Depreciation,244,250,248,251,272,319,332,334,376,421,512,763
Profit before tax,455,319,920,868,837,"1,266","1,539","2,129","2,564","2,175","2,455","2,103"
Tax %,39%,45%,23%,40%,48%,30%,35%,26%,29%,26%,28%,34%
Net Profit +,276,175,708,517,438,889,"1,000","1,574","1,828","1,618","1,773","1,380"
EPS in Rs,6.64,1.96,29.61,14.45,8.67,26.43,25.26,51.12,53.37,50.68,49.41,32.02
Dividend Payout %,89%,0%,14%,21%,35%,0%,0%,22%,18%,8%,0%,6%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,18,18,18,18,18,18,18,18,18,18,18,18
Reserves,"2,209","2,370","2,733","2,952","3,110","3,502","4,565","5,308","6,067","7,040","7,918","8,748"
