--- ABOUT ---
"JK Lakshmi Cement Ltd, a part of the JK group , is a manufacturer and supplier of Cement and related products like RMC & AAC Blocks in different states in India. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"7,517",606,"1,021 / 550",17.6

Book Value,Dividend Yield,ROCE,ROE
313,1.07,12.5,11.5

Face Value
5.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"1,862","1,730","1,575","1,703","1,781","1,564","1,234","1,497","1,898","1,741","1,532","1,588","1,902"
Expenses +,"1,629","1,534","1,357","1,401","1,445","1,342","1,153","1,297","1,546","1,430","1,324","1,383","1,626"
Operating Profit,233,196,217,302,336,222,81,199,351,311,208,205,275
OPM %,12%,11%,14%,18%,19%,14%,7%,13%,19%,18%,14%,13%,14%
Other Income +,17,11,14,26,26,-20,10,9,23,22,23,10,38
Interest,29,33,34,39,45,48,45,45,44,52,51,55,53
Depreciation,59,56,57,66,68,72,75,76,77,77,78,85,84
Profit before tax,162,119,141,223,250,83,-29,87,253,204,103,75,177
Tax %,29%,33%,32%,33%,35%,31%,8%,14%,31%,27%,22%,24%,29%
Net Profit +,115,80,96,150,162,57,-31,75,175,150,81,57,125
EPS in Rs,9.35,6.67,7.88,12.21,13.34,4.83,-2.61,6.37,14.93,12.76,6.52,4.58,9.99
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"2,316","2,635","2,922","3,748","4,316","4,364","4,727","5,420","6,452","6,788","6,193","6,763"
Expenses +,"1,963","2,362","2,552","3,317","3,863","3,566","3,789","4,469","5,613","5,737","5,329","5,762"
Operating Profit,353,273,370,432,454,798,939,951,839,"1,052",864,"1,000"
OPM %,15%,10%,13%,12%,11%,18%,20%,18%,13%,15%,14%,15%
Other Income +,-34,64,129,72,59,16,35,41,58,77,11,93
Interest,94,222,244,264,253,225,192,142,133,150,181,211
Depreciation,115,166,175,207,211,220,225,223,228,246,299,324
Profit before tax,109,-51,79,32,49,369,556,626,534,732,394,559
Tax %,4%,-108%,-10%,-33%,17%,31%,24%,24%,31%,33%,30%,26%
Net Profit +,105,4,87,43,41,253,421,478,369,488,276,413
EPS in Rs,8.75,0.11,7.29,4.69,4.36,21.08,34.45,39.39,30.48,41.47,23.53,33.19
Dividend Payout %,23%,220%,10%,16%,17%,12%,11%,13%,12%,16%,28%,20%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,59,59,59,59,59,59,59,59,59,59,59,62
Reserves,"1,279","1,261","1,342","1,385","1,426","1,628","2,036","2,446","2,745","3,226","3,495","3,824"
Borrowings +,"1,949","2,258","2,687","2,546","2,135","1,987","1,672","1,887","1,880","2,084","2,614","2,586"
Other Liabilities +,936,912,"1,044","1,111","1,446","1,489","1,520","1,534","1,857","2,209","2,277","2,077"
Total Liabilities,"4,223","4,491","5,132","5,101","5,066","5,163","5,286","5,926","6,541","7,578","8,445","8,548"
Fixed Assets +,"2,708","2,851","3,556","3,627","3,451","3,585","3,427","3,536","3,527","5,076","5,554","5,361"
CWIP,455,633,307,228,417,166,274,251,890,383,278,277
Investments,273,271,531,473,377,458,476,652,527,407,633,746
Other Assets +,788,736,738,773,821,954,"1,109","1,487","1,597","1,712","1,979","2,164"
Total Assets,"4,223","4,491","5,132","5,101","5,066","5,163","5,286","5,926","6,541","7,578","8,445","8,548"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,330,267,396,493,760,650,"1,032",680,634,899,783,"1,082"
Cash from Investing Activity +,-430,-286,-600,-70,-77,-200,-434,-665,-299,-880,"-1,151",-738
Cash from Financing Activity +,30,33,181,-421,-676,-450,-553,11,-266,-36,318,-354
Net Cash Flow,-70,14,-23,2,7,0,45,26,69,-16,-51,-10
Free Cash Flow,-210,-130,-82,319,551,551,866,314,-98,-107,130,407
CFO/OP,101%,100%,108%,123%,172%,91%,119%,82%,86%,96%,94%,113%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,9,13,11,10,9,8,4,2,4,2,6,6
Inventory Days,146,132,157,158,148,225,134,198,236,260,256,184
Days Payable,145,109,136,146,229,239,154,125,164,146,134,133
Cash Conversion Cycle,10,36,33,22,-72,-6,-15,76,75,117,128,57
Working Capital Days,-101,-97,-93,-87,-79,-77,-64,-66,-32,-45,-48,1
ROCE %,8%,4%,7%,6%,7%,16%,20%,19%,14%,17%,10%,12%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,46.31%,46.31%,46.31%,46.34%,46.34%,46.34%,46.34%,46.34%,46.34%,45.12%,45.12%,45.12%
FIIs +,11.50%,10.53%,10.83%,11.29%,11.34%,11.53%,11.93%,12.06%,12.81%,12.54%,12.35%,11.96%
DIIs +,28.33%,27.63%,27.57%,25.83%,25.35%,24.95%,25.23%,25.24%,25.11%,22.83%,23.17%,23.00%
Public +,13.86%,15.53%,15.29%,16.54%,16.97%,17.17%,16.49%,16.35%,15.74%,19.49%,19.35%,19.92%
No. of Shareholders,"1,12,256","1,19,227","1,06,409","1,12,505","1,18,636","1,24,416","1,23,406","1,21,419","1,09,319","1,75,864","1,69,308","1,67,247"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,10%
5 Years:,7%
3 Years:,2%
TTM:,9%

Compounded Profit Growth
10 Years:,51%
5 Years:,1%
3 Years:,7%
TTM:,43%

Stock Price CAGR
10 Years:,5%
5 Years:,1%
3 Years:,-6%
1 Year:,-26%

Return on Equity
10 Years:,12%
5 Years:,13%
3 Years:,12%
Last Year:,11%

