--- ABOUT ---
Ratnamani Metals & Tubes Ltd is engaged in the manufacturing of stainless steel pipes and tubes and carbon steel pipes from its manufacturing facilities in India. [1]

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"19,422","2,771","3,345 / 1,900",39.7

Book Value,Dividend Yield,ROCE,ROE
586,0.51,17.9,12.6

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"1,499","1,175","1,131","1,257","1,496","1,184",971,"1,316","1,715","1,152","1,192","1,066","1,085"
Expenses +,"1,199",969,886,"1,057","1,250","1,020",818,"1,112","1,413",963,980,861,931
Operating Profit,301,206,245,200,246,164,154,204,302,188,211,205,154
OPM %,20%,18%,22%,16%,16%,14%,16%,15%,18%,16%,18%,19%,14%
Other Income +,7,9,11,15,39,12,20,19,9,30,27,13,41
Interest,14,10,11,13,12,10,14,7,7,11,7,7,6
Depreciation,25,24,24,25,25,26,26,27,29,32,32,33,35
Profit before tax,268,181,221,178,248,140,134,188,276,176,199,177,154
Tax %,28%,25%,26%,25%,22%,25%,26%,29%,26%,28%,22%,24%,25%
Net Profit +,193,135,164,133,193,106,99,133,203,127,156,135,116
EPS in Rs,27.33,19.10,23.38,18.96,27.42,15.00,14.32,18.73,29.55,18.81,19.43,15.67,14.93
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"1,688","1,718","1,412","1,767","2,755","2,586","2,298","3,139","4,474","5,059","5,186","4,494"
Expenses +,"1,388","1,431","1,155","1,501","2,348","2,159","1,898","2,644","3,699","4,162","4,363","3,736"
Operating Profit,300,287,257,266,407,427,400,495,776,897,824,758
OPM %,18%,17%,18%,15%,15%,16%,17%,16%,17%,18%,16%,17%
Other Income +,26,16,14,32,41,59,43,38,32,73,60,112
Interest,9,6,6,10,15,21,23,21,31,45,37,31
Depreciation,54,57,60,61,62,59,57,80,83,98,108,132
Profit before tax,262,240,205,228,371,406,363,431,694,828,738,706
Tax %,34%,31%,30%,33%,32%,24%,24%,25%,26%,24%,27%,24%
Net Profit +,173,165,144,152,253,308,276,323,512,625,542,534
EPS in Rs,24.74,23.58,20.55,21.65,36.08,43.87,39.37,46.03,72.83,88.85,77.61,68.85
Dividend Payout %,15%,16%,18%,18%,17%,18%,24%,20%,16%,16%,18%,15%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,9,9,9,9,9,9,9,9,14,14,14,14
Reserves,900,"1,036","1,178","1,299","1,513","1,700","1,978","2,239","2,590","3,127","3,623","4,097"
Borrowings +,39,23,0,79,65,252,207,157,237,153,157,318
Other Liabilities +,279,250,226,360,465,584,422,557,939,726,"1,108",959
Total Liabilities,"1,227","1,319","1,414","1,747","2,053","2,545","2,617","2,962","3,780","4,020","4,903","5,388"
Fixed Assets +,425,446,448,445,440,500,865,875,"1,122","1,164","1,348","1,611"
CWIP,42,48,38,47,179,371,76,107,101,167,190,302
Investments,20,24,74,0,203,155,637,109,135,89,180,644
Other Assets +,740,801,854,"1,255","1,231","1,518","1,039","1,873","2,422","2,601","3,185","2,831"
Total Assets,"1,227","1,319","1,414","1,747","2,053","2,545","2,617","2,962","3,780","4,020","4,903","5,388"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,148,155,134,-73,554,215,546,-283,310,511,536,936
Cash from Investing Activity +,-52,-11,-104,21,-360,-358,-470,418,-204,-146,-388,"-1,148"
Cash from Financing Activity +,-74,-179,-28,42,-56,47,-79,-135,-116,-193,-130,59
Net Cash Flow,23,-35,3,-10,137,-96,-3,0,-10,173,18,-152
Free Cash Flow,65,94,69,-142,389,-83,417,-427,173,302,230,452
CFO/OP,78%,77%,81%,-0%,170%,75%,151%,-33%,59%,82%,87%,147%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,48,83,110,115,61,52,64,70,82,68,89,82
Inventory Days,112,95,141,184,113,185,133,193,156,148,163,174
Days Payable,41,40,48,62,56,57,60,55,46,39,50,46
Cash Conversion Cycle,119,138,202,237,118,180,137,208,192,177,202,210
Working Capital Days,81,118,167,173,78,98,85,145,123,128,134,200
ROCE %,,25%,19%,18%,26%,24%,19%,20%,27%,28%,22%,18%

--- SHAREHOLDING PATTERN ---
