--- ABOUT ---
"Incorporated in 1945, Jay Shree Tea & Industries Ltd manufactures tea, sugar, chemicals & fertilizers, and does warehousing activities [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
255,88.5,118 / 70.6,

Book Value,Dividend Yield,ROCE,ROE
137,0.57,1.18,-6.15

Face Value
5.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,147,180,231,206,134,160,301,235,162,190,267,295,178
Expenses +,195,188,207,221,183,158,250,228,185,190,234,284,204
Operating Profit,-48,-8,24,-15,-49,3,51,7,-23,-0,34,12,-27
OPM %,-33%,-4%,10%,-7%,-37%,2%,17%,3%,-14%,-0%,13%,4%,-15%
Other Income +,48,38,2,30,37,3,-5,82,70,6,0,0,6
Interest,9,8,10,9,11,9,10,10,10,9,9,8,7
Depreciation,6,6,5,6,6,6,5,6,6,6,6,5,5
Profit before tax,-15,16,11,1,-28,-9,30,74,31,-9,20,-2,-33
Tax %,10%,0%,-4%,68%,-47%,0%,0%,0%,-1%,0%,0%,0%,4%
Net Profit +,-11,16,12,0,-15,-9,30,74,31,-9,20,-2,-34
EPS in Rs,-3.79,5.65,4.01,0.07,-5.20,-3.11,10.54,25.48,10.89,-3.11,6.78,-0.52,-11.83
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,721,744,723,755,757,717,802,726,813,742,858,930
Expenses +,702,704,676,743,735,766,741,726,801,789,820,912
Operating Profit,19,40,47,12,22,-48,61,-0,12,-47,38,18
OPM %,3%,5%,7%,2%,3%,-7%,8%,-0%,1%,-6%,4%,2%
Other Income +,22,28,26,48,42,61,15,31,-5,106,150,13
Interest,51,48,42,43,49,59,48,38,34,38,39,33
Depreciation,16,19,18,18,19,25,25,24,23,22,22,22
Profit before tax,-26,2,13,0,-4,-71,3,-31,-51,-0,126,-24
Tax %,-10%,497%,57%,"-2,688%",-2%,16%,22%,-113%,3%,"-10,092%",-0%,6%
Net Profit +,-23,-7,17,34,-4,-102,19,24,-47,13,126,-25
EPS in Rs,-7.92,-2.82,5.88,11.85,-1.22,-35.38,6.60,8.18,-16.32,4.50,43.81,-8.68
Dividend Payout %,-13%,-36%,7%,3%,-22%,0%,0%,0%,0%,0%,1%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,14,14,11,11,11,11,11,11,11,14,14,14
Reserves,410,386,286,322,311,203,230,263,210,276,405,382
Borrowings +,497,429,440,468,515,511,390,334,317,324,326,419
Other Liabilities +,264,278,322,330,423,455,314,338,378,430,245,140
Total Liabilities,"1,186","1,107","1,060","1,131","1,260","1,180",945,947,916,"1,044",990,956
Fixed Assets +,373,384,317,323,343,448,464,463,448,485,459,464
CWIP,19,8,16,22,104,29,17,8,7,10,17,17
Investments,280,283,251,296,288,186,134,132,14,66,22,17
Other Assets +,513,432,476,490,526,516,330,344,447,484,493,458
Total Assets,"1,186","1,107","1,060","1,131","1,260","1,180",945,947,916,"1,044",990,956

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,67,81,51,11,63,8,121,10,0,-17,-43,-46
Cash from Investing Activity +,28,-31,-18,9,-69,67,105,34,36,33,92,-14
Cash from Financing Activity +,-127,-118,-32,-17,-4,-63,-238,-43,-40,-16,-46,54
Net Cash Flow,-32,-68,1,2,-10,12,-11,2,-5,0,3,-6
Free Cash Flow,43,83,14,-3,-47,-50,115,-4,45,-15,-53,-67
CFO/OP,374%,204%,103%,103%,284%,-18%,206%,"-27,560%",-28%,35%,-110%,-233%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,44,42,41,36,29,29,26,28,23,25,27,18
Inventory Days,292,291,358,291,374,349,191,189,290,314,301,221
Days Payable,207,217,298,257,354,317,134,74,121,166,71,65
Cash Conversion Cycle,129,116,101,70,50,62,83,143,193,174,257,174
Working Capital Days,-102,-77,-86,-84,-134,-160,-128,-137,-80,-134,-27,-47
ROCE %,2%,5%,5%,2%,4%,-5%,7%,-2%,0%,-8%,4%,1%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,50.43%,50.68%,50.68%,50.68%,50.68%,50.68%,50.68%,50.68%,50.68%,50.68%,50.68%,50.68%
FIIs +,4.85%,4.88%,4.97%,5.04%,4.89%,4.87%,5.14%,4.85%,5.28%,4.88%,4.85%,4.86%
DIIs +,0.81%,0.81%,0.81%,0.73%,0.73%,0.55%,0.51%,0.51%,0.51%,0.51%,0.51%,0.51%
Public +,43.92%,43.63%,43.53%,43.54%,43.70%,43.89%,43.66%,43.94%,43.52%,43.92%,43.96%,43.94%
No. of Shareholders,"23,989","24,108","23,603","22,215","22,178","23,358","25,490","25,482","25,578","25,270","25,155","24,494"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,2%
5 Years:,3%
3 Years:,5%
TTM:,8%

Compounded Profit Growth
10 Years:,%
5 Years:,%
3 Years:,7%
TTM:,-173%

Stock Price CAGR
10 Years:,0%
5 Years:,-3%
3 Years:,-1%
1 Year:,-16%

Return on Equity
10 Years:,-6%
5 Years:,-6%
3 Years:,-6%
Last Year:,-6%

