--- ABOUT ---
"Dr. Lal PathLabs Limited is one of India’s leading consumer healthcare brand in diagnostic services. It has an integrated nationwide network, where patients and healthcare providers are offered a broad range of diagnostic and related healthcare tests and services for use in: core testing, patient diagnosis and the prevention, monitoring and treatment of disease and other health conditions. The services of DLPL are aimed at individual patients, hospitals and other healthcare providers and corporates. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"27,422","1,636","1,804",52.0

Book Value,Dividend Yield,ROCE,ROE
150,0.86,28.3,22.5

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,491,541,601,539,545,602,660,597,603,670,731,660,703
Expenses +,375,395,424,398,401,432,458,443,434,478,506,480,516
Operating Profit,116,146,178,141,145,170,202,154,169,192,224,179,187
OPM %,24%,27%,30%,26%,27%,28%,31%,26%,28%,29%,31%,27%,27%
Other Income +,14,14,18,18,18,21,22,25,26,28,25,-6,24
Interest,9,8,8,7,7,6,6,5,5,5,5,7,6
Depreciation,38,35,36,36,37,35,35,36,36,35,40,42,45
Profit before tax,83,118,152,116,120,150,183,138,153,181,204,124,160
Tax %,32%,29%,27%,29%,28%,28%,29%,29%,-1%,26%,25%,26%,17%
Net Profit +,57,84,111,82,86,108,131,98,156,134,152,91,132
EPS in Rs,3.40,4.95,6.55,4.87,5.06,6.37,7.73,5.78,9.26,7.90,8.99,5.40,7.84
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,660,791,912,"1,057","1,203","1,330","1,581","2,087","2,017","2,227","2,461","2,763"
Expenses +,504,582,675,793,910,987,"1,145","1,526","1,527","1,617","1,764","1,980"
Operating Profit,156,210,238,264,294,344,436,561,490,609,698,782
OPM %,24%,26%,26%,25%,24%,26%,28%,27%,24%,27%,28%,28%
Other Income +,12,20,27,31,46,55,51,52,42,69,91,71
Interest,0,0,1,1,1,15,16,30,38,29,22,23
Depreciation,28,28,28,33,38,73,77,108,150,144,142,162
Profit before tax,140,201,237,261,301,310,394,475,344,505,625,669
Tax %,31%,34%,34%,34%,33%,27%,25%,26%,30%,28%,21%,24%
Net Profit +,96,133,156,172,200,228,296,350,241,362,492,510
EPS in Rs,8.75,7.99,9.31,10.24,11.95,13.55,17.49,20.69,14.33,21.42,29.14,30.13
Dividend Payout %,9%,15%,16%,22%,25%,44%,57%,29%,42%,0%,0%,81%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,55,83,83,83,83,83,83,83,83,83,84,168
Reserves,260,425,512,705,862,949,"1,162","1,418","1,583","1,766","2,089","2,341"
Borrowings +,27,0,0,0,0,0,150,533,420,247,157,199
Other Liabilities +,134,118,95,128,145,341,265,309,297,357,383,439
Total Liabilities,475,625,690,916,"1,091","1,374","1,661","2,343","2,383","2,454","2,713","3,146"
Fixed Assets +,150,166,152,208,209,413,447,"1,369","1,305","1,228","1,168","1,257"
CWIP,1,4,18,10,3,11,10,15,5,6,3,6
Investments,38,64,106,145,185,164,59,65,150,114,327,423
Other Assets +,286,391,414,554,694,786,"1,144",893,923,"1,107","1,215","1,461"
Total Assets,475,625,690,916,"1,091","1,374","1,661","2,343","2,383","2,454","2,713","3,146"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,122,159,171,197,219,284,398,447,456,535,569,636
Cash from Investing Activity +,-113,-163,-137,-172,-100,-26,-212,-449,-287,-24,-303,-422
Cash from Financing Activity +,-1,0,-32,13,-55,-190,-139,136,-283,-414,-334,-264
Net Cash Flow,8,-5,2,37,64,67,48,134,-114,97,-68,-50
Free Cash Flow,87,115,120,125,177,205,339,-28,412,479,516,463
CFO/OP,112%,108%,102%,110%,110%,110%,115%,103%,115%,110%,105%,104%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,17,17,17,14,16,14,15,15,13,13,13,15
Inventory Days,37,31,33,44,40,70,39,38,28,30,27,30
Days Payable,90,89,97,106,111,144,132,107,127,151,151,123
Cash Conversion Cycle,-35,-42,-47,-47,-55,-60,-78,-54,-87,-108,-110,-79
Working Capital Days,-9,27,19,17,0,-19,-26,-54,-56,-46,-30,27
ROCE %,48%,47%,43%,38%,35%,32%,33%,29%,18%,25%,29%,28%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,55.01%,54.61%,54.60%,54.60%,54.60%,53.92%,53.91%,53.91%,53.79%,53.21%,53.21%,53.21%
FIIs +,23.27%,24.35%,25.36%,26.15%,25.43%,26.82%,26.82%,23.90%,21.69%,21.86%,20.29%,17.18%
