--- ABOUT ---
"H.G. Infra Engineering Limited (HGIEL) is an Indian Road Infrastructure Company engaged in the business of Engineering, Procurement and Construction (EPC) Services, Maintenance of roads, bridges, flyovers and other infrastructure contract works. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"3,798",583,"1,144 / 430",12.8

Book Value,Dividend Yield,ROCE,ROE
501,0.34,11.3,9.56

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"1,535","1,351",955,"1,365","1,708","1,528",902,"1,265","1,361","1,482",904,"1,421","1,427"
Expenses +,"1,238","1,070",734,"1,136","1,376","1,216",683,978,"1,121","1,223",699,"1,113","1,189"
Operating Profit,297,281,220,228,333,312,220,287,239,259,206,309,237
OPM %,19%,21%,23%,17%,19%,20%,24%,23%,18%,18%,23%,22%,17%
Other Income +,7,6,3,22,6,4,4,4,20,2,13,4,60
Interest,47,52,59,57,48,57,62,75,71,95,108,129,137
Depreciation,26,31,35,37,38,35,36,36,37,36,40,44,48
Profit before tax,231,203,129,156,252,225,125,180,151,132,71,139,113
Tax %,26%,26%,26%,35%,25%,28%,36%,36%,3%,25%,27%,32%,25%
Net Profit +,171,150,96,102,190,163,81,115,147,99,52,94,85
EPS in Rs,26.23,23.08,14.75,15.66,29.16,24.95,12.39,17.67,22.55,15.16,8.01,14.47,13.06
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,365,741,"1,056","1,393","2,014","2,217","2,610","3,751","4,622","5,378","5,056","5,235"
Expenses +,321,663,932,"1,185","1,710","1,864","2,125","3,040","3,727","4,315","3,998","4,223"
Operating Profit,44,78,124,208,305,353,484,711,895,"1,064","1,058","1,012"
OPM %,12%,11%,12%,15%,15%,16%,19%,19%,19%,20%,21%,19%
Other Income +,3,2,3,5,14,14,6,6,19,34,32,79
Interest,16,16,19,40,49,60,94,118,154,217,265,469
Depreciation,17,18,26,54,75,76,84,85,96,141,144,168
Profit before tax,14,46,83,119,194,231,312,515,665,740,681,455
Tax %,32%,35%,36%,29%,34%,28%,24%,26%,26%,27%,26%,27%
Net Profit +,9,30,53,84,127,167,237,380,493,539,505,330
EPS in Rs,6.05,16.75,29.64,12.93,19.54,25.57,36.31,58.31,75.68,82.64,77.56,50.69
Dividend Payout %,0%,0%,0%,4%,3%,0%,2%,2%,2%,2%,3%,4%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,18,18,65,65,65,65,65,65,65,65,65
Reserves,,105,158,476,598,761,997,"1,371","1,857","2,390","2,884","3,200"
Borrowings +,,123,204,408,380,520,768,"1,184","1,910","1,513","4,170","5,029"
Other Liabilities +,,153,192,535,529,869,850,660,"1,074","1,435","1,570","2,607"
Total Liabilities,,398,572,"1,484","1,573","2,216","2,680","3,280","4,906","5,403","8,690","10,901"
Fixed Assets +,,116,204,412,462,483,484,459,635,742,885,"2,297"
CWIP,,5,1,9,0,11,2,2,72,14,"1,349",740
Investments,,0,0,0,3,0,0,0,10,10,12,12
Other Assets +,,277,367,"1,064","1,108","1,722","2,195","2,819","4,189","4,637","6,444","7,852"
Total Assets,,398,572,"1,484","1,573","2,216","2,680","3,280","4,906","5,403","8,690","10,901"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,,,64,-8,66,36,71,-322,-139,-311,-878,250
Cash from Investing Activity +,,,-114,-446,9,-85,-103,-66,-378,17,"-1,461","-1,074"
Cash from Financing Activity +,,,62,443,-78,71,152,293,562,319,"2,310",832
Net Cash Flow,,,13,-11,-3,21,120,-95,44,26,-28,8
