--- ABOUT ---
"Incorporated in 1943, The Sukhjit Starch & Chemicals Ltd is an Agro-Processing company that manufactures starch & its derivatives [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
538,172,231 / 137,19.9

Book Value,Dividend Yield,ROCE,ROE
182,0.58,7.62,4.87

Face Value
5.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,391,323,321,361,370,395,368,375,360,369,315,347,402
Expenses +,354,295,292,324,337,361,336,346,343,350,296,327,376
Operating Profit,38,28,29,37,33,34,32,29,17,19,18,20,26
OPM %,10%,9%,9%,10%,9%,9%,9%,8%,5%,5%,6%,6%,6%
Other Income +,1,2,3,2,3,1,3,2,3,3,5,2,9
Interest,8,8,8,8,8,7,9,8,6,7,9,8,7
Depreciation,9,9,9,9,9,9,9,9,10,9,9,9,7
Profit before tax,22,14,16,21,19,18,17,14,4,6,5,4,20
Tax %,32%,24%,27%,24%,38%,25%,25%,25%,36%,17%,12%,25%,29%
Net Profit +,15,11,11,16,12,14,13,11,3,5,4,3,15
EPS in Rs,4.74,3.42,3.65,5.13,3.81,4.43,4.02,3.45,0.90,1.60,1.38,1.00,4.67
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,532,565,652,701,742,799,699,"1,159","1,447","1,375","1,498","1,432"
Expenses +,468,505,602,638,650,743,634,"1,001","1,299","1,247","1,386","1,350"
Operating Profit,64,60,50,63,92,56,65,158,147,128,112,83
OPM %,12%,11%,8%,9%,12%,7%,9%,14%,10%,9%,7%,6%
Other Income +,2,3,2,5,3,10,8,3,3,10,8,19
Interest,18,15,13,18,16,19,23,24,28,33,30,31
Depreciation,13,12,12,15,13,14,22,35,36,35,36,34
Profit before tax,34,35,27,36,66,33,28,102,86,70,54,36
Tax %,33%,36%,33%,37%,37%,-1%,26%,29%,27%,28%,26%,24%
Net Profit +,23,22,18,23,42,33,21,73,63,50,40,27
EPS in Rs,7.74,7.59,6.20,7.66,14.11,11.23,7.09,23.35,20.31,16.01,12.79,8.65
Dividend Payout %,16%,16%,20%,21%,27%,9%,21%,21%,20%,25%,8%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,7,7,7,7,15,15,15,16,16,16,16,16
Reserves,189,208,229,246,269,300,318,397,450,487,527,552
Borrowings +,165,129,106,153,186,322,312,288,332,338,299,345
Other Liabilities +,52,61,77,111,123,163,152,148,155,181,188,177
Total Liabilities,414,405,419,518,593,799,797,849,953,"1,022","1,030","1,089"
Fixed Assets +,219,222,234,233,244,249,509,513,559,551,566,543
CWIP,5,9,11,32,128,282,74,64,17,31,19,12
Investments,9,19,33,47,77,11,9,66,78,83,53,74
Other Assets +,181,154,141,205,144,257,205,206,300,356,392,460
Total Assets,414,405,419,518,593,799,797,849,953,"1,022","1,030","1,089"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,65,86,40,11,126,-61,116,144,41,78,68,4
Cash from Investing Activity +,-22,-30,-29,-43,-146,-92,-68,-85,-43,-39,-1,-10
Cash from Financing Activity +,-31,-59,-21,42,18,151,-50,-60,2,-36,-66,6
Net Cash Flow,12,-3,-10,11,-2,-2,-2,-0,0,3,0,-0
Free Cash Flow,37,66,23,-18,7,-218,45,116,10,42,34,-11
CFO/OP,112%,155%,94%,29%,156%,-86%,188%,106%,41%,72%,71%,19%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,39,38,34,37,30,25,33,21,20,21,28,24
Inventory Days,94,55,45,76,45,101,85,55,68,92,78,105
Days Payable,28,32,26,30,27,28,39,27,22,30,27,26
Cash Conversion Cycle,105,61,54,83,49,98,79,49,67,83,79,102
Working Capital Days,15,12,19,18,21,19,9,-8,-0,1,18,46
ROCE %,15%,14%,12%,13%,19%,8%,7%,19%,15%,12%,9%,8%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,66.21%,66.22%,66.24%,66.34%,66.34%,66.33%,66.01%,66.05%,66.05%,66.05%,66.08%,66.08%
FIIs +,0.01%,0.00%,0.02%,0.01%,0.07%,0.06%,0.01%,0.00%,0.00%,0.00%,0.02%,0.00%
DIIs +,0.00%,0.00%,0.22%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Public +,33.78%,33.78%,33.52%,33.66%,33.60%,33.62%,33.97%,33.94%,33.95%,33.96%,33.90%,33.91%
No. of Shareholders,"8,018","8,453","8,761","10,150","10,220","9,795","10,294","10,379","10,483","10,495","10,146","9,627"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,10%
5 Years:,15%
3 Years:,0%
TTM:,-4%

Compounded Profit Growth
10 Years:,2%
5 Years:,8%
3 Years:,-24%
TTM:,-26%

Stock Price CAGR
10 Years:,11%
5 Years:,9%
3 Years:,-7%
1 Year:,-11%

Return on Equity
10 Years:,10%
5 Years:,10%
3 Years:,7%
Last Year:,5%

