--- ABOUT ---
"Power Grid Corporation of India Limited is a Maharatna CPSU and India’s largest electric power transmission company. GoI holds a 51.34% stake in the company as on March 31, 2021. PGCIL was incorporated in 1989 to set up extra-high voltage alternating current and high-voltage direct current (HVDC) transmission lines. The company moves large blocks of power from the central generating agencies and areas that have surplus power to load centres within and across regions. It is under the administrative control of the Ministry of Power, GoI. PGCIL also executes several strategically important projects, assigned to the company by GoI on nomination basis. Power Grid Corporation of India is principally engaged in planning, implementation, operation and maintenance of Inter-State Transmission System (ISTS), Telecom and consultancy services."

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"2,71,810",292,325 / 250,17.1

Book Value,Dividend Yield,ROCE,ROE
108,3.08,9.74,16.5

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"12,264","11,048","11,267","11,550","11,978","11,006","11,278","11,233","12,275","11,196","11,476","12,395","11,666"
Expenses +,"1,433","1,716","1,557","1,375","2,055","1,466","1,681","1,700","2,081","2,094","2,421","1,788","6,363"
Operating Profit,"10,831","9,332","9,710","10,175","9,923","9,540","9,597","9,533","10,194","9,102","9,055","10,607","5,303"
OPM %,88%,84%,86%,88%,83%,87%,85%,85%,83%,81%,79%,86%,45%
Other Income +,294,209,263,380,389,302,814,552,366,461,712,463,322
Interest,"2,475","2,057","2,341","2,446","1,928","2,039","2,441","1,917","2,303","1,934","2,148","2,190","2,175"
Depreciation,"3,314","3,266","3,277","3,293","3,259","3,200","3,292","3,216","3,196","3,130","3,223","3,381","3,295"
Profit before tax,"5,335","4,218","4,355","4,816","5,125","4,603","4,678","4,952","5,062","4,499","4,395","5,497",155
Tax %,19%,15%,13%,16%,19%,19%,19%,22%,18%,19%,19%,24%,"-2,829%"
Net Profit +,"4,323","3,597","3,781","4,028","4,166","3,724","3,793","3,862","4,143","3,631","3,566","4,185","4,546"
EPS in Rs,4.65,3.87,4.07,4.33,4.48,4.00,4.08,4.15,4.45,3.90,3.83,4.50,4.89
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"17,540","20,652","25,697","29,954","35,059","37,744","39,640","41,622","45,603","45,843","45,792","46,733"
Expenses +,"2,613","2,468","3,247","3,993","8,140","4,858","4,734","5,796","6,028","6,599","6,955","11,661"
Operating Profit,"14,927","18,184","22,450","25,961","26,920","32,886","34,906","35,826","39,576","39,244","38,837","35,072"
OPM %,85%,88%,87%,87%,77%,87%,88%,86%,87%,86%,85%,75%
Other Income +,731,656,933,"4,065","1,505","2,820",769,"4,692","1,093","1,138","2,061",952
Interest,"4,081","5,086","6,204","7,324","8,737","9,509","8,135","8,036","9,634","8,773","8,700","8,448"
Depreciation,"5,173","6,182","7,722","9,231","10,541","11,607","12,039","12,872","13,333","13,095","12,904","13,030"
Profit before tax,"6,404","7,572","9,457","13,471","9,147","14,590","15,501","19,610","17,702","18,514","19,294","14,547"
Tax %,21%,21%,21%,39%,-10%,24%,22%,14%,13%,16%,20%,-10%
Net Profit +,"5,046","5,959","7,451","8,204","10,034","11,059","12,036","16,824","15,420","15,573","15,521","15,928"
EPS in Rs,5.43,6.41,8.01,8.82,10.79,11.89,12.94,18.09,16.58,16.74,16.69,17.13
Dividend Payout %,21%,20%,31%,33%,43%,47%,52%,61%,67%,67%,54%,79%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,"5,232","5,232","5,232","5,232","5,232","5,232","5,232","6,975","6,975","9,301","9,301","9,301"
Reserves,"33,207","38,738","44,634","49,194","53,857","59,464","64,704","69,272","76,051","77,845","83,362","91,193"
Borrowings +,"96,243","108,545","118,988","131,503","146,376","148,270","143,232","134,696","128,584","123,516","131,030","148,071"
Other Liabilities +,"26,102","26,797","26,809","39,425","41,916","43,706","42,539","40,008","40,615","40,168","42,326","46,163"
Total Liabilities,"160,784","179,312","195,662","225,354","247,380","256,671","255,708","250,950","252,225","250,829","266,019","294,727"
