Total Liabilities,"1,896","2,004","2,212","2,458","2,772","3,763","3,815","3,633","3,729","4,028","4,075","4,285"
Fixed Assets +,"1,236","1,231","1,418","1,460","1,604","3,307","3,194","3,051","2,957","3,641","3,556","3,563"
CWIP,167,259,351,559,664,190,242,297,482,25,59,108
Investments,31,6,6,15,35,14,6,10,6,13,45,73
Other Assets +,462,508,436,425,469,252,374,276,284,348,415,540
Total Assets,"1,896","2,004","2,212","2,458","2,772","3,763","3,815","3,633","3,729","4,028","4,075","4,285"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,-51,68,122,115,187,151,41,135,385,465,542,542
Cash from Investing Activity +,-150,-103,-229,-260,-289,-598,-66,-45,-283,-397,-127,-169
Cash from Financing Activity +,159,18,111,149,113,457,111,-163,-132,-59,-392,-370
Net Cash Flow,-42,-16,4,3,10,9,87,-73,-31,10,22,3
Free Cash Flow,-213,-64,-108,-128,-93,-482,-23,69,223,134,448,406
CFO/OP,-74%,80%,108%,86%,119%,63%,55%,115%,91%,96%,93%,85%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,23,24,28,40,56,27,45,26,23,24,22,29
Inventory Days,62,62,57,49,48,57,154,112,,,,59
Days Payable,429,599,692,739,768,584,"1,648",807,,,,289
Cash Conversion Cycle,-344,-513,-608,-650,-664,-500,"-1,450",-668,23,24,22,-200
Working Capital Days,-61,-169,-173,-108,-103,-109,-302,-166,-110,-73,-48,-6
ROCE %,,3%,4%,5%,5%,5%,-1%,1%,10%,11%,13%,14%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,23.60%,23.28%,23.21%,22.87%,22.80%,22.77%,22.77%,22.34%,22.28%,22.28%,22.28%,22.32%
FIIs +,25.48%,24.82%,22.82%,27.09%,27.61%,21.75%,20.01%,20.89%,21.33%,21.45%,21.50%,21.59%
DIIs +,10.38%,13.41%,15.00%,15.35%,15.20%,18.91%,20.80%,19.68%,19.98%,19.71%,19.45%,15.67%
Public +,40.46%,38.41%,38.90%,34.62%,34.34%,36.51%,36.37%,37.02%,36.36%,36.51%,36.71%,40.36%
Others +,0.08%,0.07%,0.07%,0.06%,0.06%,0.06%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%
No. of Shareholders,"2,58,070","2,81,003","2,98,123","3,25,800","3,30,910","3,57,968","3,55,134","3,67,528","3,64,251","3,68,811","3,68,933","3,99,213"

--- CAGR BOXES ---




