--- ABOUT ---
"Lemon Tree Hotels Ltd is largest mid-priced and the third largest overall hotel chain in India. It operate in the upscale segment and in the mid-priced sector, consisting of the upper-midscale, midscale and economy segments. It delivers differentiated yet superior service offerings, with a value-for-money proposition. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"8,956",113,181,36.1

Book Value,Dividend Yield,ROCE,ROE
17.6,0.00,14.0,19.4

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,253,224,227,290,327,268,284,355,379,316,306,406,416
Expenses +,113,118,125,149,156,153,154,171,175,176,176,201,202
Operating Profit,140,106,102,141,171,115,131,184,203,140,131,205,215
OPM %,55%,47%,45%,49%,52%,43%,46%,52%,54%,44%,43%,50%,52%
Other Income +,2,1,3,1,4,0,1,1,1,2,2,-30,1
Interest,45,48,47,53,53,52,51,50,47,45,42,41,39
Depreciation,24,23,23,33,33,35,35,35,35,34,34,35,35
Profit before tax,73,36,35,56,89,29,45,100,122,63,56,99,142
Tax %,20%,24%,25%,21%,6%,31%,23%,20%,12%,23%,25%,17%,18%
Net Profit +,59,28,26,44,84,20,35,80,108,48,42,82,116
EPS in Rs,0.56,0.30,0.29,0.45,0.85,0.25,0.37,0.79,1.07,0.48,0.44,0.79,1.15
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,290,368,412,484,550,669,252,402,875,"1,071","1,286","1,444"
Expenses +,239,268,295,348,381,429,194,283,427,548,652,754
Operating Profit,51,100,117,136,169,241,57,119,448,523,634,690
OPM %,18%,27%,28%,28%,31%,36%,23%,30%,51%,49%,49%,48%
Other Income +,13,5,12,13,15,11,22,22,10,13,13,-25
Interest,72,72,78,78,85,162,190,181,182,208,211,167
Depreciation,52,52,51,53,54,92,108,104,97,112,139,139
Profit before tax,-60,-19,-0,18,45,-2,-219,-145,178,216,296,359
Tax %,5%,35%,"1,452%",21%,-25%,499%,-15%,-5%,21%,16%,18%,20%
Net Profit +,-63,-26,-5,15,56,-13,-187,-137,141,182,243,288
EPS in Rs,-0.81,-0.35,-0.08,0.18,0.67,-0.12,-1.60,-1.10,1.45,1.87,2.48,2.87
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,776,778,781,786,789,790,790,791,792,792,792,792
Reserves,34,30,27,28,86,199,127,40,62,175,372,600
Borrowings +,571,625,799,"1,011","1,196","2,017","2,159","2,128","2,177","2,336","2,148","2,004"
Other Liabilities +,515,572,604,632,701,756,738,674,698,725,763,889
