--- ABOUT ---
"Incorporated in 1994, Arihant Superstructures Ltd is in the business of real estate development [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,171",271,468,25.4

Book Value,Dividend Yield,ROCE,ROE
84.0,0.55,10.6,13.7

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,65,121,109,119,155,84,112,151,153,121,123,126,181
Expenses +,55,94,84,93,124,73,83,108,131,84,93,97,151
Operating Profit,10,27,25,26,31,11,29,43,22,37,30,29,30
OPM %,15%,23%,23%,22%,20%,13%,26%,28%,14%,31%,24%,23%,17%
Other Income +,1,0,0,0,1,0,1,1,2,2,1,1,1
Interest,9,6,6,7,6,8,9,9,14,17,17,18,15
Depreciation,1,1,1,1,1,1,1,1,1,1,1,1,1
Profit before tax,2,21,19,19,25,3,20,33,10,21,13,11,15
Tax %,86%,18%,14%,17%,29%,23%,21%,24%,-11%,25%,26%,25%,23%
Net Profit +,0,17,16,16,17,2,16,25,11,16,10,8,12
EPS in Rs,0.05,4.20,3.90,3.79,4.24,0.48,3.88,6.18,2.74,3.68,2.30,1.91,2.75
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,108,122,185,188,239,233,270,331,389,510,499,551
Expenses +,83,87,122,151,186,190,222,261,312,397,395,424
Operating Profit,25,35,63,37,53,43,48,70,78,113,104,127
OPM %,23%,29%,34%,20%,22%,18%,18%,21%,20%,22%,21%,23%
Other Income +,2,1,2,1,4,5,2,2,2,1,5,5
Interest,6,4,10,15,32,30,28,21,26,26,40,68
Depreciation,1,1,1,1,2,2,2,2,2,2,2,3
Profit before tax,19,31,53,22,23,16,20,48,52,86,66,61
Tax %,40%,33%,32%,34%,19%,29%,21%,15%,18%,20%,17%,25%
Net Profit +,11,21,36,15,18,11,16,41,43,69,55,46
EPS in Rs,2.46,4.63,7.97,3.05,3.15,1.33,2.71,10.04,10.37,16.82,13.28,10.65
Dividend Payout %,12%,19%,13%,16%,16%,0%,0%,0%,5%,7%,11%,2%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,41,41,41,41,41,41,41,41,41,41,41,43
Reserves,21,40,73,76,80,86,98,137,169,228,268,320
Borrowings +,146,211,256,277,378,387,296,299,332,477,738,874
Other Liabilities +,179,201,235,282,226,234,255,377,491,455,538,533
Total Liabilities,386,492,604,676,725,748,689,854,"1,033","1,202","1,586","1,770"
Fixed Assets +,5,5,13,27,11,20,20,21,22,21,94,104
CWIP,0,0,0,0,0,0,0,0,0,0,4,21
Investments,1,5,0,0,0,0,0,0,0,0,0,0
Other Assets +,380,482,591,648,715,728,668,834,"1,011","1,181","1,488","1,644"
Total Assets,386,492,604,676,725,748,689,854,"1,033","1,202","1,586","1,770"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,-14,-24,-30,14,-81,25,121,21,-12,-121,-178,-71
Cash from Investing Activity +,5,-15,-3,-15,18,-8,-1,-1,-2,-1,-80,-27
Cash from Financing Activity +,4,39,31,1,66,-21,-119,-17,7,128,261,94
Net Cash Flow,-5,0,-1,1,3,-3,1,3,-7,7,3,-4
Free Cash Flow,-15,-24,-30,7,-84,24,119,19,-15,-122,-254,-101
CFO/OP,-49%,-55%,-25%,86%,-140%,73%,268%,39%,-5%,-90%,-161%,-44%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,22,28,66,99,43,55,35,66,80,74,83,67
Inventory Days,,,,,,"4,203","3,877",,,,,986
Days Payable,,,,,,683,577,,,,,98
Cash Conversion Cycle,22,28,66,99,43,"3,575","3,335",66,80,74,83,955
Working Capital Days,473,661,571,438,558,618,472,341,463,473,672,694
ROCE %,13%,14%,19%,10%,12%,9%,10%,14%,14%,16%,11%,11%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,74.71%,74.71%,74.71%,74.71%,74.71%,74.71%,74.71%,74.71%,71.10%,71.10%,71.10%,71.10%
FIIs +,0.65%,0.56%,0.00%,0.00%,0.03%,0.02%,0.31%,0.18%,0.17%,0.18%,0.22%,0.17%
DIIs +,0.51%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.03%,0.00%
Public +,24.12%,24.74%,25.28%,25.28%,25.25%,25.27%,24.97%,25.10%,28.71%,28.70%,28.65%,28.73%
No. of Shareholders,"6,830","7,014","6,645","6,506","6,440","7,660","7,684","7,841","7,565","7,239","7,000","6,753"

--- CAGR BOXES ---




