--- ABOUT ---
"Incorporated in 1989, Country Club Hospitality & Holidays Ltd is in the business of sale of Vacation Ownership and other related services [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
212,13.0,21.0,26.8

Book Value,Dividend Yield,ROCE,ROE
18.2,0.00,2.51,2.58

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,14,14,13,13,12,12,9,11,13,24,20,16,18
Expenses +,51,13,13,13,17,12,11,9,22,22,18,15,41
Operating Profit,-37,1,-0,-0,-4,0,-1,2,-9,2,2,1,-22
OPM %,-269%,9%,-2%,-4%,-34%,2%,-12%,18%,-74%,10%,8%,5%,-122%
Other Income +,68,0,1,2,14,3,2,1,22,1,2,1,8
Interest,2,1,1,1,0,1,0,0,0,0,0,0,0
Depreciation,2,3,3,3,3,3,3,3,3,3,3,3,3
Profit before tax,26,-3,-4,-3,6,-0,-3,-1,9,0,0,-1,-17
Tax %,-6%,14%,12%,15%,-4%,121%,5%,18%,-1%,35%,39%,5%,-2%
Net Profit +,28,-4,-4,-3,6,-0,-3,-1,9,0,0,-1,-17
EPS in Rs,1.69,-0.22,-0.25,-0.20,0.38,-0.02,-0.20,-0.07,0.56,0.02,0.01,-0.08,-1.03
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,497,521,453,330,265,153,48,57,64,52,46,78
Expenses +,363,388,345,275,218,140,51,88,93,51,51,96
Operating Profit,134,133,108,56,46,13,-4,-31,-29,1,-5,-18
OPM %,27%,25%,24%,17%,18%,8%,-7%,-55%,-45%,2%,-11%,-23%
Other Income +,3,12,4,2,2,1,6,24,72,16,27,12
Interest,65,65,53,51,51,52,29,18,18,8,5,1
Depreciation,40,43,45,48,45,49,19,17,13,13,12,12
Profit before tax,32,37,13,-41,-47,-87,-45,-41,13,-4,5,-18
Tax %,16%,27%,63%,19%,15%,6%,8%,5%,1%,28%,9%,-1%
Net Profit +,27,27,5,-48,-54,-92,-49,-44,13,-5,4,-18
EPS in Rs,1.64,1.65,0.30,-2.95,-3.28,-5.64,-2.99,-2.67,0.77,-0.30,0.27,-1.08
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,33,33,33,33,33,33,33,33,33,33,33,33
Reserves,985,992,"1,000",954,914,390,348,309,284,279,283,266
Borrowings +,453,443,452,445,446,304,284,241,108,66,25,24
Other Liabilities +,174,188,187,188,206,211,201,207,236,237,255,198
Total Liabilities,"1,644","1,656","1,672","1,620","1,599",938,865,790,662,615,596,519
Fixed Assets +,"1,260","1,410","1,402","1,359","1,322",837,767,687,596,542,518,458
CWIP,107,17,18,18,19,11,12,15,0,4,7,7
Investments,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets +,277,229,251,243,258,90,86,88,66,69,70,54
Total Assets,"1,644","1,656","1,672","1,620","1,599",938,865,790,662,615,596,519

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,28,163,83,51,89,-325,17,-16,-65,-5,-9,-26
Cash from Investing Activity +,-59,-101,-92,4,-14,536,50,80,89,38,13,48
Cash from Financing Activity +,52,-89,1,-57,-80,-211,-69,-65,-25,-33,-5,-21
Net Cash Flow,21,-26,-8,-2,-4,0,-1,-2,-2,0,-1,0
Free Cash Flow,-41,60,44,47,80,119,67,44,13,32,0,22
CFO/OP,21%,123%,77%,92%,193%,"-2,555%",-490%,52%,228%,-569%,169%,148%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,28,15,16,22,35,30,91,78,58,56,42,28
Inventory Days,,,,114,143,149,277,179,509,853,"1,906",235
Days Payable,,,,422,418,425,722,390,100,85,106,29
Cash Conversion Cycle,28,15,16,-286,-240,-246,-355,-132,467,824,"1,841",235
Working Capital Days,1,-37,-25,-33,-85,-380,"-1,299","-1,022",-477,-469,-319,-91
ROCE %,7%,7%,5%,1%,0%,-3%,-2%,-4%,6%,1%,3%,3%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,73.80%,73.80%,73.80%,73.80%,73.80%,73.80%,73.80%,73.80%,73.80%,73.80%,73.80%,73.80%
FIIs +,0.49%,0.49%,0.49%,0.49%,0.60%,0.49%,0.49%,0.49%,0.49%,0.49%,0.49%,0.49%
Public +,25.72%,25.72%,25.71%,25.72%,25.61%,25.71%,25.72%,25.72%,25.72%,25.73%,25.73%,25.71%
No. of Shareholders,"23,662","24,760","31,777","33,875","32,123","32,746","32,151","31,777","31,302","31,042","30,161","29,559"

--- CAGR BOXES ---




