--- ABOUT ---
"Transport Corporation of India is engaged in the Business of Freight Transport,Supply Chain Solutions and Transport through Seaways."

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"7,276",948,"1,299 / 868",15.9

Book Value,Dividend Yield,ROCE,ROE
334,0.95,19.5,19.3

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,979,950,994,"1,002","1,079","1,045","1,121","1,147","1,179","1,139","1,205","1,249","1,324"
Expenses +,871,849,893,902,970,941,"1,004","1,029","1,057","1,018","1,078","1,122","1,181"
Operating Profit,108,101,100,100,109,104,117,118,122,121,127,127,142
OPM %,11%,11%,10%,10%,10%,10%,10%,10%,10%,11%,11%,10%,11%
Other Income +,19,26,32,28,34,32,35,29,40,31,36,35,32
Interest,2,2,3,4,4,4,5,6,6,5,6,6,6
Depreciation,31,31,31,33,33,29,29,30,29,29,30,32,36
Profit before tax,94,94,97,91,106,103,118,111,127,118,126,124,132
Tax %,12%,11%,10%,12%,3%,11%,9%,8%,10%,9%,10%,6%,6%
Net Profit +,82,83,88,80,103,92,107,102,115,107,114,116,124
EPS in Rs,10.51,10.60,11.21,10.22,13.13,11.69,13.90,13.17,14.91,13.89,14.68,14.95,16.11
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"2,417","1,727","1,943","2,350","2,754","2,718","2,802","3,259","3,783","4,024","4,492","4,917"
Expenses +,"2,222","1,639","1,780","2,133","2,504","2,476","2,539","2,847","3,357","3,613","4,029","4,400"
Operating Profit,195,88,163,216,250,241,263,412,425,411,463,517
OPM %,8%,5%,8%,9%,9%,9%,9%,13%,11%,10%,10%,11%
Other Income +,8,92,27,37,44,34,31,44,70,119,135,133
Interest,34,25,30,32,37,34,27,13,10,13,20,23
Depreciation,55,52,59,69,77,82,93,113,121,128,118,127
Profit before tax,114,103,100,152,179,159,174,330,364,388,459,500
Tax %,29%,15%,19%,19%,19%,10%,14%,11%,12%,9%,9%,8%
Net Profit +,82,88,81,124,145,143,150,293,321,354,416,460
EPS in Rs,10.75,11.46,10.53,16.08,18.84,18.53,19.08,37.45,40.91,45.12,53.83,59.46
Dividend Payout %,14%,13%,10%,10%,10%,11%,13%,11%,17%,16%,15%,17%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,15,15,15,15,15,15,15,15,16,16,15,15
Reserves,605,560,631,746,877,"1,009","1,154","1,415","1,686","1,988","2,139","2,551"
Borrowings +,320,354,421,440,470,422,297,96,92,194,242,312
Other Liabilities +,197,129,162,196,254,237,272,301,307,304,383,604
Total Liabilities,"1,137","1,058","1,229","1,398","1,616","1,683","1,739","1,827","2,101","2,501","2,780","3,482"
Fixed Assets +,521,532,542,626,727,772,805,801,791,862,964,"1,193"
CWIP,7,12,57,56,4,22,5,7,26,109,255,343
Investments,7,76,87,104,117,135,150,193,286,543,411,487
Other Assets +,602,438,544,611,768,755,779,826,998,988,"1,150","1,459"
Total Assets,"1,137","1,058","1,229","1,398","1,616","1,683","1,739","1,827","2,101","2,501","2,780","3,482"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,125,109,99,157,179,243,305,368,361,299,359,444
Cash from Investing Activity +,-121,-101,-122,-131,-158,-135,-107,-76,-193,-404,-99,-367
Cash from Financing Activity +,-4,-12,32,-30,-24,-104,-176,-258,-65,18,-292,-35
Net Cash Flow,-1,-4,8,-4,-3,3,21,34,102,-87,-32,42
Free Cash Flow,-12,11,-15,6,17,97,183,297,208,57,10,31
CFO/OP,78%,160%,76%,89%,85%,118%,114%,101%,89%,82%,86%,101%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,66,69,67,66,68,65,67,57,54,54,59,61
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,66,69,67,66,68,65,67,57,54,54,59,61
Working Capital Days,17,7,12,18,25,28,38,49,48,53,52,66
ROCE %,17%,10%,13%,16%,17%,14%,15%,23%,22%,20%,21%,20%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,68.95%,68.95%,68.92%,68.92%,68.93%,68.78%,68.73%,68.81%,68.73%,68.73%,68.73%,68.74%
FIIs +,2.54%,2.58%,2.61%,2.67%,2.92%,3.01%,3.35%,3.17%,3.18%,3.19%,3.10%,3.03%
DIIs +,12.75%,12.87%,12.81%,12.18%,12.18%,12.36%,12.33%,12.39%,12.37%,12.65%,12.81%,12.86%
Public +,15.76%,15.61%,15.65%,16.22%,15.97%,15.84%,15.59%,15.61%,15.71%,15.43%,15.36%,15.37%
No. of Shareholders,"49,880","42,383","41,164","43,736","43,822","49,571","51,797","51,693","50,827","49,643","47,661","48,190"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,11%
5 Years:,12%
3 Years:,9%
TTM:,9%

Compounded Profit Growth
10 Years:,22%
5 Years:,24%
3 Years:,12%
TTM:,11%

Stock Price CAGR
10 Years:,18%
5 Years:,17%
3 Years:,10%
1 Year:,-15%

Return on Equity
10 Years:,19%
5 Years:,20%
3 Years:,19%
Last Year:,19%

