--- ABOUT ---
"Indiabulls Housing Finance Ltd, incorporated in 2005, is registered with and regulated by National Housing Bank (NHB) and is engaged in the business of providing home loans and loan against property. It also provides corporate mortgage loan - lease rental discounting and residential construction finance. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"20,281",175,193,

Book Value,Dividend Yield,ROCE,ROE
164,0.00,4.92,-3.18

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue +,"2,075","1,900","2,227","2,143","2,205","2,207","2,422","2,017","2,107","2,400","2,251","2,158","1,358"
Interest,"1,342","1,354","1,350","1,312","1,291","1,309","1,238","1,194","1,050","1,196","1,286","1,458","1,679"
Expenses +,293,147,448,478,511,471,"4,852",389,603,724,528,260,"3,255"
Financing Profit,440,400,429,353,402,426,"-3,668",434,455,480,436,440,"-3,576"
Financing Margin %,21%,21%,19%,16%,18%,19%,-151%,22%,22%,20%,19%,20%,-263%
Other Income +,4,13,15,69,50,30,3,3,25,9,10,0,"-6,496"
Depreciation,22,19,23,23,21,19,20,20,25,21,21,21,25
Profit before tax,422,394,422,399,431,437,"-3,685",417,455,468,425,419,"-10,097"
Tax %,38%,25%,29%,24%,26%,25%,-25%,28%,29%,29%,27%,25%,-20%
Net Profit +,263,294,298,303,319,327,"-2,761",302,324,334,308,314,"-8,101"
EPS in Rs,3.71,4.16,4.14,4.10,4.32,4.42,-38.12,4.08,3.91,4.04,3.72,3.79,-69.92
Gross NPA %,2.86%,2.87%,2.88%,2.85%,2.69%,2.68%,2.37%,,1.30%,1.50%,1.40%,,
Net NPA %,1.90%,1.69%,1.66%,1.71%,1.52%,1.52%,1.40%,,0.80%,0.80%,0.80%,,
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue +,"7,243","9,221","11,628","14,952","17,020","13,219","9,998","8,988","8,719","8,579","8,676","8,166"
Interest,"3,944","4,971","6,411","8,010","9,726","8,512","6,939","6,242","5,636","5,307","4,791","5,618"
Expenses +,816,"1,105","1,485","2,033","1,654","2,040","1,429","1,119","1,400","1,582","6,179","4,769"
Financing Profit,"2,482","3,145","3,733","4,909","5,640","2,667","1,630","1,628","1,683","1,690","-2,295","-2,221"
Financing Margin %,34%,34%,32%,33%,33%,20%,16%,18%,19%,20%,-26%,-27%
Other Income +,9,4,62,6,6,2,29,6,8,41,2,"-6,475"
Depreciation,19,20,23,37,43,108,97,77,86,85,83,88
Profit before tax,"2,473","3,129","3,772","4,878","5,604","2,561","1,562","1,556","1,606","1,646","-2,376","-8,784"
Tax %,23%,25%,23%,21%,28%,15%,23%,24%,30%,26%,-24%,-19%
Net Profit +,"1,901","2,345","2,906","3,895","4,091","2,200","1,202","1,178","1,130","1,214","-1,807","-7,145"
EPS in Rs,35.65,37.11,45.71,60.88,63.80,34.30,17.33,16.76,15.97,16.44,-21.82,-61.66
Dividend Payout %,50%,81%,39%,45%,42%,59%,33%,0%,5%,9%,-9%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,71,84,85,85,85,84,89,89,90,113,163,229
Reserves,"6,561","10,610","12,038","14,273","16,397","15,454","16,045","16,585","17,272","19,679","21,660","18,763"
Borrowing,"47,487","61,085","85,301","111,056","105,756","79,674","68,805","61,359","52,403","48,493","42,726","51,853"
Other Liabilities +,"3,110","3,935","6,274","7,188","7,866","7,660","8,299","3,940","5,180","4,774","5,633","3,399"
Total Liabilities,"57,229","75,714","103,697","132,603","130,104","102,872","93,238","81,973","74,945","73,060","70,181","74,243"
Fixed Assets +,123,136,169,169,214,450,295,327,433,325,391,341
CWIP,0,0,0,0,0,0,0,0,0,0,0,0
Investments,"6,164","10,693","13,617","14,792","19,717","12,277","6,146","5,546","5,370","7,456","14,219","17,518"
Other Assets +,"50,942","64,886","89,912","117,642","110,173","90,145","86,796","76,100","69,142","65,278","55,571","56,385"
Total Assets,"57,229","75,714","103,697","132,603","130,104","102,872","93,238","81,973","74,945","73,060","70,181","74,243"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"-8,892","-11,643","-17,845","-25,024","21,206","19,331","7,088",657,"4,001",140,"8,772","-7,466"
Cash from Investing Activity +,"-2,093","-4,997","-2,107",368,"-4,220","8,265","3,103","1,649",884,"1,042","-5,578","-1,540"
Cash from Financing Activity +,"10,699","15,330","22,591","23,775","-7,335","-27,934","-10,632","-7,444","-9,142","-2,383","-2,373","14,684"
Net Cash Flow,-286,"-1,310","2,638",-881,"9,650",-338,-440,"-5,138","-4,257","-1,201",821,"5,678"
Free Cash Flow,"-8,924","-11,574","-17,970","-25,004","21,117","19,297","7,060",638,"3,957",85,"8,727","-7,505"
CFO/OP,-127%,-133%,-167%,-185%,147%,177%,83%,16%,63%,2%,351%,-213%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
ROE %,31%,27%,25%,29%,27%,14%,8%,7%,7%,7%,-9%,-3%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
FIIs +,18.53%,22.37%,23.41%,19.33%,19.13%,19.77%,19.53%,24.69%,24.40%,19.05%,24.94%,46.21%
DIIs +,16.12%,16.08%,8.53%,7.15%,6.62%,6.31%,6.71%,5.92%,5.96%,16.83%,14.31%,12.08%
Government +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.53%
Public +,60.47%,59.81%,66.34%,71.79%,72.54%,72.22%,72.05%,67.49%,67.72%,62.22%,58.76%,39.81%
Others +,4.88%,1.75%,1.71%,1.71%,1.70%,1.69%,1.69%,1.91%,1.91%,1.91%,1.91%,1.37%
No. of Shareholders,"4,99,957","4,54,303","4,50,141","4,93,288","4,87,849","4,74,592","4,59,927","4,49,373","4,39,244","4,38,484","4,21,644","4,07,005"

--- CAGR BOXES ---




