--- ABOUT ---
"Incorporated in 1976, Kaveri Seed Company Ltd is in the business of research, production, processing and marketing of various high quality hybrid seeds [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"4,370",850,"1,275 / 705",14.8

Book Value,Dividend Yield,ROCE,ROE
342,0.59,18.8,18.2

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,74,736,171,143,98,803,137,174,90,859,219,210,107
Expenses +,90,458,160,134,110,508,139,160,107,520,225,189,123
Operating Profit,-17,278,11,9,-12,295,-2,14,-17,338,-6,21,-16
OPM %,-23%,38%,7%,6%,-12%,37%,-1%,8%,-18%,39%,-3%,10%,-15%
Other Income +,8,12,14,13,25,9,13,11,13,10,6,8,6
Interest,0,0,0,0,0,0,0,0,0,0,0,0,0
Depreciation,6,6,6,7,10,8,8,9,16,14,15,15,16
Profit before tax,-14,284,19,15,3,297,3,17,-20,334,-15,14,-27
Tax %,12%,3%,25%,25%,112%,2%,126%,11%,17%,2%,7%,6%,3%
Net Profit +,-16,275,14,11,-0,291,-1,15,-23,327,-16,13,-28
EPS in Rs,-2.77,48.91,2.45,2.11,-0.05,56.28,-0.13,3.00,-4.46,63.39,-3.00,2.53,-5.41
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"1,159",743,703,818,808,929,"1,033",968,"1,068","1,146","1,202","1,395"
Expenses +,850,556,564,597,596,676,735,765,816,860,911,"1,058"
Operating Profit,310,188,140,222,212,253,298,203,252,286,291,337
OPM %,27%,25%,20%,27%,26%,27%,29%,21%,24%,25%,24%,24%
Other Income +,15,13,-25,24,43,46,46,41,55,63,46,29
Interest,0,0,0,1,1,0,1,0,0,0,0,0
Depreciation,15,27,30,25,23,26,22,21,21,28,40,60
Profit before tax,310,173,84,220,231,273,321,223,286,321,297,306
Tax %,3%,3%,8%,4%,6%,5%,3%,4%,5%,7%,5%,3%
Net Profit +,301,167,77,211,217,260,311,213,273,300,282,296
EPS in Rs,43.68,24.31,11.27,31.96,34.45,42.94,51.47,36.43,48.59,58.08,54.69,57.51
Dividend Payout %,17%,10%,0%,9%,9%,7%,8%,11%,8%,9%,9%,9%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,14,14,14,13,13,12,12,12,11,10,10,10
Reserves,741,913,"1,001",999,994,947,"1,232","1,269","1,354","1,222","1,489","1,746"
Borrowings +,1,2,5,3,7,6,2,1,1,0,0,0
Other Liabilities +,402,432,509,449,536,612,714,596,683,815,"1,150","1,002"
Total Liabilities,"1,158","1,361","1,528","1,465","1,550","1,577","1,960","1,877","2,048","2,048","2,649","2,759"
Fixed Assets +,161,202,200,189,240,250,246,242,261,297,417,432
CWIP,62,20,34,37,38,18,31,43,133,134,90,130
